category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0019637,4.52E-05,0.999970918,132,690,organophosphate metabolic process,BP
GO:1901659,4.55E-05,0.999986646,22,62,glycosyl compound biosynthetic process,BP
GO:1901360,4.59E-05,0.999964431,415,2357,organic cyclic compound metabolic process,BP
GO:0032774,4.60E-05,0.999968903,170,834,RNA biosynthetic process,BP
GO:0016071,4.65E-05,0.999974956,70,304,mRNA metabolic process,BP
GO:0042073,4.94E-05,0.999994768,9,17,intraciliary transport,BP
GO:0032502,7.04E-05,0.999946573,322,1828,developmental process,BP
GO:0006165,7.84E-05,0.999993941,8,12,nucleoside diphosphate phosphorylation,BP
GO:0044782,8.14E-05,0.99997255,24,84,cilium organization,BP
GO:0044085,9.71E-05,0.999965475,26,87,cellular component biogenesis,BP
GO:0006754,9.99E-05,0.999987146,10,18,ATP biosynthetic process,BP
GO:0065007,0.000122126,0.999899969,639,3833,biological regulation,BP
GO:0010970,0.000142255,0.999963302,16,47,transport along microtubule,BP
GO:0050789,0.000145402,0.999881058,606,3615,regulation of biological process,BP
GO:1902017,0.00015237,1,4,4,regulation of cilium assembly,BP
GO:0006351,0.000202746,0.999858382,162,809,DNA-templated transcription,BP
GO:0001711,0.000219062,1,4,4,endodermal cell fate commitment,BP
GO:0016043,0.000229494,0.999822221,315,1856,cellular component organization,BP
GO:0003341,0.00024878,0.999952263,11,29,cilium movement,BP
GO:0010927,0.000257467,0.999892456,30,119,cellular component assembly involved in morphogenesis,BP
GO:0009165,0.000298923,0.999871017,32,119,nucleotide biosynthetic process,BP
GO:0010468,0.000319444,0.999755123,278,1512,regulation of gene expression,BP
GO:0090150,0.000352765,0.999876003,22,70,establishment of protein localization to membrane,BP
GO:0019058,0.000399569,0.999964501,7,11,viral life cycle,BP
GO:0060255,0.000469346,0.999630643,326,1842,regulation of macromolecule metabolic process,BP
GO:0042254,0.000483903,0.999844313,18,60,ribosome biogenesis,BP
GO:0016575,0.000497147,0.999924085,9,18,histone deacetylation,BP
GO:0006360,0.000506968,0.999948676,7,12,transcription by RNA polymerase I,BP
GO:0046939,0.000510801,0.999919427,9,19,nucleotide phosphorylation,BP
GO:0034243,0.000528912,0.999939627,7,14,regulation of transcription elongation by RNA polymerase II,BP
GO:0015985,0.0005603,0.999953475,7,10,"energy coupled proton transport, down electrochemical gradient",BP
GO:0015986,0.0005603,0.999953475,7,10,proton motive force-driven ATP synthesis,BP
GO:0030705,0.00057725,0.999827442,16,50,cytoskeleton-dependent intracellular transport,BP
GO:1901293,0.00059355,0.999731871,32,122,nucleoside phosphate biosynthetic process,BP
GO:0000375,0.00059489,0.999799026,19,62,"RNA splicing, via transesterification reactions",BP
GO:0032784,0.000607072,0.999897289,9,21,regulation of DNA-templated transcription elongation,BP
GO:0070925,0.000608607,0.999709868,35,156,organelle assembly,BP
GO:0071265,0.000611274,0.999970544,5,7,L-methionine biosynthetic process,BP
GO:0042221,0.000668556,0.999514912,166,919,response to chemical,BP
GO:0006644,0.000683225,0.999681577,33,138,phospholipid metabolic process,BP
GO:0006811,0.000751122,0.99950723,96,491,ion transport,BP
GO:0048856,0.000872337,0.999349276,191,1061,anatomical structure development,BP
GO:0006413,0.000891012,0.999737176,15,44,translational initiation,BP
GO:0050684,0.000986643,0.99973339,13,39,regulation of mRNA processing,BP
GO:0000377,0.001125235,0.999607564,18,61,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP
GO:0000398,0.001125235,0.999607564,18,61,"mRNA splicing, via spliceosome",BP
GO:0000413,0.001204974,0.999723456,11,27,protein peptidyl-prolyl isomerization,BP
GO:0009132,0.001205938,0.999751411,10,23,nucleoside diphosphate metabolic process,BP
GO:0001947,0.001335016,0.999671736,11,33,heart looping,BP
GO:0090304,0.001343993,0.998930097,300,1702,nucleic acid metabolic process,BP
GO:0009892,0.00135396,0.999054811,119,609,negative regulation of metabolic process,BP
GO:0048519,0.00136198,0.998948926,227,1293,negative regulation of biological process,BP
GO:0061326,0.00139382,0.999900679,5,8,renal tubule development,BP
GO:0070887,0.001457432,0.999000306,106,564,cellular response to chemical stimulus,BP
GO:0045333,0.001630631,0.999835979,6,10,cellular respiration,BP
GO:0043276,0.001700215,1,3,3,anoikis,BP
GO:0045116,0.001738504,0.999892389,5,7,protein neddylation,BP
GO:0006166,0.00174387,1,3,3,purine ribonucleoside salvage,BP
GO:0046907,0.001751115,0.998815681,95,517,intracellular transport,BP
GO:0048522,0.001822666,0.998580978,231,1316,positive regulation of cellular process,BP
GO:0034660,0.001883028,0.998934085,47,222,ncRNA metabolic process,BP
GO:0031323,0.001901564,0.998456678,339,1975,regulation of cellular metabolic process,BP
GO:0007368,0.001955739,0.999396972,14,42,determination of left/right symmetry,BP
GO:0002181,0.001958667,1,3,3,cytoplasmic translation,BP
GO:0006120,0.00207317,1,4,4,"mitochondrial electron transport, NADH to ubiquinone",BP
GO:0080090,0.002074389,0.998315823,334,1950,regulation of primary metabolic process,BP
GO:0019222,0.00213629,0.998245523,377,2226,regulation of metabolic process,BP
GO:0006793,0.002187106,0.998306242,211,1271,phosphorus metabolic process,BP
GO:0006182,0.002312098,0.999791229,5,9,cGMP biosynthetic process,BP
GO:0030031,0.002373883,0.998890169,27,114,cell projection assembly,BP
GO:0003351,0.002380926,0.9996881,6,13,epithelial cilium movement involved in extracellular fluid movement,BP
GO:0009799,0.002432258,0.999227216,14,43,specification of symmetry,BP
GO:0009855,0.002432258,0.999227216,14,43,determination of bilateral symmetry,BP
GO:0006415,0.002476297,0.999832715,5,7,translational termination,BP
GO:0003143,0.002492065,0.999325463,11,35,embryonic heart tube morphogenesis,BP
GO:1901137,0.00249532,0.998609634,43,190,carbohydrate derivative biosynthetic process,BP
GO:0045638,0.002578307,0.999520192,8,18,negative regulation of myeloid cell differentiation,BP
GO:0090288,0.002584584,0.999356048,10,30,negative regulation of cellular response to growth factor stimulus,BP
GO:0006812,0.002647433,0.998300421,70,353,cation transport,BP
GO:0006364,0.002693093,0.998844552,22,88,rRNA processing,BP
GO:0060795,0.002735377,0.999852516,4,6,cell fate commitment involved in formation of primary germ layer,BP
GO:0006476,0.002803539,0.99940019,9,21,protein deacetylation,BP
GO:0046486,0.002956503,0.998567682,28,124,glycerolipid metabolic process,BP
GO:0048523,0.003006559,0.997662792,206,1174,negative regulation of cellular process,BP
GO:0006650,0.003052305,0.998637692,23,100,glycerophospholipid metabolic process,BP
GO:0060251,0.003189614,0.999820125,4,6,regulation of glial cell proliferation,BP
GO:0060252,0.003205131,1,3,3,positive regulation of glial cell proliferation,BP
GO:0071229,0.003207579,0.998923001,14,49,cellular response to acid chemical,BP
GO:0051241,0.00329772,0.998479254,25,98,negative regulation of multicellular organismal process,BP
GO:0031324,0.003319439,0.997663849,105,537,negative regulation of cellular metabolic process,BP
GO:0045019,0.003332117,1,3,3,negative regulation of nitric oxide biosynthetic process,BP
GO:2000112,0.003563751,0.997180256,233,1285,regulation of cellular macromolecule biosynthetic process,BP
GO:0008654,0.003580488,0.998391341,23,93,phospholipid biosynthetic process,BP
GO:0019509,0.003591877,0.999790237,4,6,L-methionine salvage from methylthioadenosine,BP
GO:0043102,0.003591877,0.999790237,4,6,amino acid salvage,BP
GO:0071267,0.003591877,0.999790237,4,6,L-methionine salvage,BP
GO:0045017,0.003631557,0.998438484,21,82,glycerolipid biosynthetic process,BP
GO:0072521,0.003712385,0.997495797,81,443,purine-containing compound metabolic process,BP
GO:0046488,0.003723747,0.998552038,17,68,phosphatidylinositol metabolic process,BP
GO:0035601,0.003801172,0.999131557,9,22,protein deacylation,BP
GO:0016311,0.003986247,0.997881094,34,150,dephosphorylation,BP
GO:0006796,0.004067954,0.996810421,205,1246,phosphate-containing compound metabolic process,BP
GO:0001578,0.004068723,0.999275868,7,16,microtubule bundle formation,BP
GO:0015031,0.004140018,0.997059745,104,575,protein transport,BP
GO:0016072,0.004188908,0.99812282,22,92,rRNA metabolic process,BP
GO:0072044,0.004224412,0.999880164,3,4,collecting duct development,BP
GO:0051252,0.004242835,0.996658499,215,1185,regulation of RNA metabolic process,BP
GO:0010467,0.004340241,0.997899503,26,113,gene expression,BP
GO:0009889,0.004383704,0.996492974,246,1370,regulation of biosynthetic process,BP
GO:0046474,0.004402131,0.998206142,18,72,glycerophospholipid biosynthetic process,BP
GO:0006241,0.004510398,0.999519996,5,9,CTP biosynthetic process,BP
GO:0009209,0.004510398,0.999519996,5,9,pyrimidine ribonucleoside triphosphate biosynthetic process,BP
GO:0046036,0.004510398,0.999519996,5,9,CTP metabolic process,BP
GO:0046128,0.004555574,0.996967145,73,394,purine ribonucleoside metabolic process,BP
GO:0007606,0.004762086,0.998957126,8,21,sensory perception of chemical stimulus,BP
GO:0022607,0.004765407,0.996502753,123,686,cellular component assembly,BP
GO:0055086,0.00482898,0.99657792,99,557,nucleobase-containing small molecule metabolic process,BP
GO:0043484,0.004869802,0.998393931,13,40,regulation of RNA splicing,BP
GO:0070286,0.00492296,0.999246847,6,13,axonemal dynein complex assembly,BP
GO:0031326,0.004955131,0.996027284,244,1361,regulation of cellular biosynthetic process,BP
GO:0045955,0.005080853,0.999845574,3,4,negative regulation of calcium ion-dependent exocytosis,BP
GO:1901135,0.005289543,0.996143571,115,648,carbohydrate derivative metabolic process,BP
GO:0043094,0.005344695,0.998708832,9,22,cellular metabolic compound salvage,BP
GO:0048518,0.005394871,0.995655846,247,1452,positive regulation of biological process,BP
GO:0045184,0.005436977,0.996078751,107,600,establishment of protein localization,BP
GO:0042246,0.005486618,0.999072561,7,13,tissue regeneration,BP
GO:0009127,0.005525177,0.998249343,12,36,purine nucleoside monophosphate biosynthetic process,BP
GO:0009168,0.005525177,0.998249343,12,36,purine ribonucleoside monophosphate biosynthetic process,BP
GO:0060491,0.00552819,0.998457939,10,30,regulation of cell projection assembly,BP
GO:0016574,0.005889622,0.998802409,7,19,histone ubiquitination,BP
GO:0042278,0.005988763,0.995961472,73,398,purine nucleoside metabolic process,BP
GO:0009119,0.00605612,0.995902088,74,405,ribonucleoside metabolic process,BP
GO:0034220,0.006116713,0.996041459,61,306,ion transmembrane transport,BP
GO:0060535,0.006138423,0.999799654,3,4,trachea cartilage morphogenesis,BP
GO:0060536,0.006138423,0.999799654,3,4,cartilage morphogenesis,BP
GO:0009116,0.006138821,0.995820879,76,417,nucleoside metabolic process,BP
GO:0010556,0.006338969,0.994905882,235,1316,regulation of macromolecule biosynthetic process,BP
GO:0007638,0.006385803,0.999788438,3,4,mechanosensory behavior,BP
GO:0043412,0.006502047,0.994788345,225,1343,macromolecule modification,BP
GO:0048869,0.006778889,0.994758923,164,934,cellular developmental process,BP
GO:0042987,0.006890437,0.999765029,3,4,amyloid precursor protein catabolic process,BP
GO:0006183,0.007053548,0.999495597,4,6,GTP biosynthetic process,BP
GO:0006228,0.007053548,0.999495597,4,6,UTP biosynthetic process,BP
GO:1901566,0.0071048,0.99531856,64,319,organonitrogen compound biosynthetic process,BP
GO:0072009,0.007138963,0.999387534,4,7,nephron epithelium development,BP
GO:0072080,0.007138963,0.999387534,4,7,nephron tubule development,BP
GO:0036294,0.007186407,0.997720528,11,37,cellular response to decreased oxygen levels,BP
GO:0006355,0.007340715,0.9941645,205,1134,regulation of DNA-templated transcription,BP
GO:0051649,0.0074351,0.994536981,111,645,establishment of localization in cell,BP
GO:1901070,0.007525048,0.999018089,5,10,guanosine-containing compound biosynthetic process,BP
GO:0048878,0.007761912,0.995330851,43,216,chemical homeostasis,BP
GO:0006382,0.007838922,0.999719197,3,4,adenosine to inosine editing,BP
GO:0016553,0.007838922,0.999719197,3,4,base conversion or substitution editing,BP
GO:0048513,0.007845588,0.994506442,84,439,animal organ development,BP
GO:0006366,0.007867973,0.99569671,33,128,transcription by RNA polymerase II,BP
GO:1901020,0.007995452,0.999405818,4,6,negative regulation of calcium ion transmembrane transporter activity,BP
GO:2001258,0.007995452,0.999405818,4,6,negative regulation of cation channel activity,BP
GO:0006506,0.008262715,0.99777082,9,25,GPI anchor biosynthetic process,BP
GO:0036211,0.008321805,0.993327254,212,1268,protein modification process,BP
GO:0006886,0.008365471,0.994663104,53,274,intracellular protein transport,BP
GO:0018200,0.008365629,0.99847145,6,15,peptidyl-glutamic acid modification,BP
GO:0050953,0.00837679,0.996822201,14,51,sensory perception of light stimulus,BP
GO:0032682,0.008412571,1,3,3,negative regulation of chemokine production,BP
GO:1901564,0.008702363,0.993224131,162,958,organonitrogen compound metabolic process,BP
GO:0031099,0.008797315,0.997206128,11,32,regeneration,BP
GO:0070932,0.0089743,0.998656139,5,12,histone H3 deacetylation,BP
GO:0055085,0.009026456,0.993603778,86,470,transmembrane transport,BP
GO:0009150,0.009176542,0.99367995,73,410,purine ribonucleotide metabolic process,BP
GO:0001944,0.009187169,0.99799417,7,18,vasculature development,BP
GO:0071702,0.009218081,0.992938368,141,815,organic substance transport,BP
GO:0006099,0.009350616,0.997354995,9,28,tricarboxylic acid cycle,BP
GO:0032984,0.009486856,0.996933053,11,33,protein-containing complex disassembly,BP
GO:0006081,0.009590607,0.997296945,9,27,cellular aldehyde metabolic process,BP
GO:0072017,0.009778607,1,2,2,distal tubule development,BP
GO:0046500,0.009813989,0.998628801,5,10,S-adenosylmethionine metabolic process,BP
GO:0007601,0.009944205,0.996303063,13,47,visual perception,BP
GO:0009208,0.010347957,0.998534131,5,10,pyrimidine ribonucleoside triphosphate metabolic process,BP
GO:0061418,0.010374357,0.998529415,5,10,regulation of transcription from RNA polymerase II promoter in response to hypoxia,BP
GO:0060528,0.010438487,1,2,2,secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development,BP
GO:0006915,0.010438633,0.993072176,60,306,apoptotic process,BP
GO:0071371,0.010473387,1,2,2,cellular response to gonadotropin stimulus,BP
GO:0042274,0.010481664,0.999579977,3,4,ribosomal small subunit biogenesis,BP
GO:1901657,0.010628763,0.992573484,76,425,glycosyl compound metabolic process,BP
GO:2001141,0.010648173,0.99144433,205,1147,regulation of RNA biosynthetic process,BP
GO:0018208,0.010658586,0.996453017,11,35,peptidyl-proline modification,BP
GO:0044281,0.010715585,0.991385864,202,1243,small molecule metabolic process,BP
GO:0071230,0.010899909,0.997839718,6,16,cellular response to amino acid stimulus,BP
GO:0060742,0.010988692,0.999351086,3,5,epithelial cell differentiation involved in prostate gland development,BP
GO:0006505,0.011081364,0.996798939,9,27,GPI anchor metabolic process,BP
GO:0043009,0.011083686,0.994853705,19,84,chordate embryonic development,BP
GO:0033762,0.011283658,0.998679084,4,9,response to glucagon,BP
GO:0006661,0.011356156,0.995872068,12,45,phosphatidylinositol biosynthetic process,BP
GO:0007162,0.011472302,0.995865565,12,42,negative regulation of cell adhesion,BP
GO:0043001,0.011495329,0.997651558,6,17,Golgi to plasma membrane protein transport,BP
GO:0046068,0.011566009,0.998093821,5,13,cGMP metabolic process,BP
GO:1901701,0.011623469,0.99281883,43,219,cellular response to oxygen-containing compound,BP
GO:0003352,0.011645298,0.998714026,4,8,regulation of cilium movement,BP
GO:0006163,0.011763594,0.991797169,73,415,purine nucleotide metabolic process,BP
GO:0009259,0.012035249,0.99157697,74,421,ribonucleotide metabolic process,BP
GO:0009148,0.012196979,0.998099804,5,11,pyrimidine nucleoside triphosphate biosynthetic process,BP
GO:0000226,0.012362163,0.993264498,28,130,microtubule cytoskeleton organization,BP
GO:0010977,0.012395548,0.997470692,6,16,negative regulation of neuron projection development,BP
GO:0006497,0.012414829,0.995475401,12,42,protein lipidation,BP
GO:0019693,0.012681105,0.991101645,74,422,ribose phosphate metabolic process,BP
GO:0045646,0.012717341,0.997996953,5,11,regulation of erythrocyte differentiation,BP
GO:0014015,0.012736021,0.998227769,5,9,positive regulation of gliogenesis,BP
GO:0018410,0.01291677,0.997290624,6,17,C-terminal protein amino acid modification,BP
GO:0055082,0.012943434,0.992935878,28,126,cellular chemical homeostasis,BP
GO:0034383,0.012945528,1,2,2,low-density lipoprotein particle clearance,BP
GO:0044255,0.01320282,0.990876326,68,371,cellular lipid metabolic process,BP
GO:1900077,0.013256269,0.998369876,4,9,negative regulation of cellular response to insulin stimulus,BP
GO:0007420,0.013377675,0.993580858,20,81,brain development,BP
GO:0060271,0.013385229,0.994740921,13,53,cilium assembly,BP
GO:0035089,0.013390474,0.999146681,3,5,establishment of apical/basal cell polarity,BP
GO:0061162,0.013390474,0.999146681,3,5,establishment of monopolar cell polarity,BP
GO:0061339,0.013390474,0.999146681,3,5,establishment or maintenance of monopolar cell polarity,BP
GO:0002065,0.013405897,0.996365578,8,23,columnar/cuboidal epithelial cell differentiation,BP
GO:0006659,0.014021755,1,2,2,phosphatidylserine biosynthetic process,BP
GO:0045214,0.014066762,0.999086286,3,5,sarcomere organization,BP
GO:0016332,0.014089034,1,2,2,establishment or maintenance of polarity of embryonic epithelium,BP
GO:0022009,0.014089034,1,2,2,central nervous system vasculogenesis,BP
GO:0060433,0.014089034,1,2,2,bronchus development,BP
GO:0060482,0.014089034,1,2,2,lobar bronchus development,BP
GO:0060710,0.014089034,1,2,2,chorio-allantoic fusion,BP
GO:0072053,0.014089034,1,2,2,renal inner medulla development,BP
GO:0072054,0.014089034,1,2,2,renal outer medulla development,BP
GO:0072060,0.014089034,1,2,2,outer medullary collecting duct development,BP
GO:0072061,0.014089034,1,2,2,inner medullary collecting duct development,BP
GO:0072236,0.014089034,1,2,2,metanephric loop of Henle development,BP
GO:0070262,0.014107468,1,2,2,peptidyl-serine dephosphorylation,BP
GO:0001892,0.014193114,0.999074869,3,5,embryonic placenta development,BP
GO:0033333,0.014205223,1,2,2,fin development,BP
GO:0033339,0.014205223,1,2,2,pectoral fin development,BP
GO:0044209,0.014287307,1,2,2,AMP salvage,BP
GO:0051877,0.014340878,1,2,2,pigment granule aggregation in cell center,BP
GO:0033603,0.014360564,1,2,2,positive regulation of dopamine secretion,BP
GO:0033605,0.014360564,1,2,2,positive regulation of catecholamine secretion,BP
GO:0071310,0.014362851,0.989723961,80,451,cellular response to organic substance,BP
GO:0018344,0.014612321,0.999036698,3,5,protein geranylgeranylation,BP
GO:0019725,0.014625403,0.991146833,38,180,cellular homeostasis,BP
GO:0048560,0.014709214,1,2,2,establishment of anatomical structure orientation,BP
GO:0014012,0.014720206,0.999325879,3,4,peripheral nervous system axon regeneration,BP
GO:0006629,0.014859912,0.989203367,87,487,lipid metabolic process,BP
GO:0042982,0.014869068,0.999013098,3,5,amyloid precursor protein metabolic process,BP
GO:1902115,0.014921703,0.998003403,4,10,regulation of organelle assembly,BP
GO:0035082,0.015083475,0.997514917,5,11,axoneme assembly,BP
GO:0043933,0.015296794,0.988563616,104,577,protein-containing complex organization,BP
GO:0009117,0.015436705,0.98869236,90,521,nucleotide metabolic process,BP
GO:0009792,0.015849809,0.992171015,20,92,embryo development ending in birth or egg hatching,BP
GO:0090178,0.015857568,0.998920699,3,5,regulation of establishment of planar polarity involved in neural tube closure,BP
GO:0090179,0.015857568,0.998920699,3,5,planar cell polarity pathway involved in neural tube closure,BP
GO:0001889,0.015872761,0.994617502,10,35,liver development,BP
GO:0010884,0.016025815,0.99871143,3,6,positive regulation of lipid storage,BP
GO:2000210,0.016180156,1,2,2,positive regulation of anoikis,BP
GO:0031016,0.016345556,0.996848994,6,12,pancreas development,BP
GO:0090140,0.016712564,0.998134409,4,7,regulation of mitochondrial fission,BP
GO:0090141,0.016712564,0.998134409,4,7,positive regulation of mitochondrial fission,BP
GO:0043517,0.016777614,1,2,2,"positive regulation of DNA damage response, signal transduction by p53 class mediator",BP
GO:0060562,0.016800349,0.993778902,11,45,epithelial tube morphogenesis,BP
GO:0048858,0.016833646,0.990230498,31,158,cell projection morphogenesis,BP
GO:0070647,0.016872364,0.988103025,71,382,protein modification by small protein conjugation or removal,BP
GO:0071456,0.016901088,0.994183932,10,36,cellular response to hypoxia,BP
GO:0032990,0.017141124,0.989942141,32,164,cell part morphogenesis,BP
GO:2000377,0.017161341,0.994230929,10,31,regulation of reactive oxygen species metabolic process,BP
GO:0006753,0.01755103,0.987066575,90,524,nucleoside phosphate metabolic process,BP
GO:0009725,0.017663868,0.988649024,45,232,response to hormone,BP
GO:0051291,0.017881243,0.993418725,11,40,protein heterooligomerization,BP
GO:2000378,0.017920818,0.997580336,4,9,negative regulation of reactive oxygen species metabolic process,BP
GO:0051298,0.018018481,0.997041842,5,10,centrosome duplication,BP
GO:0046051,0.018108319,0.997926127,4,7,UTP metabolic process,BP
GO:0034453,0.018247637,0.996529158,5,14,microtubule anchoring,BP
GO:0001701,0.018258172,0.991225047,18,82,in utero embryonic development,BP
GO:0060632,0.018355955,0.997502871,4,9,regulation of microtubule-based movement,BP
GO:0071453,0.018633194,0.993051,11,42,cellular response to oxygen levels,BP
GO:0002067,0.018756929,0.99672404,5,11,glandular epithelial cell differentiation,BP
GO:0032104,0.019032833,0.995634419,6,17,regulation of response to extracellular stimulus,BP
GO:0032107,0.019032833,0.995634419,6,17,regulation of response to nutrient levels,BP
GO:0030859,0.019129314,0.998598249,3,5,polarized epithelial cell differentiation,BP
GO:0031023,0.019154829,0.992928669,11,38,microtubule organizing center organization,BP
GO:0006777,0.01937408,0.99773246,4,7,Mo-molybdopterin cofactor biosynthetic process,BP
GO:0019720,0.01937408,0.99773246,4,7,Mo-molybdopterin cofactor metabolic process,BP
GO:0032324,0.01937408,0.99773246,4,7,molybdopterin cofactor biosynthetic process,BP
GO:0043545,0.01937408,0.99773246,4,7,molybdopterin cofactor metabolic process,BP
GO:0051189,0.01937408,0.99773246,4,7,prosthetic group metabolic process,BP
GO:0052652,0.01937967,0.995536012,6,17,cyclic purine nucleotide metabolic process,BP
GO:0006672,0.019385467,0.994207866,8,26,ceramide metabolic process,BP
GO:0072001,0.019639758,0.998290741,3,6,renal system development,BP
GO:0071396,0.019730341,0.990250598,19,84,cellular response to lipid,BP
GO:0009583,0.019781513,0.994854228,7,19,detection of light stimulus,BP
GO:0007389,0.020247993,0.987529618,37,176,pattern specification process,BP
GO:0007608,0.020446183,0.996086931,5,13,sensory perception of smell,BP
GO:0060295,0.020531939,0.998452606,3,5,regulation of cilium movement involved in cell motility,BP
GO:0060296,0.020531939,0.998452606,3,5,regulation of cilium beat frequency involved in ciliary motility,BP
GO:1902019,0.020531939,0.998452606,3,5,regulation of cilium-dependent cell motility,BP
GO:0060287,0.02076359,0.998153037,3,6,epithelial cilium movement involved in determination of left/right asymmetry,BP
GO:0001736,0.020781583,0.995133799,6,17,establishment of planar polarity,BP
GO:0007164,0.020781583,0.995133799,6,17,establishment of tissue polarity,BP
GO:0050793,0.02081192,0.984143292,108,613,regulation of developmental process,BP
GO:0065008,0.021000041,0.983329088,148,896,regulation of biological quality,BP
