"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0048285",0.00462356895387271,0.996877864438139,105,243,"organelle fission","BP"
"GO:0046485",0.00490405950073649,1,5,5,"ether lipid metabolic process","BP"
"GO:0002566",0.0052716844077397,1,5,5,"somatic diversification of immune receptors via somatic mutation","BP"
"GO:0016446",0.0052716844077397,1,5,5,"somatic hypermutation of immunoglobulin genes","BP"
"GO:0051597",0.0052930619721069,1,5,5,"response to methylmercury","BP"
"GO:0005976",0.00574170265014885,0.997561736856174,26,49,"polysaccharide metabolic process","BP"
"GO:0034502",0.00601471671169437,0.998899156805995,10,14,"protein localization to chromosome","BP"
"GO:0000018",0.00671618573752469,0.998276006903871,13,20,"regulation of DNA recombination","BP"
"GO:0006974",0.00704932182911656,0.994785592517409,157,379,"cellular response to DNA damage stimulus","BP"
"GO:0044264",0.00719290699094254,0.997226404952402,21,38,"cellular polysaccharide metabolic process","BP"
"GO:1901988",0.00881383445266142,0.995577379401154,34,68,"negative regulation of cell cycle phase transition","BP"
"GO:0006022",0.00921113370747006,0.995630245924009,29,58,"aminoglycan metabolic process","BP"
"GO:0030282",0.0103035904936448,0.998738513766384,7,9,"bone mineralization","BP"
"GO:0070507",0.0109606745405626,0.995313930335881,23,43,"regulation of microtubule cytoskeleton organization","BP"
"GO:0051302",0.0110086705757323,0.99393688870165,41,86,"regulation of cell division","BP"
"GO:0006302",0.0112116442959704,0.993996055160374,38,78,"double-strand break repair","BP"
"GO:0032760",0.011240156571259,0.998595866652968,7,9,"positive regulation of tumor necrosis factor production","BP"
"GO:0061303",0.0112822313813652,1,4,4,"cornea development in camera-type eye","BP"
"GO:0001755",0.0116888349472983,0.997372607051329,10,15,"neural crest cell migration","BP"
"GO:0006264",0.0121826376053059,0.998449268372696,7,9,"mitochondrial DNA replication","BP"
"GO:0043171",0.0123483803195752,0.997941694582897,8,11,"peptide catabolic process","BP"
"GO:0032042",0.0124965314988498,0.99791169833842,8,11,"mitochondrial DNA metabolic process","BP"
"GO:0009595",0.0127682453928816,0.997856470582422,8,11,"detection of biotic stimulus","BP"
"GO:0006907",0.0128843059688654,0.994579579434212,21,40,"pinocytosis","BP"
"GO:0044351",0.0128843059688654,0.994579579434212,21,40,"macropinocytosis","BP"
"GO:2001235",0.0129292193385711,0.994437435300347,22,42,"positive regulation of apoptotic signaling pathway","BP"
"GO:0022403",0.0130096489379429,0.9973828217018,9,13,"cell cycle phase","BP"
"GO:0045910",0.0133800723927117,0.998258833764127,7,9,"negative regulation of DNA recombination","BP"
"GO:0009103",0.0135493810185277,1,4,4,"lipopolysaccharide biosynthetic process","BP"
"GO:0008611",0.0140510168229879,1,4,4,"ether lipid biosynthetic process","BP"
"GO:0046504",0.0140510168229879,1,4,4,"glycerol ether biosynthetic process","BP"
"GO:0097384",0.0140510168229879,1,4,4,"cellular lipid biosynthetic process","BP"
"GO:1901503",0.0140510168229879,1,4,4,"ether biosynthetic process","BP"
"GO:0002074",0.0148060079691443,1,4,4,"extraocular skeletal muscle development","BP"
"GO:0051255",0.0148588832706973,1,4,4,"spindle midzone assembly","BP"
"GO:0043117",0.0149781299577072,1,4,4,"positive regulation of vascular permeability","BP"
"GO:0006298",0.0150790281684807,0.996447478808829,10,15,"mismatch repair","BP"
"GO:0070374",0.0156462903228742,0.994338057291192,16,28,"positive regulation of ERK1 and ERK2 cascade","BP"
"GO:0031577",0.0158745442164948,0.996223820571911,10,15,"spindle checkpoint signaling","BP"
"GO:0048663",0.0161912917201248,0.994881517293667,13,22,"neuron fate commitment","BP"
"GO:0046599",0.0165550700574358,1,4,4,"regulation of centriole replication","BP"
"GO:0003283",0.0165633733692689,1,4,4,"atrial septum development","BP"
"GO:0006278",0.0170454314091572,0.992688603699188,20,39,"RNA-templated DNA biosynthetic process","BP"
"GO:0032206",0.0170846815924422,1,4,4,"positive regulation of telomere maintenance","BP"
"GO:0086001",0.017383680328428,1,4,4,"cardiac muscle cell action potential","BP"
"GO:2001239",0.0175346272336764,0.99471616583353,12,20,"regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"GO:0016445",0.0180579083108516,0.996119766116412,9,13,"somatic diversification of immunoglobulins","BP"
"GO:0016447",0.0182807402184743,0.996681382502478,8,11,"somatic recombination of immunoglobulin gene segments","BP"
"GO:0006269",0.0186061400087706,0.998551168515744,5,6,"DNA replication, synthesis of RNA primer","BP"
"GO:0030422",0.0186761812667619,0.997573465702976,6,8,"siRNA processing","BP"
"GO:0007088",0.0188970863325468,0.99168659873009,21,40,"regulation of mitotic nuclear division","BP"
"GO:0002200",0.0191590699762541,0.995276627991962,10,15,"somatic diversification of immune receptors","BP"
"GO:0045666",0.0192509505835315,0.995453542756358,9,14,"positive regulation of neuron differentiation","BP"
"GO:0031573",0.019825569254986,0.998426280010829,5,6,"mitotic intra-S DNA damage checkpoint signaling","BP"
"GO:0002562",0.0200768493039293,0.995590745488327,9,13,"somatic diversification of immune receptors via germline recombination within a single locus","BP"
"GO:0016444",0.0200768493039293,0.995590745488327,9,13,"somatic cell DNA recombination","BP"
"GO:0003015",0.020124059801287,0.998395316691411,5,6,"heart process","BP"
"GO:0033209",0.0204991355625786,0.997270156328074,6,8,"tumor necrosis factor-mediated signaling pathway","BP"
"GO:1901987",0.0209340052755465,0.987454963154298,45,98,"regulation of cell cycle phase transition","BP"
"GO:0030174",0.0212014990184434,0.998282293324434,5,6,"regulation of DNA-templated DNA replication initiation","BP"
"GO:0031214",0.0212354835576602,0.994884355702111,9,14,"biomineral tissue development","BP"
"GO:0090501",0.021280269380747,0.988787150818665,30,63,"RNA phosphodiester bond hydrolysis","BP"
"GO:0044770",0.0214945813468037,0.987869231222633,37,78,"cell cycle phase transition","BP"
"GO:0016045",0.0219686313996964,0.998200642517692,5,6,"detection of bacterium","BP"
"GO:0098543",0.0219686313996964,0.998200642517692,5,6,"detection of other organism","BP"
"GO:0097300",0.0220907491565517,0.998187555740715,5,6,"programmed necrotic cell death","BP"
"GO:0030071",0.0221829450715476,0.992624946951838,13,22,"regulation of mitotic metaphase/anaphase transition","BP"
"GO:1902099",0.0221829450715476,0.992624946951838,13,22,"regulation of metaphase/anaphase transition of cell cycle","BP"
"GO:0000278",0.0224014418173413,0.986504480335636,45,98,"mitotic cell cycle","BP"
"GO:0030198",0.0224765230376211,0.986666357660652,43,92,"extracellular matrix organization","BP"
"GO:0070265",0.0234857773000033,0.996756280767902,6,8,"necrotic cell death","BP"
"GO:0001501",0.0240311548962725,0.989019806106593,21,41,"skeletal system development","BP"
"GO:0022402",0.0242892861066879,0.980732053195988,185,466,"cell cycle process","BP"
"GO:0032755",0.0251935963167858,0.996453494898132,6,8,"positive regulation of interleukin-6 production","BP"
"GO:0008156",0.025985709301825,0.994265137028854,8,12,"negative regulation of DNA replication","BP"
"GO:1901991",0.0269491574446673,0.985316016634058,31,65,"negative regulation of mitotic cell cycle phase transition","BP"
"GO:0000724",0.0272117085982052,0.98763384794966,20,39,"double-strand break repair via homologous recombination","BP"
"GO:0000725",0.0272117085982052,0.98763384794966,20,39,"recombinational repair","BP"
"GO:0043062",0.0272774218089511,0.983525888695629,43,93,"extracellular structure organization","BP"
"GO:0051983",0.0280023339746291,0.992110029862579,10,16,"regulation of chromosome segregation","BP"
"GO:0042133",0.0285157001066568,0.995846972700591,6,8,"neurotransmitter metabolic process","BP"
"GO:0035282",0.02929571410019,0.989052910840015,14,25,"segmentation","BP"
"GO:0010948",0.0296039338705579,0.982282416019025,40,88,"negative regulation of cell cycle process","BP"
"GO:0051053",0.0313665928867036,0.986650647391426,17,32,"negative regulation of DNA metabolic process","BP"
"GO:0016075",0.0313764920839295,0.995307070077084,6,8,"rRNA catabolic process","BP"
"GO:0071173",0.031482177367947,0.991767699026811,9,14,"spindle assembly checkpoint signaling","BP"
"GO:0007094",0.0323107699063871,0.992506279561395,8,12,"mitotic spindle assembly checkpoint signaling","BP"
"GO:0071174",0.0323107699063871,0.992506279561395,8,12,"mitotic spindle checkpoint signaling","BP"
"GO:0031570",0.0333002006049748,0.984030386998994,21,42,"DNA integrity checkpoint signaling","BP"
"GO:0006261",0.0335216558280493,0.9832362303028,23,47,"DNA-templated DNA replication","BP"
"GO:0031944",0.0335527991200402,1,3,3,"negative regulation of glucocorticoid metabolic process","BP"
"GO:0031947",0.0335527991200402,1,3,3,"negative regulation of glucocorticoid biosynthetic process","BP"
"GO:0032345",0.0335527991200402,1,3,3,"negative regulation of aldosterone metabolic process","BP"
"GO:0032348",0.0335527991200402,1,3,3,"negative regulation of aldosterone biosynthetic process","BP"
"GO:0090032",0.0335527991200402,1,3,3,"negative regulation of steroid hormone biosynthetic process","BP"
"GO:2000065",0.0335527991200402,1,3,3,"negative regulation of cortisol biosynthetic process","BP"
"GO:1901990",0.0338451551153212,0.979222104901052,42,93,"regulation of mitotic cell cycle phase transition","BP"
"GO:0090090",0.0345829392789354,0.984896143773275,17,33,"negative regulation of canonical Wnt signaling pathway","BP"
"GO:0021515",0.0349663274521459,0.990102597392221,9,15,"cell differentiation in spinal cord","BP"
"GO:0002377",0.0352209378685078,1,3,3,"immunoglobulin production","BP"
"GO:0042660",0.0357126459791751,1,3,3,"positive regulation of cell fate specification","BP"
"GO:0016143",0.0359253545483365,1,3,3,"S-glycoside metabolic process","BP"
"GO:0019757",0.0359253545483365,1,3,3,"glycosinolate metabolic process","BP"
"GO:0019760",0.0359253545483365,1,3,3,"glucosinolate metabolic process","BP"
"GO:0016441",0.0359669014097907,1,3,3,"post-transcriptional gene silencing","BP"
"GO:0016138",0.0361142154100855,1,3,3,"glycoside biosynthetic process","BP"
"GO:0008063",0.0368770983598428,1,3,3,"Toll signaling pathway","BP"
"GO:0044839",0.037585283791142,0.982188481865466,20,39,"cell cycle G2/M phase transition","BP"
"GO:0090329",0.0389212221773557,0.98775777723306,10,17,"regulation of DNA-templated DNA replication","BP"
"GO:0043634",0.0393620598253069,1,3,3,"polyadenylation-dependent ncRNA catabolic process","BP"
"GO:0071029",0.0393620598253069,1,3,3,"nuclear ncRNA surveillance","BP"
"GO:0071035",0.0393620598253069,1,3,3,"nuclear polyadenylation-dependent rRNA catabolic process","BP"
"GO:0071046",0.0393620598253069,1,3,3,"nuclear polyadenylation-dependent ncRNA catabolic process","BP"
"GO:0032023",0.0395988363536306,1,3,3,"trypsinogen activation","BP"
"GO:0015074",0.0397606455356122,0.984445014493821,13,25,"DNA integration","BP"
"GO:0018027",0.0399117172814619,1,3,3,"peptidyl-lysine dimethylation","BP"
"GO:0097527",0.0409054909766397,1,3,3,"necroptotic signaling pathway","BP"
"GO:0046785",0.0409820245482363,1,3,3,"microtubule polymerization","BP"
"GO:0071285",0.0411906768204381,0.996386480470169,4,5,"cellular response to lithium ion","BP"
"GO:0006027",0.0413488814541152,0.986833805610631,10,17,"glycosaminoglycan catabolic process","BP"
"GO:0000090",0.0415642578180886,1,3,3,"mitotic anaphase","BP"
"GO:0051322",0.0415642578180886,1,3,3,"anaphase","BP"
"GO:0036151",0.0419313164707709,1,3,3,"phosphatidylcholine acyl-chain remodeling","BP"
"GO:0010496",0.0419655998688112,1,3,3,"intercellular transport","BP"
"GO:0071034",0.0421079301590616,1,3,3,"CUT catabolic process","BP"
"GO:0071043",0.0421079301590616,1,3,3,"CUT metabolic process","BP"
"GO:0034123",0.0428603985279249,1,3,3,"positive regulation of toll-like receptor signaling pathway","BP"
"GO:0003417",0.0428740220300035,1,3,3,"growth plate cartilage development","BP"
"GO:0030205",0.0432888813206246,1,3,3,"dermatan sulfate metabolic process","BP"
"GO:0034472",0.0434847707680889,1,3,3,"snRNA 3'-end processing","BP"
"GO:0051180",0.0438475068790282,0.991365535472391,6,9,"vitamin transport","BP"
"GO:0032210",0.0443093347330248,1,3,3,"regulation of telomere maintenance via telomerase","BP"
"GO:0007346",0.0445745987496957,0.969524893594436,59,139,"regulation of mitotic cell cycle","BP"
"GO:0009448",0.0445814507758028,1,3,3,"gamma-aminobutyric acid metabolic process","BP"
"GO:0051256",0.0446673655168844,1,3,3,"mitotic spindle midzone assembly","BP"
"GO:0051781",0.0452142024676705,0.982238112518347,13,24,"positive regulation of cell division","BP"
"GO:0060828",0.0455249336429278,0.974764114973275,27,58,"regulation of canonical Wnt signaling pathway","BP"
"GO:1901099",0.046131484755386,0.995778298597928,4,5,"negative regulation of signal transduction in absence of ligand","BP"
"GO:2001240",0.046131484755386,0.995778298597928,4,5,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"GO:0018212",0.0466555272186954,0.969328795050796,49,112,"peptidyl-tyrosine modification","BP"
"GO:0042339",0.047112609691549,0.995654205166486,4,5,"keratan sulfate metabolic process","BP"
"GO:0072488",0.0474563595422135,0.995610471835459,4,5,"ammonium transmembrane transport","BP"
"GO:0070269",0.0478734314463376,1,3,3,"pyroptosis","BP"
"GO:0006699",0.0481536277824567,0.995521357370068,4,5,"bile acid biosynthetic process","BP"
"GO:0022616",0.0481722808396789,0.98676749871392,8,13,"DNA strand elongation","BP"
"GO:0070995",0.0482773537532715,0.995505488063965,4,5,"NADPH oxidation","BP"
"GO:0006268",0.0483373533981721,0.992523870830209,5,7,"DNA unwinding involved in DNA replication","BP"
"GO:0000738",0.0483712479665636,0.98531101756154,9,15,"DNA catabolic process, exonucleolytic","BP"
"GO:0042659",0.0484346548679135,0.990188862528673,6,9,"regulation of cell fate specification","BP"
"GO:0003279",0.0484438587562584,0.988284901995739,7,11,"cardiac septum development","BP"
"GO:0072330",0.049042887572934,0.970911947109848,32,72,"monocarboxylic acid biosynthetic process","BP"
"GO:0051782",0.0493633173644185,0.995365473774905,4,5,"negative regulation of cell division","BP"
"GO:0051894",0.0495512826900028,0.995341107271207,4,5,"positive regulation of focal adhesion assembly","BP"
"GO:1901890",0.0495512826900028,0.995341107271207,4,5,"positive regulation of cell junction assembly","BP"
"GO:0005576",7.91354545487037e-09,1,244,525,"extracellular region","CC"
"GO:0005581",5.7919123523504e-05,0.999984196148238,29,44,"collagen trimer","CC"
"GO:0031012",0.000225627429935138,0.99987928646516,77,154,"extracellular matrix","CC"
"GO:0000781",0.000448297076273531,0.999863971142287,25,40,"chromosome, telomeric region","CC"
"GO:0098687",0.00188650369623014,0.999320501256507,25,43,"chromosomal region","CC"
"GO:0032300",0.00408213403001443,0.999735029988952,7,8,"mismatch repair complex","CC"
"GO:0051233",0.00422364248294475,0.999394799865032,9,12,"spindle midzone","CC"
"GO:0042555",0.00474291088096209,0.999471050349462,8,10,"MCM complex","CC"
"GO:0031225",0.00502099644715739,0.998110831667917,22,39,"anchored component of membrane","CC"
"GO:0043073",0.0059129155195546,0.99931024836019,8,10,"germ cell nucleus","CC"
"GO:0005694",0.0069642820260503,0.995374682639674,89,204,"chromosome","CC"
"GO:0032993",0.00905103069371286,0.994850950468356,47,101,"protein-DNA complex","CC"
"GO:0030915",0.00909732200507009,0.999348946076648,6,7,"Smc5-Smc6 complex","CC"
"GO:1990391",0.0112243952756095,0.996884542405898,13,20,"DNA repair complex","CC"
"GO:0005658",0.0135916735556082,1,4,4,"alpha DNA polymerase:primase complex","CC"
"GO:0000775",0.0152119229543742,0.991733985022528,36,76,"chromosome, centromeric region","CC"
"GO:0032426",0.0186658291979815,1,4,4,"stereocilium tip","CC"
"GO:0031528",0.02437625855957,0.997938227655959,5,6,"microvillus membrane","CC"
"GO:0001673",0.0284656834564823,0.995856270210064,6,8,"male germ cell nucleus","CC"
"GO:0000922",0.0334793003428127,0.981472937619154,30,64,"spindle pole","CC"
"GO:0000930",0.0356109796642155,0.994479804652634,6,8,"gamma-tubulin complex","CC"
"GO:0032299",0.0360982700485279,1,3,3,"ribonuclease H2 complex","CC"
"GO:0045120",0.0374254640016575,0.994115521479385,6,8,"pronucleus","CC"
"GO:0000176",0.0421079301590616,1,3,3,"nuclear exosome (RNase complex)","CC"
"GO:0005657",0.0427606997516875,0.986290726696963,10,17,"replication fork","CC"
"GO:0072557",0.0478734314463376,1,3,3,"IPAF inflammasome complex","CC"
"GO:0000808",0.0482502984598966,0.995508959673808,4,5,"origin recognition complex","CC"
"GO:0005664",0.0482502984598966,0.995508959673808,4,5,"nuclear origin of replication recognition complex","CC"
"GO:0097149",0.0485622548931045,1,3,3,"centralspindlin complex","CC"
"GO:0005201",0.000202476609987867,0.999960176300614,19,26,"extracellular matrix structural constituent","MF"
"GO:0008094",0.000405317756434374,0.999853021070848,32,55,"ATP-dependent activity, acting on DNA","MF"
"GO:0004553",0.000479555026070207,0.999806039488392,37,67,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0003678",0.000824898188340094,0.999713107166947,27,46,"DNA helicase activity","MF"
"GO:0004312",0.00104869312688379,0.999943985429116,8,9,"fatty acid synthase activity","MF"
"GO:0034061",0.00106955464391146,0.999556128967952,34,63,"DNA polymerase activity","MF"
"GO:0019842",0.00113666777267775,0.999647924106926,22,36,"vitamin binding","MF"
"GO:0005539",0.00143303586953886,0.999363842783105,38,70,"glycosaminoglycan binding","MF"
"GO:0004518",0.00184646486086687,0.998888426942286,78,173,"nuclease activity","MF"
"GO:0004527",0.00255902710774637,0.998868418150203,33,63,"exonuclease activity","MF"
"GO:0004386",0.00300846286918411,0.998218123245435,69,147,"helicase activity","MF"
"GO:0036310",0.00577930147054328,1,5,5,"ATP-dependent DNA/DNA annealing activity","MF"
"GO:0005123",0.00643937675235379,1,5,5,"death receptor binding","MF"
"GO:0016798",0.00847240769270795,0.995378878340992,42,89,"hydrolase activity, acting on glycosyl bonds","MF"
"GO:0003964",0.00963486883719974,0.996319747451011,19,35,"RNA-directed DNA polymerase activity","MF"
"GO:0008237",0.0113071328831677,0.99304201368027,58,129,"metallopeptidase activity","MF"
"GO:0030983",0.0133644801311191,0.997734328684901,8,11,"mismatched DNA binding","MF"
"GO:0004315",0.0148296365200054,1,4,4,"3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"GO:0008408",0.0173427885492797,0.992991642760858,18,34,"3'-5' exonuclease activity","MF"
"GO:0032813",0.0202933648257854,0.994155904607423,11,18,"tumor necrosis factor receptor superfamily binding","MF"
"GO:0030246",0.0206868949807204,0.987187536978609,50,113,"carbohydrate binding","MF"
"GO:0004089",0.0214269632616986,0.996215923847749,7,10,"carbonate dehydratase activity","MF"
"GO:1901618",0.0214851752463571,0.998252212800432,5,6,"organic hydroxy compound transmembrane transporter activity","MF"
"GO:0003684",0.0223108541655609,0.991360933947215,16,29,"damaged DNA binding","MF"
"GO:0004529",0.0237499755254236,0.996709854334936,6,8,"exodeoxyribonuclease activity","MF"
"GO:0016895",0.0237499755254236,0.996709854334936,6,8,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0016628",0.0245111499160069,0.992422161132056,11,19,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","MF"
"GO:0008201",0.0248137605173013,0.987790338507522,25,49,"heparin binding","MF"
"GO:0017147",0.030262278724728,0.990278503294195,11,19,"Wnt-protein binding","MF"
"GO:0003690",0.0360468282578709,0.983221345486978,19,38,"double-stranded DNA binding","MF"
"GO:0004314",0.0373274046814249,1,3,3,"[acyl-carrier-protein] S-malonyltransferase activity","MF"
"GO:0016419",0.0373274046814249,1,3,3,"S-malonyltransferase activity","MF"
"GO:0016420",0.0373274046814249,1,3,3,"malonyltransferase activity","MF"
"GO:0004320",0.0374478002694641,1,3,3,"oleoyl-[acyl-carrier-protein] hydrolase activity","MF"
"GO:0016295",0.0374478002694641,1,3,3,"myristoyl-[acyl-carrier-protein] hydrolase activity","MF"
"GO:0016296",0.0374478002694641,1,3,3,"palmitoyl-[acyl-carrier-protein] hydrolase activity","MF"
"GO:0016297",0.0374478002694641,1,3,3,"acyl-[acyl-carrier-protein] hydrolase activity","MF"
"GO:0016418",0.0384395727243707,1,3,3,"S-acetyltransferase activity","MF"
"GO:0016796",0.0385221197585704,0.985279158460739,13,24,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF"
"GO:0008484",0.0411016080560072,0.989123849623956,8,13,"sulfuric ester hydrolase activity","MF"
"GO:0016682",0.0414218795539183,1,3,3,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor","MF"
"GO:0046997",0.0414470006625972,1,3,3,"oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor","MF"
"GO:0004995",0.0432738380353848,0.996133502443167,4,5,"tachykinin receptor activity","MF"
"GO:0032404",0.0441167200282904,1,3,3,"mismatch repair complex binding","MF"
"GO:0004540",0.0447752972148253,0.975131189134758,27,59,"ribonuclease activity","MF"
"GO:0004565",0.0450580122985014,0.995912825706725,4,5,"beta-galactosidase activity","MF"
"GO:0015925",0.0450580122985014,0.995912825706725,4,5,"galactosidase activity","MF"
"GO:0003987",0.0458568245279102,1,3,3,"acetate-CoA ligase activity","MF"
"GO:0005542",0.0470816750475896,0.992779619170659,5,7,"folic acid binding","MF"
"GO:0003896",0.0473500131927873,0.995624015793391,4,5,"DNA primase activity","MF"
"GO:0008519",0.0474563595422135,0.995610471835459,4,5,"ammonium transmembrane transporter activity","MF"
"GO:0032138",0.0484302448929106,1,3,3,"single base insertion or deletion binding","MF"
"GO:0071949",0.0490254189235651,0.995409178830332,4,5,"FAD binding","MF"
"GO:0005247",0.0490461537031818,0.990029245514623,6,9,"voltage-gated chloride channel activity","MF"
"GO:0004222",0.0491340422223975,0.970929827873063,32,71,"metalloendopeptidase activity","MF"
"GO:0005578",3.22730456278786e-05,0.999984801173256,71,133,NA,NA
"GO:0007067",0.000120329022194029,0.999934057553058,88,181,NA,NA
"GO:0004003",0.00124056258732711,0.999640892502,20,32,NA,NA
"GO:0090484",0.00362427688282346,0.999770859312557,7,8,NA,NA
"GO:0032862",0.00475243998745724,0.999680845046023,7,8,NA,NA
"GO:0097617",0.00577930147054328,1,5,5,NA,NA
"GO:0032856",0.00653191124362201,0.999222190521602,8,10,NA,NA
"GO:0043142",0.00769828770693287,0.999472007227219,6,7,NA,NA
"GO:0015238",0.0089663515627546,0.99936070172784,6,7,NA,NA
"GO:0044427",0.0214685529159658,0.98401285307378,121,296,NA,NA
"GO:0000733",0.0226828873924213,0.99812375650922,5,6,NA,NA
"GO:0015893",0.025579388306136,0.996384231010728,6,8,NA,NA
"GO:0008026",0.0353387016162184,0.978983476640146,37,81,NA,NA
"GO:0070035",0.0353387016162184,0.978983476640146,37,81,NA,NA
"GO:0044450",0.0374031449240285,0.979138774756537,30,63,NA,NA
"GO:0031493",0.0375690212544778,1,3,3,NA,NA
"GO:0000784",0.0473076597693355,0.985704521007391,9,15,NA,NA
"GO:0015696",0.0474563595422135,0.995610471835459,4,5,NA,NA
"GO:0051183",0.0475762178098844,0.992679180878873,5,7,NA,NA
