Orthogroup	Montipora_gene	Pocillopora_gene	Spis_gene
OG0001922	Montipora_capitata_HIv3___RNAseq.g2548.t1	Pocillopora_acuta_HIv2___RNAseq.g3193.t1	Spis8443.t1
OG0001930	Montipora_capitata_HIv3___TS.g18522.t1	Pocillopora_acuta_HIv2___RNAseq.g11465.t1	Spis468
OG0001954	Montipora_capitata_HIv3___RNAseq.g45370.t1	Pocillopora_acuta_HIv2___TS.g4179.t1	Spis10151
OG0001963	Montipora_capitata_HIv3___RNAseq.g13118.t1b	Pocillopora_acuta_HIv2___RNAseq.g25026.t1	Spis17062
OG0001966	Montipora_capitata_HIv3___RNAseq.g18547.t1	Pocillopora_acuta_HIv2___RNAseq.g6724.t1	Spis5902
OG0001990	Montipora_capitata_HIv3___TS.g2339.t1	Pocillopora_acuta_HIv2___TS.g7777.t2	Spis17006.t1
OG0002006	Montipora_capitata_HIv3___RNAseq.g49652.t1	Pocillopora_acuta_HIv2___TS.g25376.t1c	Spis11041.t1
OG0002012	Montipora_capitata_HIv3___RNAseq.g7233.t1	Pocillopora_acuta_HIv2___RNAseq.g15089.t1	Spis5694
OG0002030	Montipora_capitata_HIv3___RNAseq.g44542.t1	Pocillopora_acuta_HIv2___RNAseq.g609.t2	Spis10140
OG0002033	Montipora_capitata_HIv3___TS.g44692.t1	Pocillopora_acuta_HIv2___TS.g17331.t1	Spis15790.t1
OG0002039	Montipora_capitata_HIv3___RNAseq.g44494.t1	Pocillopora_acuta_HIv2___RNAseq.g9567.t1	Spis10377
OG0002044	Montipora_capitata_HIv3___RNAseq.g3117.t1	Pocillopora_acuta_HIv2___RNAseq.g1273.t1	Spis1286
OG0002046	Montipora_capitata_HIv3___TS.g50883.t3	Pocillopora_acuta_HIv2___RNAseq.g14913.t1	Spis174
OG0002054	Montipora_capitata_HIv3___RNAseq.g18154.t1	Pocillopora_acuta_HIv2___TS.g2471.t1	Spis13639
OG0002069	Montipora_capitata_HIv3___RNAseq.g44545.t1	Pocillopora_acuta_HIv2___RNAseq.g808.t1	Spis24014
OG0002074	Montipora_capitata_HIv3___TS.g11495.t2	Pocillopora_acuta_HIv2___RNAseq.g6447.t1	Spis5279.t1
OG0002091	Montipora_capitata_HIv3___TS.g7165.t1	Pocillopora_acuta_HIv2___RNAseq.g17580.t1	Spis16883
OG0002103	Montipora_capitata_HIv3___RNAseq.g35136.t1	Pocillopora_acuta_HIv2___RNAseq.g23817.t2	Spis1060
OG0002104	Montipora_capitata_HIv3___TS.g5067.t3	Pocillopora_acuta_HIv2___RNAseq.g22780.t2	Spis1534
OG0002116	Montipora_capitata_HIv3___TS.g41504.t1	Pocillopora_acuta_HIv2___RNAseq.g16274.t1	Spis6767
OG0002117	Montipora_capitata_HIv3___RNAseq.g46115.t1	Pocillopora_acuta_HIv2___RNAseq.g5574.t1	Spis18214
OG0002127	Montipora_capitata_HIv3___RNAseq.g30085.t1	Pocillopora_acuta_HIv2___RNAseq.g19213.t1a	Spis9055
OG0002141	Montipora_capitata_HIv3___TS.g48039.t2	Pocillopora_acuta_HIv2___RNAseq.5244_t	Spis4305
OG0002150	Montipora_capitata_HIv3___RNAseq.g7443.t1	Pocillopora_acuta_HIv2___RNAseq.27948_t	Spis5723.t1
OG0002152	Montipora_capitata_HIv3___RNAseq.g23389.t1	Pocillopora_acuta_HIv2___RNAseq.g21833.t1	Spis10581.t1
OG0002154	Montipora_capitata_HIv3___RNAseq.g35594.t2	Pocillopora_acuta_HIv2___RNAseq.g22725.t1	Spis10122.t1
OG0002165	Montipora_capitata_HIv3___RNAseq.g33561.t1	Pocillopora_acuta_HIv2___RNAseq.g18400.t1	Spis19516
OG0002170	Montipora_capitata_HIv3___RNAseq.g45354.t1	Pocillopora_acuta_HIv2___RNAseq.g15500.t1	Spis9282
OG0002186	Montipora_capitata_HIv3___TS.g7127.t1	Pocillopora_acuta_HIv2___RNAseq.6832_t	Spis8472.t1
OG0002188	Montipora_capitata_HIv3___RNAseq.g49780.t1	Pocillopora_acuta_HIv2___RNAseq.g26124.t1	Spis1565
OG0002189	Montipora_capitata_HIv3___RNAseq.g49309.t1	Pocillopora_acuta_HIv2___RNAseq.g25905.t1	Spis13724.t1
OG0002200	Montipora_capitata_HIv3___TS.g41775.t1	Pocillopora_acuta_HIv2___TS.g26100.t1	Spis7958
OG0002207	Montipora_capitata_HIv3___TS.g32320.t3	Pocillopora_acuta_HIv2___RNAseq.g6155.t2	Spis12572
OG0002211	Montipora_capitata_HIv3___RNAseq.g46170.t1	Pocillopora_acuta_HIv2___RNAseq.g7786.t1	Spis6406
OG0002232	Montipora_capitata_HIv3___RNAseq.g5381.t1b	Pocillopora_acuta_HIv2___RNAseq.g7479.t3b	Spis4198
OG0002267	Montipora_capitata_HIv3___TS.g37152.t1	Pocillopora_acuta_HIv2___RNAseq.g22083.t1	Spis19235
OG0002272	Montipora_capitata_HIv3___RNAseq.g47140.t1	Pocillopora_acuta_HIv2___RNAseq.g5260.t1	Spis2908
OG0002279	Montipora_capitata_HIv3___TS.g4199.t3	Pocillopora_acuta_HIv2___TS.g25589.t1	Spis1625
OG0002281	Montipora_capitata_HIv3___RNAseq.g12757.t1	Pocillopora_acuta_HIv2___RNAseq.g24761.t1	Spis2403
OG0002282	Montipora_capitata_HIv3___RNAseq.g12736.t1	Pocillopora_acuta_HIv2___TS.g21184.t2	Spis2410
OG0002297	Montipora_capitata_HIv3___RNAseq.g39316.t1	Pocillopora_acuta_HIv2___RNAseq.g29043.t1	Spis12140
OG0002305	Montipora_capitata_HIv3___TS.g46405.t2	Pocillopora_acuta_HIv2___RNAseq.g592.t1	Spis10136
OG0002321	Montipora_capitata_HIv3___RNAseq.g44802.t1	Pocillopora_acuta_HIv2___TS.g27552.t1	Spis22264
OG0002327	Montipora_capitata_HIv3___RNAseq.g40750.t1	Pocillopora_acuta_HIv2___RNAseq.g9118.t1	Spis1789
OG0002331	Montipora_capitata_HIv3___RNAseq.g14927.t1	Pocillopora_acuta_HIv2___RNAseq.g13921.t1	Spis4469
OG0002359	Montipora_capitata_HIv3___RNAseq.g46910.t1	Pocillopora_acuta_HIv2___TS.g6316.t1	Spis10044
OG0002376	Montipora_capitata_HIv3___RNAseq.g2537.t1	Pocillopora_acuta_HIv2___RNAseq.g3199.t1	Spis8448.t2
OG0002381	Montipora_capitata_HIv3___TS.g33854.t2	Pocillopora_acuta_HIv2___TS.g12887.t1	Spis7239.t1
OG0002390	Montipora_capitata_HIv3___TS.g6988.t1	Pocillopora_acuta_HIv2___TS.g3024.t4	Spis8684
OG0002398	Montipora_capitata_HIv3___RNAseq.7417_t	Pocillopora_acuta_HIv2___RNAseq.g16484.t1	Spis4749
OG0002399	Montipora_capitata_HIv3___RNAseq.g33679.t1	Pocillopora_acuta_HIv2___RNAseq.g18345.t1	Spis14062
OG0002400	Montipora_capitata_HIv3___RNAseq.g18409.t1	Pocillopora_acuta_HIv2___RNAseq.g27277.t1	Spis5960
OG0002416	Montipora_capitata_HIv3___RNAseq.g39776.t1	Pocillopora_acuta_HIv2___RNAseq.g6127.t1	Spis12547
OG0002418	Montipora_capitata_HIv3___TS.g40266.t1	Pocillopora_acuta_HIv2___RNAseq.g3576.t1	Spis10834
OG0002419	Montipora_capitata_HIv3___TS.g25680.t1	Pocillopora_acuta_HIv2___TS.g19009.t3	Spis4997.t1
OG0002422	Montipora_capitata_HIv3___RNAseq.g39012.t1	Pocillopora_acuta_HIv2___RNAseq.g6094.t2	Spis14687
OG0002426	Montipora_capitata_HIv3___TS.g50472.t1	Pocillopora_acuta_HIv2___TS.g16961.t1	Spis18291
OG0002430	Montipora_capitata_HIv3___RNAseq.g16225.t3	Pocillopora_acuta_HIv2___RNAseq.g4511.t1	Spis18276
OG0002452	Montipora_capitata_HIv3___TS.g32918.t1	Pocillopora_acuta_HIv2___RNAseq.g28453.t1	Spis5615
OG0002458	Montipora_capitata_HIv3___RNAseq.g18541.t1	Pocillopora_acuta_HIv2___RNAseq.g6726.t2	Spis5904
OG0002473	Montipora_capitata_HIv3___RNAseq.g36323.t1	Pocillopora_acuta_HIv2___RNAseq.g22966.t1	Spis10945
OG0002487	Montipora_capitata_HIv3___RNAseq.g11554.t1	Pocillopora_acuta_HIv2___RNAseq.g18036.t1	Spis9767
OG0002503	Montipora_capitata_HIv3___RNAseq.g4796.t2	Pocillopora_acuta_HIv2___TS.g6119.t1a	Spis2476.t1
OG0002522	Montipora_capitata_HIv3___RNAseq.g14788.t1	Pocillopora_acuta_HIv2___TS.g10466.t2	Spis2099.t2
OG0002534	Montipora_capitata_HIv3___RNAseq.g12765.t1	Pocillopora_acuta_HIv2___RNAseq.g24746.t1	Spis2391
OG0002546	Montipora_capitata_HIv3___TS.g17195.t1	Pocillopora_acuta_HIv2___TS.g5131.t1	Spis9211
OG0002549	Montipora_capitata_HIv3___RNAseq.g34604.t1	Pocillopora_acuta_HIv2___RNAseq.g18449.t1	Spis1357
OG0002551	Montipora_capitata_HIv3___TS.g19159.t1	Pocillopora_acuta_HIv2___RNAseq.g11810.t1	Spis6574.t1
OG0002556	Montipora_capitata_HIv3___RNAseq.g47133.t1	Pocillopora_acuta_HIv2___TS.g8359.t1	Spis2911
OG0002566	Montipora_capitata_HIv3___TS.g23071.t1	Pocillopora_acuta_HIv2___RNAseq.g13584.t1	Spis7624
OG0002569	Montipora_capitata_HIv3___TS.g10117.t2	Pocillopora_acuta_HIv2___RNAseq.g29885.t2	Spis12829
OG0002576	Montipora_capitata_HIv3___RNAseq.g5118.t1	Pocillopora_acuta_HIv2___RNAseq.g1546.t1	Spis6642
OG0002580	Montipora_capitata_HIv3___RNAseq.g18549.t1	Pocillopora_acuta_HIv2___RNAseq.g6722.t1	Spis5900
OG0002604	Montipora_capitata_HIv3___RNAseq.11339_t	Pocillopora_acuta_HIv2___RNAseq.g27474.t1	Spis22365
OG0002605	Montipora_capitata_HIv3___RNAseq.g25611.t1	Pocillopora_acuta_HIv2___TS.g10733.t1	Spis6698.t1
OG0002613	Montipora_capitata_HIv3___RNAseq.g41666.t1	Pocillopora_acuta_HIv2___TS.g15909.t2	Spis5478
OG0002615	Montipora_capitata_HIv3___RNAseq.g30225.t1	Pocillopora_acuta_HIv2___RNAseq.g30859.t1	Spis15107
OG0002623	Montipora_capitata_HIv3___RNAseq.g42706.t1	Pocillopora_acuta_HIv2___TS.g29955.t1a	Spis347
OG0002624	Montipora_capitata_HIv3___RNAseq.g42350.t3	Pocillopora_acuta_HIv2___RNAseq.11679_t	Spis7424
OG0002630	Montipora_capitata_HIv3___TS.g40459.t2	Pocillopora_acuta_HIv2___RNAseq.g30990.t1	Spis8554.t2
OG0002631	Montipora_capitata_HIv3___RNAseq.g957.t1	Pocillopora_acuta_HIv2___RNAseq.g3598.t1	Spis8336
OG0002633	Montipora_capitata_HIv3___TS.g7904.t1	Pocillopora_acuta_HIv2___RNAseq.g28214.t1	Spis16650
OG0002639	Montipora_capitata_HIv3___RNAseq.g41411.t1	Pocillopora_acuta_HIv2___RNAseq.g12553.t1	Spis7146.t1
OG0002640	Montipora_capitata_HIv3___TS.g48064.t1	Pocillopora_acuta_HIv2___RNAseq.g9026.t2	Spis1247.t1
OG0002665	Montipora_capitata_HIv3___RNAseq.g9432.t1	Pocillopora_acuta_HIv2___TS.g17604.t3	Spis2189.t1
OG0002681	Montipora_capitata_HIv3___RNAseq.g15888.t2a	Pocillopora_acuta_HIv2___RNAseq.g4420.t3	Spis19810
OG0002682	Montipora_capitata_HIv3___RNAseq.g37605.t5	Pocillopora_acuta_HIv2___RNAseq.g26912.t1	Spis15889
OG0002690	Montipora_capitata_HIv3___RNAseq.g8763.t1	Pocillopora_acuta_HIv2___RNAseq.g16092.t1	Spis9738
OG0002703	Montipora_capitata_HIv3___RNAseq.21580_t	Pocillopora_acuta_HIv2___RNAseq.g9587.t1	Spis10390
OG0002709	Montipora_capitata_HIv3___RNAseq.g42152.t1	Pocillopora_acuta_HIv2___RNAseq.g12864.t1	Spis6165
OG0002719	Montipora_capitata_HIv3___RNAseq.g23509.t1	Pocillopora_acuta_HIv2___RNAseq.g21709.t1	Spis13911
OG0002722	Montipora_capitata_HIv3___TS.g46519.t1	Pocillopora_acuta_HIv2___TS.g4178.t2	Spis10150
OG0002740	Montipora_capitata_HIv3___RNAseq.g5520.t2	Pocillopora_acuta_HIv2___RNAseq.g1749.t1	Spis25811.Novel
OG0002743	Montipora_capitata_HIv3___RNAseq.g32311.t1	Pocillopora_acuta_HIv2___RNAseq.g18962.t1	Spis24593
OG0002757	Montipora_capitata_HIv3___TS.g24170.t2	Pocillopora_acuta_HIv2___RNAseq.g9334.t1	Spis17942
OG0002761	Montipora_capitata_HIv3___RNAseq.g34231.t1	Pocillopora_acuta_HIv2___RNAseq.g11646.t1	Spis3984.t2
OG0002762	Montipora_capitata_HIv3___RNAseq.g18156.t1	Pocillopora_acuta_HIv2___RNAseq.g21575.t1	Spis13642
OG0002766	Montipora_capitata_HIv3___RNAseq.g22930.t1	Pocillopora_acuta_HIv2___RNAseq.g10343.t1	Spis5387
OG0002769	Montipora_capitata_HIv3___RNAseq.g20764.t2	Pocillopora_acuta_HIv2___RNAseq.g11071.t3	Spis17727
OG0002783	Montipora_capitata_HIv3___RNAseq.g12777.t1	Pocillopora_acuta_HIv2___RNAseq.2618_t	Spis2383.t1
OG0002786	Montipora_capitata_HIv3___TS.g8679.t1	Pocillopora_acuta_HIv2___TS.g10825.t1	Spis3863.t1
OG0002788	Montipora_capitata_HIv3___RNAseq.g32392.t1	Pocillopora_acuta_HIv2___RNAseq.g18981.t1	Spis3188
OG0002790	Montipora_capitata_HIv3___TS.g45588.t6	Pocillopora_acuta_HIv2___RNAseq.g15264.t1	Spis9800
OG0002796	Montipora_capitata_HIv3___RNAseq.g39341.t1	Pocillopora_acuta_HIv2___RNAseq.g29060.t1	Spis2271.t1
OG0002798	Montipora_capitata_HIv3___RNAseq.g11563.t2	Pocillopora_acuta_HIv2___RNAseq.g18038.t3b	Spis9770
OG0002799	Montipora_capitata_HIv3___RNAseq.g42704.t1	Pocillopora_acuta_HIv2___RNAseq.g8148.t1	Spis345
OG0002814	Montipora_capitata_HIv3___RNAseq.g27126.t1	Pocillopora_acuta_HIv2___TS.g10631.t1	Spis5233
OG0002816	Montipora_capitata_HIv3___RNAseq.g27140.t2	Pocillopora_acuta_HIv2___RNAseq.g29856.t1	Spis19381.t1
OG0002821	Montipora_capitata_HIv3___RNAseq.g36870.t1	Pocillopora_acuta_HIv2___RNAseq.g39.t2	Spis6266
OG0002829	Montipora_capitata_HIv3___RNAseq.g4703.t1	Pocillopora_acuta_HIv2___RNAseq.g2283.t2	Spis15418
OG0002838	Montipora_capitata_HIv3___RNAseq.g22819.t1	Pocillopora_acuta_HIv2___RNAseq.g10315.t3	Spis5400
OG0002840	Montipora_capitata_HIv3___RNAseq.g35047.t1	Pocillopora_acuta_HIv2___TS.g24128.t1	Spis2680
OG0002844	Montipora_capitata_HIv3___TS.g41867.t1	Pocillopora_acuta_HIv2___RNAseq.g15882.t1	Spis9171
OG0002846	Montipora_capitata_HIv3___RNAseq.g9646.t1	Pocillopora_acuta_HIv2___RNAseq.g11946.t1	Spis17503
OG0002871	Montipora_capitata_HIv3___RNAseq.g47450.t1	Pocillopora_acuta_HIv2___TS.g6432.t1	Spis17537
OG0002877	Montipora_capitata_HIv3___RNAseq.g16231.t1	Pocillopora_acuta_HIv2___TS.g29845.t2	Spis17241.t1
OG0002878	Montipora_capitata_HIv3___TS.g39602.t2	Pocillopora_acuta_HIv2___RNAseq.g31028.t1	Spis12185
OG0002894	Montipora_capitata_HIv3___TS.g46534.t2	Pocillopora_acuta_HIv2___TS.g4549.t1	Spis14806
OG0002904	Montipora_capitata_HIv3___RNAseq.g24714.t2	Pocillopora_acuta_HIv2___RNAseq.808_t	Spis16642
OG0002907	Montipora_capitata_HIv3___TS.g40750.t4	Pocillopora_acuta_HIv2___RNAseq.g28879.t1	Spis7708
OG0002912	Montipora_capitata_HIv3___RNAseq.g4582.t1	Pocillopora_acuta_HIv2___RNAseq.g22210.t1	Spis3569.t1
OG0002913	Montipora_capitata_HIv3___TS.g27205.t3	Pocillopora_acuta_HIv2___TS.g26763.t2c	Spis3170
OG0002917	Montipora_capitata_HIv3___RNAseq.g50142.t1	Pocillopora_acuta_HIv2___TS.g9361.t1	Spis20758
OG0002922	Montipora_capitata_HIv3___TS.g22881.t2	Pocillopora_acuta_HIv2___RNAseq.g29424.t1	Spis2772.t1
OG0002924	Montipora_capitata_HIv3___RNAseq.g4927.t1	Pocillopora_acuta_HIv2___TS.g27210.t2	Spis6216.t1
OG0002929	Montipora_capitata_HIv3___RNAseq.g460.t1	Pocillopora_acuta_HIv2___RNAseq.g3257.t1	Spis10280
OG0002934	Montipora_capitata_HIv3___RNAseq.g18153.t1	Pocillopora_acuta_HIv2___RNAseq.g21578.t1	Spis13638.t1
OG0002942	Montipora_capitata_HIv3___RNAseq.g35500.t2	Pocillopora_acuta_HIv2___RNAseq.g23078.t1	Spis19933
OG0002947	Montipora_capitata_HIv3___RNAseq.g36925.t2b	Pocillopora_acuta_HIv2___RNAseq.g16410.t1	Spis8685
OG0002962	Montipora_capitata_HIv3___TS.g46454.t2	Pocillopora_acuta_HIv2___RNAseq.g558.t1	Spis8294
OG0002966	Montipora_capitata_HIv3___RNAseq.g44585.t1	Pocillopora_acuta_HIv2___TS.g4302.t2	Spis22177
OG0002971	Montipora_capitata_HIv3___RNAseq.g46174.t1	Pocillopora_acuta_HIv2___TS.g6329.t1	Spis20077
OG0002985	Montipora_capitata_HIv3___RNAseq.g14367.t1	Pocillopora_acuta_HIv2___RNAseq.5465_t	Spis7633
OG0002990	Montipora_capitata_HIv3___RNAseq.g28847.t1	Pocillopora_acuta_HIv2___TS.g3120.t3	Spis4430.t1
OG0003001	Montipora_capitata_HIv3___TS.g17568.t2b	Pocillopora_acuta_HIv2___RNAseq.g19172.t1	Spis17596
OG0003002	Montipora_capitata_HIv3___RNAseq.g38992.t1	Pocillopora_acuta_HIv2___RNAseq.g29068.t1	Spis2277
OG0003011	Montipora_capitata_HIv3___RNAseq.g12720.t1	Pocillopora_acuta_HIv2___RNAseq.g24815.t1	Spis2438
OG0003021	Montipora_capitata_HIv3___RNAseq.g27139.t2b	Pocillopora_acuta_HIv2___TS.g11592.t1b	Spis19380
OG0003023	Montipora_capitata_HIv3___TS.g40925.t1	Pocillopora_acuta_HIv2___RNAseq.g13478.t1	Spis6605
OG0003032	Montipora_capitata_HIv3___RNAseq.g15061.t1	Pocillopora_acuta_HIv2___RNAseq.g13965.t1	Spis19266
OG0003034	Montipora_capitata_HIv3___RNAseq.g14913.t1	Pocillopora_acuta_HIv2___RNAseq.g13898.t1	Spis4480
OG0003035	Montipora_capitata_HIv3___RNAseq.g43986.t1a	Pocillopora_acuta_HIv2___RNAseq.g14579.t2	Spis19318
OG0003038	Montipora_capitata_HIv3___RNAseq.g5117.t1	Pocillopora_acuta_HIv2___RNAseq.g1547.t1	Spis6643
OG0003040	Montipora_capitata_HIv3___RNAseq.g5218.t1	Pocillopora_acuta_HIv2___RNAseq.g1761.t1	Spis25810.Novel
OG0003041	Montipora_capitata_HIv3___RNAseq.g749.t1a	Pocillopora_acuta_HIv2___RNAseq.g3311.t3	Spis10671
OG0003045	Montipora_capitata_HIv3___TS.g18365.t2	Pocillopora_acuta_HIv2___TS.g4.t2	Spis429
OG0003046	Montipora_capitata_HIv3___RNAseq.g17824.t1	Pocillopora_acuta_HIv2___RNAseq.23897_t	Spis5272
OG0003050	Montipora_capitata_HIv3___TS.g36825.t1	Pocillopora_acuta_HIv2___TS.g6999.t2	Spis15314
OG0003054	Montipora_capitata_HIv3___RNAseq.g9807.t2	Pocillopora_acuta_HIv2___TS.g30420.t3	Spis16597.t1
OG0003070	Montipora_capitata_HIv3___RNAseq.g30012.t2	Pocillopora_acuta_HIv2___RNAseq.g30394.t1a	Spis20270
OG0003073	Montipora_capitata_HIv3___RNAseq.g45924.t1	Pocillopora_acuta_HIv2___TS.g17771.t1	Spis7970
OG0003084	Montipora_capitata_HIv3___RNAseq.g11842.t2	Pocillopora_acuta_HIv2___TS.g17333.t2	Spis15788
OG0003093	Montipora_capitata_HIv3___RNAseq.g16223.t1	Pocillopora_acuta_HIv2___TS.g29761.t1a	Spis18278
OG0003099	Montipora_capitata_HIv3___RNAseq.g11632.t1	Pocillopora_acuta_HIv2___RNAseq.g16888.t1b	Spis7392.t1
OG0003102	Montipora_capitata_HIv3___RNAseq.g19784.t1	Pocillopora_acuta_HIv2___TS.g11126.t1	Spis14351
OG0003105	Montipora_capitata_HIv3___TS.g20737.t2	Pocillopora_acuta_HIv2___TS.g21325.t1	Spis5828.t1
OG0003107	Montipora_capitata_HIv3___TS.g20801.t3	Pocillopora_acuta_HIv2___RNAseq.g24816.t1	Spis2440.t1
OG0003108	Montipora_capitata_HIv3___TS.g45999.t1	Pocillopora_acuta_HIv2___RNAseq.g3016.t1	Spis4615
OG0003109	Montipora_capitata_HIv3___RNAseq.g406.t1	Pocillopora_acuta_HIv2___RNAseq.g16432.t3	Spis4777.t1
OG0003112	Montipora_capitata_HIv3___RNAseq.g11971.t1b	Pocillopora_acuta_HIv2___TS.g17493.t2	Spis14868
OG0003113	Montipora_capitata_HIv3___RNAseq.g12105.t1	Pocillopora_acuta_HIv2___RNAseq.g26403.t1	Spis15169
OG0003114	Montipora_capitata_HIv3___RNAseq.g24728.t1	Pocillopora_acuta_HIv2___RNAseq.g28238.t1	Spis7685
OG0003123	Montipora_capitata_HIv3___RNAseq.g40858.t1	Pocillopora_acuta_HIv2___RNAseq.g8958.t1	Spis13809.t1
OG0003126	Montipora_capitata_HIv3___RNAseq.g41522.t1	Pocillopora_acuta_HIv2___RNAseq.g13129.t1	Spis4255
OG0003129	Montipora_capitata_HIv3___TS.g48069.t1	Pocillopora_acuta_HIv2___RNAseq.g9029.t1	Spis1243
