Orthogroup,GeneID,SRR3051863,SRR3051864,SRR3051865,SRR3051866,SRR3051867,SRR3051868,SRR3051869,SRR3051870,SRR3051871
OG0005465,Pocillopora_acuta_HIv2___RNAseq.g25478.t1,4.491722349586428,4.517431883528294,4.903285606007786,4.504008617893812,4.580719218871711,4.8433595779452325,4.5792991616222825,4.8180857688039875,4.552191842087914
OG0005466,Pocillopora_acuta_HIv2___RNAseq.g27064.t1,1.2259068278409428,1.510100221755257,1.713277546884345,2.308408221339784,1.9049772331426904,2.4937503979083973,2.8981006960349553,2.7540513433115663,2.671276965694909
OG0005467,Pocillopora_acuta_HIv2___RNAseq.g11006.t1,5.25156734579509,5.400919814336363,5.611696537995146,7.814770947193584,7.859235646476842,7.48721570464271,5.81850184346084,6.218388603927145,5.965242024351235
OG0005468,Pocillopora_acuta_HIv2___RNAseq.g6655.t1,4.4096776841163825,5.1632383626075224,4.886048632552601,5.401288517917346,5.577862468632827,6.000244923341538,6.074762204426732,5.8858129278927835,6.165917740624973
OG0005469,Pocillopora_acuta_HIv2___TS.g25168.t1c,0.9668539409942024,1.4238586282647006,1.1279172580548638,0,0,0,0,1.209161289693518,0.8974853095641078
OG0005470,Pocillopora_acuta_HIv2___TS.g13959.t2,3.251228994130724,3.2506894477667485,3.937081181431016,3.76717580873326,4.134882729696203,4.218787491925069,4.144345568177291,4.243295213745425,4.007713388538563
OG0005471,Pocillopora_acuta_HIv2___RNAseq.g4679.t1,3.4522013172102732,3.796110329621557,3.7094378086928,4.202070133160032,4.410266417415111,4.866539878554691,5.7432694807008104,5.768190961129279,5.37020461100572
OG0005472,Pocillopora_acuta_HIv2___RNAseq.g24885.t1,2.8160323353109047,2.697163159992341,2.8297530811552125,3.338996115371011,2.8425666411237165,3.8103597069235,3.280655626327298,3.492585907839113,3.4275937799790057
OG0005473,Pocillopora_acuta_HIv2___RNAseq.g112.t1,2.435741147023053,2.797351406808833,2.3379273567650456,2.233258811929758,1.977157083175212,2.7275024210536016,4.164391628766514,4.002117967782223,4.090728708733614
OG0005474,Pocillopora_acuta_HIv2___RNAseq.g14484.t1,5.418599926678185,5.9102452767437255,5.986092097278626,7.329589722958008,6.912254065641206,7.229088009322926,6.6950690082454996,6.7657885942048885,6.594985887402266
OG0005475,Pocillopora_acuta_HIv2___RNAseq.g19752.t1,1.902370296380072,1.9325083263123115,1.939468938528541,2.212609707691421,1.99977750906148,2.1607910817255433,1.836367481935758,2.0214881545541576,1.9377951419514177
OG0005476,Pocillopora_acuta_HIv2___RNAseq.g21004.t1,4.033229072648133,4.228609059485798,4.595247683438627,5.54609148134509,5.588128008351977,5.438129206807938,5.340280688040136,5.449963879332752,5.094336532337347
OG0005477,Pocillopora_acuta_HIv2___RNAseq.g14966.t1,1.678938732329636,1.3717951640776358,1.6296607377593462,0.7218712348491522,0.7737287141220656,1.2751566744486138,1.3805304098511817,1.346816446962897,1.0736834589490718
OG0005478,Pocillopora_acuta_HIv2___RNAseq.g17941.t1,2.8862430462358906,2.802332796928809,3.553689886638072,3.7437731086178543,3.4601230457453576,3.929329087126791,3.985211469239832,4.117999733132708,3.569316519018523
OG0005479,Pocillopora_acuta_HIv2___RNAseq.g21408.t1,1.5412488407725486,1.2853135577869932,1.950035215552469,2.5771082705109314,2.6102148831030942,3.6471672451513273,4.258285666151749,4.049218237491623,4.200674465741887
OG0005480,Pocillopora_acuta_HIv2___TS.g29149.t2,3.6092673621080977,3.653215923557976,4.0948927540885,4.753820943559676,4.6636806729335945,4.815828690862785,4.349345074312099,4.350008176002465,4.431705685142644
OG0005481,Pocillopora_acuta_HIv2___RNAseq.g17106.t1,3.1630106903154265,2.9893866444864896,3.2043738131697252,1.8103420945733737,0.8696910946184875,2.551701129848888,3.129286088898271,3.473795015255538,3.329876311457445
OG0005482,Pocillopora_acuta_HIv2___RNAseq.g3936.t1,2.0549685706693452,2.6024931437665773,1.7922381551601658,7.169406900886617,7.326327245611638,6.951555788605887,2.591415291273981,1.9394830427548733,1.4497443929446354
OG0005483,Pocillopora_acuta_HIv2___RNAseq.g24684.t1,5.634413526497915,5.613660669488433,6.0801408052230945,5.172346234225149,4.915953872713164,5.9648609441511695,5.831145797832589,6.023610800539893,5.974765695978687
OG0005484,Pocillopora_acuta_HIv2___TS.g19567.t1b,0.35758773525899423,0.8063582325545865,0.1925046434350865,0.24055303398795796,0,0.20016244537842423,0.8352856803757324,0.7287844078573356,1.135080297033953
OG0005485,Pocillopora_acuta_HIv2___TS.g6933.t1,1.5086800321458351,1.5846422251946233,1.497468895915839,1.0028889525406173,0,1.5272386282785475,2.0984704021605207,2.2291980194090693,1.955943729134164
OG0005486,Pocillopora_acuta_HIv2___TS.g21189.t1b,3.589316946513733,4.032053446625687,4.294202671568205,3.2968573309616933,2.6453476011408754,4.053651069506641,4.845035682304989,5.1391355115038175,4.84830220011044
OG0005487,Pocillopora_acuta_HIv2___RNAseq.g23867.t1,4.534016444766961,4.7329598779574376,5.103775455726377,1.7028441571035264,2.1857819749502716,2.247708160996898,4.205822841221846,4.918747841283392,4.780258500355319
OG0005488,Pocillopora_acuta_HIv2___RNAseq.g11342.t1,7.365317582466185,7.301083088045006,7.353781447939806,8.405543211170672,8.619377727367509,8.341627976073898,7.389494085976274,7.625227288015344,7.453006765017529
OG0005489,Pocillopora_acuta_HIv2___TS.g16514.t1,4.383049133523041,4.326713384259221,4.831805603629291,5.455047387098187,5.267939517302018,5.13366005477225,4.435108479299296,4.553975077041546,4.1210978917990655
OG0005490,Pocillopora_acuta_HIv2___RNAseq.g1109.t2,2.6226910943152375,3.2643101523687235,2.9475591825127507,1.0574587682826857,0.896377512768934,1.1085170932717052,1.728731725878076,1.4772801820967398,1.431167247661158
OG0005491,Pocillopora_acuta_HIv2___TS.g28412.t2,2.608571554853267,2.790108585988962,2.942626746644315,2.406332743870628,2.060374044568826,2.2364936635732455,2.8085411026444183,3.075077832844673,2.8492674582303734
OG0005492,Pocillopora_acuta_HIv2___TS.g18440.t1,1.6319081935918962,1.4611030230947148,1.8772544493403895,1.9044588006063263,1.4910095036444178,2.0750410106320087,2.601976388027404,2.4393997375822978,2.4281916364878144
OG0005494,Pocillopora_acuta_HIv2___RNAseq.g14707.t1,0.04791731021461953,0.19164778707721863,0,0.21382083439272231,0,0.4152704301932196,0.3772939413573823,0.8285924491354208,0.6147422405546239
OG0005495,Pocillopora_acuta_HIv2___RNAseq.g26582.t1,3.20754872767709,3.3804419314774163,3.4147627938263825,3.7335206338289937,3.46740701864197,3.980076339970395,4.662142234449853,4.67756369878511,4.468864077155508
OG0005496,Pocillopora_acuta_HIv2___RNAseq.g18481.t1,3.319851238725904,3.463414899641777,4.075059240590563,3.107932071127475,2.7478156915821383,3.4481697807044664,2.4130428261190797,2.81350930176263,2.637195042535325
OG0005497,Pocillopora_acuta_HIv2___TS.g20541.t1,4.0319740302311615,4.725251147415582,4.13664526933433,4.595600280040125,4.693504446097294,4.936518890230295,3.9487434170305766,3.983280111772678,4.231502139073075
OG0005498,Pocillopora_acuta_HIv2___RNAseq.g6060.t1,2.2891108550312897,2.00607891804454,2.2837338078335976,2.962573560851109,2.538477855690043,2.8106377519503662,3.591544884717646,3.520482744424204,3.1891514510725534
OG0005499,Pocillopora_acuta_HIv2___TS.g6139.t1,3.990030166439076,4.126714543823496,4.312349282390209,3.9302126636679704,3.5473465687647527,4.015345938979395,4.976317844546357,5.106120123536055,4.945199046159152
OG0005500,Pocillopora_acuta_HIv2___TS.g27116.t1a,5.0790019540492795,4.8041942716194885,5.030916860884895,4.826686293691689,4.091467931252003,4.880125706763707,4.972925613911384,4.961116607147831,5.027424959862418
OG0005501,Pocillopora_acuta_HIv2___RNAseq.g5601.t1,6.2076086024889445,6.024353425983659,5.930990719695178,6.934771866699685,7.03981440712585,6.957472202392272,7.176260792253104,7.018013600609421,6.951590837442084
OG0005502,Pocillopora_acuta_HIv2___RNAseq.g8171.t1,1.4415181692684294,1.0294206930759429,1.7476289117338928,0.32821159612990275,0.5327923780910369,0.5515214670841361,1.7282784791118688,1.5873058330109682,1.962615043483293
OG0005503,Pocillopora_acuta_HIv2___RNAseq.g22598.t1,6.591306849945963,6.650703027646868,6.855069981152966,6.48463482337209,6.4287905248243735,6.614074339247377,7.411074954532122,7.253837716846342,7.158996701466351
OG0005504,Pocillopora_acuta_HIv2___RNAseq.g15186.t1,1.1253201490004745,1.4930291091342154,1.3158630748779483,1.5085277301533504,1.634321377738735,1.551023865687445,1.7418365888160707,1.2064522996485263,1.2418536270936793
OG0005505,Pocillopora_acuta_HIv2___TS.g3465.t1,4.3192587586954065,4.400761853785253,4.830648708414917,5.165091279670606,5.097896157162702,5.451750953112765,4.999057623239071,5.072680043480439,5.059533567232741
OG0005506,Pocillopora_acuta_HIv2___RNAseq.g3170.t1,7.531905986643764,7.556177724945157,7.538583767685275,8.567415898971456,8.270980239192273,8.837753443743587,7.932099624346078,7.852310307507761,7.931794759366133
OG0005507,Pocillopora_acuta_HIv2___TS.g8044.t3,7.543821409330974,7.748000229503952,7.898082569518721,7.860473564980902,7.546831892672275,8.10137257569946,7.7060959698573965,7.552852987434916,7.804172603088547
OG0005508,Pocillopora_acuta_HIv2___RNAseq.g28509.t1,1.3317013275096576,1.787816135383883,1.600461172680899,0.19759400577851785,0.5563991234136172,0.34204243406741214,0.8843025208912674,0.8100136069800122,1.2215661251455132
OG0005509,Pocillopora_acuta_HIv2___TS.g11524.t1,5.500915484642612,5.597707943224592,5.64657724689116,5.512112891125117,5.486341317206184,5.690226084567964,5.811965266444015,5.70272292247982,5.534415655312207
OG0005510,Pocillopora_acuta_HIv2___RNAseq.g31275.t1,4.414421184125306,4.866589359148064,4.951900839333641,3.85251957919986,3.275443471257031,3.2357093844710954,5.111590035558187,5.204365536436791,5.112828426715323
OG0005511,Pocillopora_acuta_HIv2___RNAseq.g8109.t1,2.5001768408362524,2.5462897105282267,2.6090557957053733,4.2393087513921595,3.5991825492353273,3.741896220312418,4.016615697409521,3.823811662399334,3.714359071625519
OG0005512,Pocillopora_acuta_HIv2___RNAseq.g20850.t1,1.4652758695829566,0.9821093067864846,1.4829149825934986,0.745715813565178,0,0.3383981679924919,1.0802137446612583,1.4133570425553157,1.7939559694985836
OG0005513,Pocillopora_acuta_HIv2___RNAseq.g28497.t1,4.080381340298733,4.325621641129435,4.427318618141653,5.374868532340292,5.130377499617115,5.87757962314643,4.977280558057131,5.421978935958594,5.316457422428308
OG0005514,Pocillopora_acuta_HIv2___RNAseq.g10286.t1,6.547411600165264,6.714383108101176,6.8443699341902065,6.156915232901944,5.920915359049603,6.755654018621648,7.333305419055177,7.316719878395751,7.103211469242449
OG0005515,Pocillopora_acuta_HIv2___RNAseq.g5322.t1,4.298923403681943,4.090868389428638,4.4830221968436454,2.6432112479088685,2.444833616951633,2.1398895080788956,3.207027690541462,2.6316056570912156,3.4651882394281732
OG0005516,Pocillopora_acuta_HIv2___TS.g20774.t2,4.048136499037969,4.317351128744998,4.637344441034271,6.063671818604327,5.51350548063728,6.011412119768128,5.428243770805367,5.5087018565008075,5.307333737723004
OG0005517,Pocillopora_acuta_HIv2___RNAseq.g8287.t1,4.4379494960717665,4.687797628138754,4.695211286343625,5.295020665605834,5.199601480807484,5.286071771400855,4.478881538790014,4.905546690399119,4.685825247533866
OG0005518,Pocillopora_acuta_HIv2___RNAseq.g11637.t1,3.077034971386101,2.6617246364216425,3.2004285506160604,1.680869766724446,1.502124153668433,1.71903977243909,2.806036804368067,2.4047433313485955,2.645087113502721
OG0005519,Pocillopora_acuta_HIv2___RNAseq.g23934.t1,1.6065502715131164,1.509283153159391,1.4469045004519594,1.5407837918941008,2.0236290948237374,2.0403767923471787,2.7291434017536975,2.5847109872570067,2.4489008403904964
OG0005520,Pocillopora_acuta_HIv2___RNAseq.g22277.t1,5.056097447595388,5.0189645181625835,5.241023204649461,7.476380815317718,7.198323365910763,7.436232176402208,6.364163034733649,6.375213110453858,6.15474955256725
OG0005521,Pocillopora_acuta_HIv2___RNAseq.g30786.t1,4.102935910342231,4.6964856119032135,4.601799948959473,3.6546391667768217,3.385429273396447,4.197998389752252,3.8506968953034577,3.7785509656892575,4.197258118666347
OG0005522,Pocillopora_acuta_HIv2___TS.g10555.t2,3.520928697139137,3.243166455136231,3.888421735117406,3.513054049320614,4.369412909388777,3.841074025021746,3.893992053465215,4.10907752269124,3.6330972545067337
OG0005523,Pocillopora_acuta_HIv2___RNAseq.g11540.t1,7.722674035112068,7.850724801490143,7.764387460837827,8.67212218023417,8.836111680506807,8.791755753856846,8.73626041862392,8.803771658540022,8.911602873837499
OG0005524,Pocillopora_acuta_HIv2___RNAseq.g21238.t1,3.283917228331433,3.385015334405085,3.2521180904062157,3.930308125255465,3.9066576279103336,4.015560135454487,2.7423999321326695,1.899681912747006,2.186767322755014
OG0005525,Pocillopora_acuta_HIv2___RNAseq.g1868.t1,4.061270522774957,3.859994927944304,4.480853801762396,6.145461453784733,6.1887463279683805,5.727445436106453,4.736232109030835,5.094230111932776,4.386325763607427
OG0005526,Pocillopora_acuta_HIv2___RNAseq.g3103.t1,4.10999870248217,3.586936998220125,4.009878253912435,4.159730888995343,4.197629853414899,4.68152976896623,4.212175987447972,4.527999493604809,4.331963185525756
OG0005527,Pocillopora_acuta_HIv2___RNAseq.g8451.t1,3.6418317330555094,3.740974929106441,4.0227993333673355,3.365113514434825,3.074539375269249,2.7922842394257703,3.007130561900893,2.7081944651571987,3.1521059327174368
OG0005528,Pocillopora_acuta_HIv2___RNAseq.g19538.t1,3.762159739327437,3.8798129468642095,4.350241836118697,5.405238888851534,5.198106346752189,5.914231650826847,5.120963967945007,5.4200026130622625,5.1621212752229875
OG0005529,Pocillopora_acuta_HIv2___RNAseq.g13850.t1,14.059084346342932,14.086902328620512,14.20724054933718,13.336004158784572,12.98815983268114,13.26942086223918,13.798365326316894,13.91768444715595,13.935858891989112
OG0005530,Pocillopora_acuta_HIv2___RNAseq.g7020.t1,2.668696043171428,2.6000620389275104,2.9715445170941903,2.997336944783577,3.24798824078813,3.0843819486737667,2.313833454457983,2.257708098941075,2.6339978444565917
OG0005531,Pocillopora_acuta_HIv2___RNAseq.g29990.t1a,2.393299689073363,2.8490433272697095,2.76930552153313,1.9549540961011305,1.7552467488404118,2.7210882216229053,2.193668473676881,2.097880366784953,2.3638220454129297
OG0005532,Pocillopora_acuta_HIv2___RNAseq.g8305.t1,3.8552776128700095,3.8936270043913264,4.2847615842613305,3.3844223426852595,3.6876243197291783,4.2743905224319665,4.519445908847931,4.314643931970462,4.380402768879282
OG0005533,Pocillopora_acuta_HIv2___TS.g10440.t1,0,0.4355503875996682,0,0.23012118767360024,0,0.5891315470900228,0,0,0.6676499888299626
OG0005534,Pocillopora_acuta_HIv2___RNAseq.g13876.t1,4.535730464155202,4.9922515986940965,4.840528301969029,4.759030041621873,5.096857582241998,5.359240006054756,5.186822609285589,5.037506203120599,4.831480784537785
OG0005535,Pocillopora_acuta_HIv2___RNAseq.g17118.t1,5.760296543727433,5.757773478459152,6.043582110215574,7.474572011905316,7.484900660998614,7.511420744212985,6.722595209706987,6.860026474015416,6.527751304595282
OG0005536,Pocillopora_acuta_HIv2___RNAseq.g24429.t1,0,0,0,0,0,0,1.8503658893258867,2.1582377582977568,0.9242142033358076
OG0005537,Pocillopora_acuta_HIv2___RNAseq.g12339.t1,3.960159987532349,3.65747074886315,4.467236700959805,4.507354130510206,4.330828128995699,4.882982221488713,4.495970224482261,4.643395524465318,4.384139157250139
OG0005538,Pocillopora_acuta_HIv2___TS.g430.t1,3.46079248180549,4.016516963903224,4.441109208405472,4.592933580163505,4.284626688215167,4.647175051733543,4.308182225974764,3.8701556442176233,4.4912832483523415
OG0005539,Pocillopora_acuta_HIv2___RNAseq.g31381.t1,4.746647054153051,4.724612607578107,5.085464909999661,5.624848728182338,5.3148771207055825,5.746582481060333,4.799162462382887,4.911353681196283,5.031240224896576
OG0005540,Pocillopora_acuta_HIv2___RNAseq.g15108.t1,3.120234617855726,2.886889273469821,3.387808963202722,1.94160721415685,1.1742807027818711,2.908290858596332,4.22029808803545,4.367768691868778,4.193005188679321
OG0005541,Pocillopora_acuta_HIv2___RNAseq.g9927.t1,3.1407084560100316,3.2604964159402643,3.7991472919313662,2.581436756704934,2.57915466310391,3.470073792653084,3.1186257106625885,3.335283707544864,3.183062857686871
OG0005542,Pocillopora_acuta_HIv2___RNAseq.g27065.t1,4.455506801776048,4.484648016544372,4.707620999944872,4.5048828293528125,4.2491852107825,4.6688961123595165,4.092405717610238,4.4958155339419426,4.482018418319538
OG0005543,Pocillopora_acuta_HIv2___TS.g4567.t1,5.271329742272136,5.5336535971670715,5.605579816094168,6.243443529050628,6.277783821862103,6.4551936483062455,5.9645114082423305,6.117855973706536,5.8842745185656
OG0005544,Pocillopora_acuta_HIv2___RNAseq.g13150.t3,4.464947610062383,4.560441520668631,4.917265043747301,4.142206008953399,3.787641508306064,4.651143154311306,4.991265001198819,4.846204803194578,4.856057045822964
OG0005545,Pocillopora_acuta_HIv2___RNAseq.g17077.t1,2.7430813344818734,2.779162271854167,3.322381188270151,3.404943831914883,3.153892662699224,3.7285636258121833,3.649306994990581,3.8198800943880737,3.493114636671868
OG0005546,Pocillopora_acuta_HIv2___RNAseq.g18041.t1,4.597370466764574,4.842926796877361,4.900897590514108,5.168581871592562,5.148365528261328,5.039162002704475,4.7957760349306735,4.872011612524197,4.800972120957119
OG0005547,Pocillopora_acuta_HIv2___RNAseq.g28406.t1,4.328564659449853,4.358463757033642,4.949639998496296,3.3148535785079263,2.8888794357386107,4.240042868925621,4.143422688638487,4.567525034533578,4.541120884491579
OG0005548,Pocillopora_acuta_HIv2___RNAseq.g16804.t1,2.862002716771284,2.857739278312527,3.045411963694568,5.489763909499691,4.965368172980346,5.24504770562517,4.925515810399404,4.850723884005597,4.710338253345109
OG0005549,Pocillopora_acuta_HIv2___TS.g23643.t1,2.700924393303207,2.855129045077669,3.3676991819560764,2.3863636207228747,2.5787876929800873,3.0750155543104705,2.485196849163617,2.642623915747357,2.783747316730427
OG0005550,Pocillopora_acuta_HIv2___TS.g14474.t1,2.2324085498395783,2.2018378752907073,2.6563348895386025,1.0110743076514683,0.9830431916479055,0.4148389867938891,1.4178427999872885,1.1936634813609106,2.039086253443718
OG0005551,Pocillopora_acuta_HIv2___RNAseq.g12954.t1,5.314458677159889,5.423681545714205,5.53436092057783,5.814172624642988,6.001433204531603,6.090384117149762,6.73716857415303,6.604768932783786,6.585885725013554
OG0005552,Pocillopora_acuta_HIv2___RNAseq.g255.t1,4.7609500777561085,5.1362371102703115,5.151605878509854,5.717152471302689,5.787500074701677,5.822216497583303,4.9417163894678975,4.857372067391598,5.176276991823997
OG0005553,Pocillopora_acuta_HIv2___RNAseq.g11565.t1,1.5908698346804444,1.0850258647875293,1.3776358183753334,2.7623260153233513,2.598875067101363,4.051814691233825,1.9301527228239703,2.1620033700601287,1.9110383399349908
OG0005554,Pocillopora_acuta_HIv2___RNAseq.g22212.t1,3.963415080323856,4.044526494540291,4.550407308631563,3.074742569402185,2.89934344361779,3.916701200564398,4.497543015131414,4.5546715254548,4.484493606698105
OG0005555,Pocillopora_acuta_HIv2___TS.g28664.t2,3.339878263111083,3.540840895675551,3.833797680400511,4.201705164799196,4.373622864946975,4.539110037787111,4.027050282165359,4.193825009266065,4.056428780756615
OG0005556,Pocillopora_acuta_HIv2___TS.g26181.t1,0,0,0.32524555958623586,0,0.275948547829889,0,0.6128118742711186,0,0
OG0005557,Pocillopora_acuta_HIv2___RNAseq.g10795.t1,6.583949023492925,6.645954237118601,6.829061651251117,6.988584640085976,6.865629595879674,7.382138654181687,7.080473209927047,7.1969502990447625,7.27590472163542
OG0005558,Pocillopora_acuta_HIv2___RNAseq.g6943.t1,3.471880187837898,4.0713363269538805,3.8046621776019336,1.9301709520461217,1.4438725493374232,2.4617605178028663,3.873162689022641,4.495201168906488,4.296685372210323
OG0005559,Pocillopora_acuta_HIv2___RNAseq.g11922.t1,1.8588948296655197,1.7911339329410836,1.606162322601969,3.0484868922379884,2.739954226390465,2.9241350584672885,2.1907877916250045,1.8396392761251448,2.1190920831194657
OG0005560,Pocillopora_acuta_HIv2___RNAseq.g23634.t1,6.584498737261502,6.890530460163253,6.939990414040053,4.707490920774835,6.353090946937887,5.14126252771774,7.327801663337177,7.107643426455675,7.387557442530709
OG0005561,Pocillopora_acuta_HIv2___RNAseq.11323_t,3.275986567389559,3.339055736483328,3.762002782830669,2.839127024630992,2.061534874207188,2.3258204486324723,5.297671940777878,5.369603053609926,5.132339276113731
OG0005562,Pocillopora_acuta_HIv2___RNAseq.g11237.t1,2.58656166226384,3.1896300930660773,3.4193473959830265,2.9342903225573145,2.505786597003816,3.0646892327461517,2.9562146503555105,2.861374283813632,2.784007790783781
OG0005563,Pocillopora_acuta_HIv2___RNAseq.g19347.t1,5.040832632103287,4.958820622360744,5.129416404014619,5.026317341417593,5.073709530256972,5.703774409302368,4.604281306339749,4.750662242163041,4.835877834600227
OG0005564,Pocillopora_acuta_HIv2___RNAseq.g16865.t1,1.9425905923804627,2.1259153785075418,2.4731254037966175,1.4348286400387662,1.6254048314047311,2.4213208733608993,1.8693807055999616,1.6812902560111562,1.476987210227354
OG0005565,Pocillopora_acuta_HIv2___RNAseq.g11051.t1,3.665777320726887,4.3484265657586505,3.53690004096648,1.469659802531807,2.0847006173764995,3.7185915353273664,4.557373210941373,4.517289965585167,4.572682280248613
OG0005566,Pocillopora_acuta_HIv2___RNAseq.g10545.t1,4.643467188737631,4.78638034851118,4.9959947938165215,6.2993493037251636,6.6545810955262255,6.227577001232833,6.039157254992886,6.192467633025102,5.609482570368251
OG0005567,Pocillopora_acuta_HIv2___RNAseq.g2174.t1,3.953998796487478,4.088457621327147,4.499274194640949,5.195754710074054,4.589382949948716,5.5443819377899155,5.457022374956095,5.666642141479999,5.3827162154911825
OG0005568,Pocillopora_acuta_HIv2___RNAseq.g19110.t1,2.503842907896601,2.410173957211185,2.624368131451849,2.685405680902916,2.8282953789646146,2.72124444989079,3.3787525688545688,3.130341772542113,3.102729652098448
OG0005569,Pocillopora_acuta_HIv2___RNAseq.g17973.t1,4.950854284865051,4.938959779885764,4.958404282156075,5.512966742354328,5.134678607732786,5.751766851854935,5.761814552745929,5.9035166154978285,5.854014182544882
OG0005570,Pocillopora_acuta_HIv2___RNAseq.g282.t1,4.311500949930347,4.317743433105052,4.607036342997495,5.3085510241090494,4.622687524372096,5.214072945799532,4.847050587709827,4.928318582783326,4.637554186158079
