category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0043085,5.38E-06,0.999996969,145,653,positive regulation of catalytic activity,BP
GO:0044093,5.86E-06,0.999996437,167,771,positive regulation of molecular function,BP
GO:0051247,8.54E-06,0.999995206,110,467,positive regulation of protein metabolic process,BP
GO:0050790,1.16E-05,0.999992256,210,1017,regulation of catalytic activity,BP
GO:0030163,1.25E-05,0.999994473,49,168,protein catabolic process,BP
GO:0002478,1.34E-05,0.999997704,15,30,antigen processing and presentation of exogenous peptide antigen,BP
GO:0060255,1.47E-05,0.999988733,488,2605,regulation of macromolecule metabolic process,BP
GO:0016192,1.54E-05,0.999990237,150,688,vesicle-mediated transport,BP
GO:0048583,1.77E-05,0.999987268,281,1422,regulation of response to stimulus,BP
GO:0045727,1.78E-05,0.999996879,15,30,positive regulation of translation,BP
GO:0006886,1.80E-05,0.999990543,80,322,intracellular protein transport,BP
GO:0001731,1.91E-05,0.999997927,11,18,formation of translation preinitiation complex,BP
GO:0009891,1.92E-05,0.999987986,139,629,positive regulation of biosynthetic process,BP
GO:0019884,2.14E-05,0.999996104,15,31,antigen processing and presentation of exogenous antigen,BP
GO:0031328,2.21E-05,0.999986254,134,604,positive regulation of cellular biosynthetic process,BP
GO:0043161,3.13E-05,0.999987889,35,110,proteasome-mediated ubiquitin-dependent protein catabolic process,BP
GO:1902531,3.46E-05,0.999977402,151,703,regulation of intracellular signal transduction,BP
GO:0048193,3.77E-05,0.999983152,45,157,Golgi vesicle transport,BP
GO:0051716,4.98E-05,0.999960322,543,2969,cellular response to stimulus,BP
GO:0051174,6.22E-05,0.999956509,193,947,regulation of phosphorus metabolic process,BP
GO:0002479,7.03E-05,0.999996752,7,9,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BP
GO:0019220,7.29E-05,0.999948938,192,944,regulation of phosphate metabolic process,BP
GO:0010498,7.87E-05,0.999967288,36,119,proteasomal protein catabolic process,BP
GO:1901216,0.000101202,0.999982983,12,24,positive regulation of neuron death,BP
GO:0050896,0.000114214,0.999906265,678,3805,response to stimulus,BP
GO:0050807,0.000136381,0.999959382,20,55,regulation of synapse organization,BP
GO:0051254,0.000137901,0.999911557,114,519,positive regulation of RNA metabolic process,BP
GO:0048002,0.000144479,0.999964499,16,39,antigen processing and presentation of peptide antigen,BP
GO:0010468,0.000145745,0.999885132,406,2175,regulation of gene expression,BP
GO:0051345,0.000160284,0.999902545,90,400,positive regulation of hydrolase activity,BP
GO:1902680,0.000184354,0.99988159,110,501,positive regulation of RNA biosynthetic process,BP
GO:0043525,0.00019407,0.99996773,11,22,positive regulation of neuron apoptotic process,BP
GO:0045893,0.000199077,0.999872763,107,486,positive regulation of DNA-templated transcription,BP
GO:0042590,0.000204597,0.999985841,7,10,antigen processing and presentation of exogenous peptide antigen via MHC class I,BP
GO:0016197,0.000226053,0.999905293,32,108,endosomal transport,BP
GO:0009894,0.000228879,0.999856696,96,435,regulation of catabolic process,BP
GO:0019882,0.000295567,0.999916713,17,45,antigen processing and presentation,BP
GO:0030239,0.000367588,0.999957365,8,14,myofibril assembly,BP
GO:0061024,0.000393019,0.999778703,61,256,membrane organization,BP
GO:0007264,0.000394781,0.999777922,61,252,small GTPase mediated signal transduction,BP
GO:0001934,0.000432771,0.999747183,68,289,positive regulation of protein phosphorylation,BP
GO:0007229,0.00044361,0.999914563,11,24,integrin-mediated signaling pathway,BP
GO:0002474,0.000445849,0.99993527,9,17,antigen processing and presentation of peptide antigen via MHC class I,BP
GO:0010556,0.000473768,0.999624291,355,1903,regulation of macromolecule biosynthetic process,BP
GO:0033135,0.000476757,0.999898358,12,27,regulation of peptidyl-serine phosphorylation,BP
GO:0030098,0.000528526,0.999847672,16,44,lymphocyte differentiation,BP
GO:0045944,0.000553829,0.999662678,76,333,positive regulation of transcription by RNA polymerase II,BP
GO:0016319,0.000562043,0.999982601,5,6,mushroom body development,BP
GO:0051701,0.000563321,0.999855705,14,35,biological process involved in interaction with host,BP
GO:0002521,0.000568151,0.999805157,20,61,leukocyte differentiation,BP
GO:0030154,0.000604827,0.999562164,170,853,cell differentiation,BP
GO:0051171,0.000617615,0.999503093,391,2129,regulation of nitrogen compound metabolic process,BP
GO:0021517,0.000618746,1,4,4,ventral spinal cord development,BP
GO:0009987,0.000630302,0.999460147,1570,9377,cellular process,BP
GO:0051173,0.000633086,0.999565535,125,599,positive regulation of nitrogen compound metabolic process,BP
GO:0009889,0.000656219,0.999474485,369,1994,regulation of biosynthetic process,BP
GO:0045935,0.000670677,0.999540358,123,589,positive regulation of nucleobase-containing compound metabolic process,BP
GO:0051963,0.000678287,0.999821202,14,36,regulation of synapse assembly,BP
GO:0016559,0.000703958,1,4,4,peroxisome fission,BP
GO:0002376,0.000725224,0.999500126,125,604,immune system process,BP
GO:0010628,0.000733904,0.99950502,112,530,positive regulation of gene expression,BP
GO:0019538,0.000809722,0.999328494,532,2976,protein metabolic process,BP
GO:0031326,0.00084634,0.999319616,366,1983,regulation of cellular biosynthetic process,BP
GO:2000112,0.000849305,0.999320983,346,1865,regulation of cellular macromolecule biosynthetic process,BP
GO:0006351,0.000922912,0.999305061,206,1056,DNA-templated transcription,BP
GO:0000098,0.000956458,0.999923839,6,9,sulfur amino acid catabolic process,BP
GO:0072593,0.000999361,0.99966388,18,53,reactive oxygen species metabolic process,BP
GO:0045321,0.001078186,0.999463592,37,142,leukocyte activation,BP
GO:0046364,0.001100723,0.999732992,12,29,monosaccharide biosynthetic process,BP
GO:0018394,0.001185003,0.999551265,21,67,peptidyl-lysine acetylation,BP
GO:0051336,0.001201031,0.999174492,113,551,regulation of hydrolase activity,BP
GO:0001932,0.00127705,0.999144006,99,468,regulation of protein phosphorylation,BP
GO:0032879,0.001298906,0.999046364,163,828,regulation of localization,BP
GO:0006357,0.001353244,0.999057433,119,577,regulation of transcription by RNA polymerase II,BP
GO:0006473,0.001355121,0.999465863,22,72,protein acetylation,BP
GO:0042221,0.001429308,0.998886207,248,1315,response to chemical,BP
GO:0048609,0.001435798,0.999161605,56,240,multicellular organismal reproductive process,BP
GO:0071260,0.001438467,0.999734531,9,19,cellular response to mechanical stimulus,BP
GO:0006475,0.001459772,0.999435734,21,68,internal protein amino acid acetylation,BP
GO:0016570,0.001463749,0.999184848,48,198,histone modification,BP
GO:0042325,0.001550302,0.998910218,122,598,regulation of phosphorylation,BP
GO:0019219,0.001623395,0.998673675,383,2109,regulation of nucleobase-containing compound metabolic process,BP
GO:0031329,0.001638742,0.998926665,85,400,regulation of cellular catabolic process,BP
GO:0050793,0.001679811,0.998754229,166,850,regulation of developmental process,BP
GO:0030029,0.001728517,0.999062565,43,176,actin filament-based process,BP
GO:0030866,0.001777563,0.999758697,7,13,cortical actin cytoskeleton organization,BP
GO:0006782,0.001798551,0.999887744,5,7,protoporphyrinogen IX biosynthetic process,BP
GO:0019319,0.001820106,0.999601888,10,23,hexose biosynthetic process,BP
GO:0048813,0.001827251,0.999482259,13,35,dendrite morphogenesis,BP
GO:0007015,0.001918905,0.999146826,26,93,actin filament organization,BP
GO:2000677,0.001928198,0.999799044,6,10,regulation of transcription regulatory region DNA binding,BP
GO:0070887,0.001947311,0.998555123,162,828,cellular response to chemical stimulus,BP
GO:0018393,0.001952002,0.999244797,20,65,internal peptidyl-lysine acetylation,BP
GO:0030036,0.001966772,0.998961132,39,157,actin cytoskeleton organization,BP
GO:0006801,0.002017223,0.999598314,9,20,superoxide metabolic process,BP
GO:0032774,0.002088273,0.998391449,210,1096,RNA biosynthetic process,BP
GO:0010941,0.002104203,0.998485383,132,657,regulation of cell death,BP
GO:0046649,0.002106787,0.99896492,32,122,lymphocyte activation,BP
GO:0001568,0.002266736,0.999296447,14,40,blood vessel development,BP
GO:0033138,0.00227242,0.999538896,9,20,positive regulation of peptidyl-serine phosphorylation,BP
GO:0060341,0.002304019,0.998474727,84,393,regulation of cellular localization,BP
GO:0016577,0.002376516,0.999575076,8,17,histone demethylation,BP
GO:0006457,0.002385418,0.99877583,35,136,protein folding,BP
GO:0043113,0.002608896,0.999448217,9,21,receptor clustering,BP
GO:0042327,0.002624716,0.998286282,77,357,positive regulation of phosphorylation,BP
GO:0031401,0.002662256,0.998241041,81,378,positive regulation of protein modification process,BP
GO:0016071,0.002801793,0.99818244,74,340,mRNA metabolic process,BP
GO:0033144,0.002819173,0.999562253,7,14,negative regulation of intracellular steroid hormone receptor signaling pathway,BP
GO:0043691,0.002839723,1,3,3,reverse cholesterol transport,BP
GO:0046439,0.002905118,0.999892967,4,5,L-cysteine metabolic process,BP
GO:0006915,0.003018631,0.99796424,87,411,apoptotic process,BP
GO:0010745,0.003127785,1,3,3,negative regulation of macrophage derived foam cell differentiation,BP
GO:1903076,0.003151213,0.999500112,7,14,regulation of protein localization to plasma membrane,BP
GO:0016573,0.003250425,0.998711062,19,63,histone acetylation,BP
GO:0043543,0.003414313,0.998464093,24,86,protein acylation,BP
GO:0006094,0.003448018,0.999237386,9,21,gluconeogenesis,BP
GO:0030258,0.003452227,0.998445581,24,86,lipid modification,BP
GO:0006901,0.003480894,0.999137361,10,25,vesicle coating,BP
GO:0051128,0.003700301,0.997221785,154,800,regulation of cellular component organization,BP
GO:0022618,0.003740736,0.998271015,25,91,ribonucleoprotein complex assembly,BP
GO:1901700,0.00375682,0.997352688,104,512,response to oxygen-containing compound,BP
GO:0032094,0.003834631,0.999497741,6,11,response to food,BP
GO:0043547,0.003841701,0.997668955,53,239,positive regulation of GTPase activity,BP
GO:0031647,0.003940094,0.998314038,21,74,regulation of protein stability,BP
GO:0043248,0.00396356,0.999635174,5,8,proteasome assembly,BP
GO:0000041,0.003965242,0.998551006,16,50,transition metal ion transport,BP
GO:0097190,0.003972023,0.998058205,28,107,apoptotic signaling pathway,BP
GO:0019056,0.004030248,1,3,3,modulation by virus of host transcription,BP
GO:0052026,0.004030248,1,3,3,modulation by symbiont of host transcription,BP
GO:0046501,0.004102009,0.999619153,5,8,protoporphyrinogen IX metabolic process,BP
GO:0007219,0.004110536,0.998194505,22,78,Notch signaling pathway,BP
GO:0045730,0.00413801,1,3,3,respiratory burst,BP
GO:0006366,0.004156192,0.997757838,36,145,transcription by RNA polymerase II,BP
GO:0051642,0.004162165,1,3,3,centrosome localization,BP
GO:0003002,0.004175686,0.997742824,36,148,regionalization,BP
GO:0050665,0.004181833,1,3,3,hydrogen peroxide biosynthetic process,BP
GO:0045901,0.004294791,1,3,3,positive regulation of translational elongation,BP
GO:2000026,0.004380371,0.9967845,128,651,regulation of multicellular organismal development,BP
GO:0070988,0.004661197,0.998778309,10,26,demethylation,BP
GO:0043087,0.004675777,0.997102752,55,252,regulation of GTPase activity,BP
GO:0048869,0.005036129,0.995981676,234,1269,cellular developmental process,BP
GO:0016482,0.005080396,0.996685208,67,312,cytosolic transport,BP
GO:0051252,0.005175472,0.995754732,308,1693,regulation of RNA metabolic process,BP
GO:0006890,0.005182045,0.999060912,7,15,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",BP
GO:0031399,0.005240381,0.996168668,120,607,regulation of protein modification process,BP
GO:0006891,0.005315591,0.99885242,8,19,intra-Golgi vesicle-mediated transport,BP
GO:0045956,0.005347669,0.999024859,7,15,positive regulation of calcium ion-dependent exocytosis,BP
GO:0006482,0.005610161,0.998777045,8,19,protein demethylation,BP
GO:0008214,0.005610161,0.998777045,8,19,protein dealkylation,BP
GO:0042176,0.005688778,0.997093664,29,114,regulation of protein catabolic process,BP
GO:0002250,0.005695867,0.998754971,8,19,adaptive immune response,BP
GO:0042110,0.005792122,0.997208964,25,95,T cell activation,BP
GO:0051049,0.005834131,0.995723302,119,604,regulation of transport,BP
GO:0071826,0.005927635,0.997141152,25,94,ribonucleoprotein complex subunit organization,BP
GO:2001141,0.006104394,0.994985923,300,1651,regulation of RNA biosynthetic process,BP
GO:0019835,0.006117032,0.999059779,6,12,cytolysis,BP
GO:0044087,0.006285051,0.996138965,50,226,regulation of cellular component biogenesis,BP
GO:0030521,0.006305261,0.999024283,6,12,androgen receptor signaling pathway,BP
GO:0045471,0.006357367,0.997625056,15,48,response to ethanol,BP
GO:0000956,0.006408579,0.99733534,18,62,nuclear-transcribed mRNA catabolic process,BP
GO:0006996,0.006451476,0.994786343,249,1363,organelle organization,BP
GO:0097193,0.006473365,0.997384565,17,58,intrinsic apoptotic signaling pathway,BP
GO:0032926,0.006632636,0.99953453,4,6,negative regulation of activin receptor signaling pathway,BP
GO:0035966,0.006673288,0.997213342,18,62,response to topologically incorrect protein,BP
GO:0042981,0.006811317,0.994965836,121,616,regulation of apoptotic process,BP
GO:0051960,0.006892341,0.995476835,64,303,regulation of nervous system development,BP
GO:0019438,0.0069043,0.99441638,247,1341,aromatic compound biosynthetic process,BP
GO:0006355,0.006923941,0.994301267,297,1637,regulation of DNA-templated transcription,BP
GO:0070830,0.006926756,0.999178247,5,9,bicellular tight junction assembly,BP
GO:0010469,0.006965097,0.998622395,7,16,regulation of signaling receptor activity,BP
GO:0042771,0.007038816,0.999161506,5,9,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,BP
GO:0060627,0.007075658,0.996141317,33,136,regulation of vesicle-mediated transport,BP
GO:2000273,0.007323416,0.999118666,5,9,positive regulation of signaling receptor activity,BP
GO:0032880,0.007330895,0.995366079,54,247,regulation of protein localization,BP
GO:0072331,0.007378227,0.997567715,12,36,signal transduction by p53 class mediator,BP
GO:0009967,0.007460438,0.994590624,105,529,positive regulation of signal transduction,BP
GO:0016050,0.007545754,0.996708877,19,68,vesicle organization,BP
GO:0007032,0.007603352,0.999076086,5,9,endosome organization,BP
GO:0006811,0.007633197,0.994158284,150,781,ion transport,BP
GO:0015844,0.007831546,0.99942171,4,6,monoamine transport,BP
GO:0019886,0.007869147,0.998143125,8,20,antigen processing and presentation of exogenous peptide antigen via MHC class II,BP
GO:0002062,0.007894002,0.998136184,8,20,chondrocyte differentiation,BP
GO:0015802,0.007920428,0.999027341,5,9,basic amino acid transport,BP
GO:0032273,0.008129674,0.997631262,10,28,positive regulation of protein polymerization,BP
GO:0010952,0.008153531,0.995879258,26,102,positive regulation of peptidase activity,BP
GO:0002495,0.008316774,0.997778256,9,24,antigen processing and presentation of peptide antigen via MHC class II,BP
GO:0002504,0.008316774,0.997778256,9,24,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,BP
GO:0006986,0.008393838,0.996618891,16,54,response to unfolded protein,BP
GO:0030217,0.008431436,0.997717599,9,25,T cell differentiation,BP
GO:0097035,0.008601089,0.99851091,6,13,regulation of membrane lipid distribution,BP
GO:0012501,0.008763726,0.99379636,88,434,programmed cell death,BP
GO:0036211,0.008822035,0.992621375,336,1887,protein modification process,BP
GO:0001775,0.008930275,0.994454965,48,218,cell activation,BP
GO:0001654,0.008971646,0.996348326,16,55,eye development,BP
GO:0031641,0.009096903,0.998404979,6,13,regulation of myelination,BP
GO:0055003,0.009446345,0.998693203,5,10,cardiac myofibril assembly,BP
GO:0043933,0.00948629,0.992718208,145,762,protein-containing complex organization,BP
GO:0010562,0.00955632,0.993295333,82,403,positive regulation of phosphorus metabolic process,BP
GO:0045937,0.00955632,0.993295333,82,403,positive regulation of phosphate metabolic process,BP
GO:0006367,0.009618086,0.99669175,12,37,transcription initiation at RNA polymerase II promoter,BP
GO:0051347,0.009628767,0.993736763,57,265,positive regulation of transferase activity,BP
GO:0008219,0.00970858,0.992953372,99,499,cell death,BP
GO:1901362,0.009863266,0.991910199,260,1427,organic cyclic compound biosynthetic process,BP
GO:0006820,0.009939155,0.993793012,48,215,anion transport,BP
GO:0008582,0.010019019,0.997816972,7,17,regulation of synaptic assembly at neuromuscular junction,BP
GO:0040008,0.010087822,0.993501317,54,251,regulation of growth,BP
GO:0048149,0.010382103,0.998124029,6,13,behavioral response to ethanol,BP
GO:0009988,0.010702743,0.998052572,6,13,cell-cell recognition,BP
GO:0071825,0.010864531,0.999558516,3,4,protein-lipid complex subunit organization,BP
GO:0071827,0.010864531,0.999558516,3,4,plasma lipoprotein particle organization,BP
GO:0051046,0.01120599,0.992981455,47,213,regulation of secretion,BP
GO:0043067,0.011318694,0.991462264,122,632,regulation of programmed cell death,BP
GO:0044248,0.011343307,0.990813563,219,1200,cellular catabolic process,BP
GO:0030838,0.01141679,0.996745108,9,25,positive regulation of actin filament polymerization,BP
GO:0030811,0.011469905,0.992484136,56,268,regulation of nucleotide catabolic process,BP
GO:0033121,0.011469905,0.992484136,56,268,regulation of purine nucleotide catabolic process,BP
GO:0043412,0.011963324,0.989897353,348,1969,macromolecule modification,BP
GO:0045892,0.012172066,0.991665452,68,328,negative regulation of DNA-templated transcription,BP
GO:0045454,0.012198974,0.995019677,15,51,cell redox homeostasis,BP
GO:0001974,0.012264405,0.998183549,5,10,blood vessel remodeling,BP
GO:0023056,0.012293924,0.990874411,107,550,positive regulation of signaling,BP
GO:0034654,0.01235394,0.9899152,232,1270,nucleobase-containing compound biosynthetic process,BP
GO:0033344,0.012365087,0.998744737,4,7,cholesterol efflux,BP
GO:0009118,0.01237285,0.991855827,56,269,regulation of nucleoside metabolic process,BP
GO:0071417,0.012452156,0.992889368,33,142,cellular response to organonitrogen compound,BP
GO:0043281,0.012524323,0.993410322,26,105,regulation of cysteine-type endopeptidase activity involved in apoptotic process,BP
GO:0070536,0.012536226,0.996725187,8,21,protein K63-linked deubiquitination,BP
GO:0018205,0.012803868,0.993451924,24,95,peptidyl-lysine modification,BP
GO:0097191,0.012879849,0.995358491,12,38,extrinsic apoptotic signaling pathway,BP
GO:0061448,0.012882127,0.99451342,16,56,connective tissue development,BP
GO:0090209,0.01308666,0.998647739,4,7,negative regulation of triglyceride metabolic process,BP
GO:0036230,0.01312145,0.999425845,3,4,granulocyte activation,BP
GO:0042119,0.01312145,0.999425845,3,4,neutrophil activation,BP
GO:0090092,0.01317236,0.994183242,17,62,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,BP
GO:0007339,0.013628145,0.997924424,5,10,binding of sperm to zona pellucida,BP
GO:0060135,0.013635826,0.997922943,5,10,maternal process involved in female pregnancy,BP
GO:0009952,0.01373272,0.993278997,21,83,anterior/posterior pattern specification,BP
GO:0044091,0.0137445,0.999387459,3,4,membrane biogenesis,BP
GO:0043647,0.013771575,0.997255941,6,14,inositol phosphate metabolic process,BP
GO:0051253,0.013789439,0.990387933,72,352,negative regulation of RNA metabolic process,BP
GO:0016051,0.01382819,0.993394354,20,75,carbohydrate biosynthetic process,BP
GO:0044271,0.013888023,0.988546691,250,1379,cellular nitrogen compound biosynthetic process,BP
GO:0042698,0.013968942,0.997858493,5,10,ovulation cycle,BP
GO:0070076,0.013993373,0.997201386,6,14,histone lysine demethylation,BP
GO:0006812,0.014031861,0.989558305,105,538,cation transport,BP
GO:0048584,0.01411843,0.989108812,135,716,positive regulation of response to stimulus,BP
GO:0051051,0.014171394,0.991983995,31,132,negative regulation of transport,BP
GO:1903053,0.014216056,0.997146397,6,14,regulation of extracellular matrix organization,BP
GO:0002443,0.014247188,0.997138692,6,14,leukocyte mediated immunity,BP
GO:0045048,0.014288285,0.999353361,3,4,protein insertion into ER membrane,BP
GO:0046903,0.014367813,0.990945626,45,207,secretion,BP
GO:0039506,0.01444101,0.999343687,3,4,modulation by virus of host molecular function,BP
GO:0044359,0.01444101,0.999343687,3,4,modulation of molecular function in another organism,BP
GO:0052055,0.01444101,0.999343687,3,4,modulation by symbiont of host molecular function,BP
GO:0009093,0.014460391,0.999342456,3,4,cysteine catabolic process,BP
GO:0019448,0.014460391,0.999342456,3,4,L-cysteine catabolic process,BP
GO:0015711,0.014465148,0.991497653,35,151,organic anion transport,BP
GO:0043518,0.014589602,0.999334233,3,4,"negative regulation of DNA damage response, signal transduction by p53 class mediator",BP
GO:0043149,0.014596368,0.999333801,3,4,stress fiber assembly,BP
GO:2000678,0.014646463,0.999330604,3,4,negative regulation of transcription regulatory region DNA binding,BP
GO:0090382,0.014714769,0.999326238,3,4,phagosome maturation,BP
GO:0000290,0.014767659,0.999322851,3,4,deadenylation-dependent decapping of nuclear-transcribed mRNA,BP
GO:0000050,0.014791403,0.998411611,4,7,urea cycle,BP
GO:0051172,0.014833882,0.989348561,83,415,negative regulation of nitrogen compound metabolic process,BP
GO:1902679,0.014864895,0.989710998,68,331,negative regulation of RNA biosynthetic process,BP
GO:0019079,0.014926261,0.999312665,3,4,viral genome replication,BP
GO:1901186,0.014960919,0.998387615,4,7,positive regulation of ERBB signaling pathway,BP
GO:0015850,0.01496271,0.994464392,12,39,organic hydroxy compound transport,BP
GO:0036089,0.015011058,0.999307201,3,4,cleavage furrow formation,BP
GO:0031334,0.015034008,0.994434154,12,39,positive regulation of protein-containing complex assembly,BP
GO:0006521,0.015098997,0.99930152,3,4,regulation of cellular amino acid metabolic process,BP
GO:0044068,0.01510047,0.998367793,4,7,modulation by symbiont of host cellular process,BP
GO:0070537,0.015110521,0.999300775,3,4,histone H2A K63-linked deubiquitination,BP
GO:0019418,0.015138855,0.999298941,3,4,sulfide oxidation,BP
GO:0070221,0.015138855,0.999298941,3,4,"sulfide oxidation, using sulfide:quinone oxidoreductase",BP
GO:0002455,0.015183598,0.999296042,3,4,humoral immune response mediated by circulating immunoglobulin,BP
GO:0030091,0.015183599,0.999296042,3,4,protein repair,BP
GO:0045927,0.015259328,0.992778336,19,72,positive regulation of growth,BP
GO:0017121,0.015259614,0.998345113,4,7,plasma membrane phospholipid scrambling,BP
GO:0090100,0.015271514,0.99537535,9,26,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,BP
GO:0042147,0.0153632,0.995774276,8,22,"retrograde transport, endosome to Golgi",BP
GO:0018130,0.015371333,0.987320634,243,1341,heterocycle biosynthetic process,BP
GO:0030518,0.015391068,0.996263944,7,18,intracellular steroid hormone receptor signaling pathway,BP
GO:0030433,0.015398547,0.994949131,10,30,ubiquitin-dependent ERAD pathway,BP
GO:0019673,0.015410832,0.998323489,4,7,GDP-mannose metabolic process,BP
GO:0003416,0.015515487,0.998308482,4,7,endochondral bone growth,BP
GO:2000346,0.015531433,0.998306192,4,7,negative regulation of hepatocyte proliferation,BP
GO:0032793,0.015554396,0.998302894,4,7,positive regulation of CREB transcription factor activity,BP
GO:0070252,0.015709868,0.997383626,5,11,actin-mediated cell contraction,BP
GO:0033013,0.015753975,0.993847628,13,43,tetrapyrrole metabolic process,BP
GO:0001841,0.015768122,0.996757321,6,14,neural tube formation,BP
GO:0030865,0.015964532,0.996094851,7,18,cortical cytoskeleton organization,BP
GO:0042743,0.016057202,0.99509405,9,26,hydrogen peroxide metabolic process,BP
GO:0030162,0.01607444,0.989175837,58,280,regulation of proteolysis,BP
GO:0016070,0.016125516,0.986430888,303,1698,RNA metabolic process,BP
GO:0001988,0.016200116,0.998209478,4,7,positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure,BP
GO:0060112,0.016200116,0.998209478,4,7,generation of ovulation cycle rhythm,BP
GO:0009713,0.016201447,0.998209284,4,7,catechol-containing compound biosynthetic process,BP
GO:0042416,0.016201447,0.998209284,4,7,dopamine biosynthetic process,BP
GO:0042423,0.016201447,0.998209284,4,7,catecholamine biosynthetic process,BP
GO:0009226,0.016350669,0.996608749,6,14,nucleotide-sugar biosynthetic process,BP
GO:0008283,0.016472541,0.98881639,60,289,cell population proliferation,BP
GO:0030641,0.016514285,0.996566779,6,14,regulation of cellular pH,BP
GO:0051453,0.016514285,0.996566779,6,14,regulation of intracellular pH,BP
GO:0017157,0.016627943,0.992902905,15,53,regulation of exocytosis,BP
GO:0033674,0.016802045,0.988976198,51,240,positive regulation of kinase activity,BP
GO:0048519,0.016825898,0.985799764,310,1753,negative regulation of biological process,BP
GO:0010647,0.016914841,0.987274058,107,556,positive regulation of cell communication,BP
GO:0048585,0.017151921,0.987123568,105,545,negative regulation of response to stimulus,BP
GO:0006402,0.0175581,0.99174912,18,68,mRNA catabolic process,BP
GO:0010921,0.018055026,0.99219293,15,54,regulation of phosphatase activity,BP
GO:0006006,0.018221219,0.991192898,19,73,glucose metabolic process,BP
GO:0007010,0.018737033,0.986718385,72,361,cytoskeleton organization,BP
GO:0072657,0.018785935,0.991318261,17,64,protein localization to membrane,BP
GO:0007034,0.019009038,0.993052507,11,36,vacuolar transport,BP
GO:0019318,0.019112244,0.989816168,24,98,hexose metabolic process,BP
GO:0051101,0.019244187,0.99387611,9,27,regulation of DNA binding,BP
GO:2000116,0.019385876,0.989353111,26,109,regulation of cysteine-type endopeptidase activity,BP
GO:0009612,0.019442787,0.989446321,25,106,response to mechanical stimulus,BP
GO:0007276,0.019586205,0.987829523,39,179,gamete generation,BP
GO:0071557,0.019695066,1,2,2,histone H3-K27 demethylation,BP
GO:0016043,0.019806517,0.982833607,433,2515,cellular component organization,BP
