Orthogroup	Montipora_gene	Pocillopora_gene	Spis_gene
OG0001367	Montipora_capitata_HIv3___RNAseq.g26722.t1	Pocillopora_acuta_HIv2___RNAseq.g29901.t1	Spis12813
OG0001401	Montipora_capitata_HIv3___TS.g27679.t3	Pocillopora_acuta_HIv2___RNAseq.g7273.t1	Spis9430.t1
OG0001419	Montipora_capitata_HIv3___RNAseq.g29158.t1	Pocillopora_acuta_HIv2___RNAseq.g12072.t1	Spis17566
OG0001430	Montipora_capitata_HIv3___RNAseq.g26720.t1	Pocillopora_acuta_HIv2___TS.g11706.t3	Spis807.t1
OG0001433	Montipora_capitata_HIv3___RNAseq.g46115.t1	Pocillopora_acuta_HIv2___RNAseq.g5574.t1	Spis18214
OG0001436	Montipora_capitata_HIv3___TS.g5646.t1	Pocillopora_acuta_HIv2___TS.g24163.t2	Spis10117
OG0001437	Montipora_capitata_HIv3___RNAseq.g34418.t1	Pocillopora_acuta_HIv2___RNAseq.g18608.t1	Spis12537.t1
OG0001440	Montipora_capitata_HIv3___TS.g7193.t1	Pocillopora_acuta_HIv2___RNAseq.g17656.t1	Spis19633
OG0001442	Montipora_capitata_HIv3___RNAseq.g44372.t1	Pocillopora_acuta_HIv2___RNAseq.g14897.t1	Spis187
OG0001447	Montipora_capitata_HIv3___RNAseq.g552.t1	Pocillopora_acuta_HIv2___RNAseq.g26282.t1	Spis16231.t1
OG0001451	Montipora_capitata_HIv3___TS.g46142.t2	Pocillopora_acuta_HIv2___RNAseq.g9632.t1	Spis13270
OG0001460	Montipora_capitata_HIv3___TS.g46869.t1	Pocillopora_acuta_HIv2___RNAseq.g13146.t1b	Spis4267
OG0001465	Montipora_capitata_HIv3___RNAseq.g46640.t1	Pocillopora_acuta_HIv2___RNAseq.3688_t	Spis7316
OG0001470	Montipora_capitata_HIv3___RNAseq.g47015.t1	Pocillopora_acuta_HIv2___TS.g8323.t1a	Spis24578
OG0001484	Montipora_capitata_HIv3___RNAseq.g12079.t1	Pocillopora_acuta_HIv2___RNAseq.g26360.t1	Spis10713
OG0001489	Montipora_capitata_HIv3___RNAseq.g3122.t1	Pocillopora_acuta_HIv2___RNAseq.g1274.t1	Spis1287
OG0001490	Montipora_capitata_HIv3___TS.g973.t2	Pocillopora_acuta_HIv2___RNAseq.g5138.t1	Spis18918
OG0001498	Montipora_capitata_HIv3___RNAseq.g30055.t1	Pocillopora_acuta_HIv2___TS.g5202.t1	Spis9085
OG0001506	Montipora_capitata_HIv3___RNAseq.g36902.t1	Pocillopora_acuta_HIv2___RNAseq.g16386.t1	Spis8703.t2
OG0001507	Montipora_capitata_HIv3___TS.g21716.t2	Pocillopora_acuta_HIv2___RNAseq.g25507.t1	Spis23656
OG0001508	Montipora_capitata_HIv3___RNAseq.g11725.t1	Pocillopora_acuta_HIv2___RNAseq.g26467.t1	Spis13398.t1
OG0001509	Montipora_capitata_HIv3___TS.g45572.t1a	Pocillopora_acuta_HIv2___RNAseq.g15287.t1	Spis8323.t1
OG0001511	Montipora_capitata_HIv3___RNAseq.g44552.t2	Pocillopora_acuta_HIv2___RNAseq.g15492.t2a	Spis9291
OG0001521	Montipora_capitata_HIv3___RNAseq.g13461.t1	Pocillopora_acuta_HIv2___RNAseq.g13878.t1	Spis4481
OG0001542	Montipora_capitata_HIv3___RNAseq.g771.t2	Pocillopora_acuta_HIv2___RNAseq.24828_t	Spis4767.t1
OG0001549	Montipora_capitata_HIv3___RNAseq.g40940.t1	Pocillopora_acuta_HIv2___TS.g23223.t2	Spis4827
OG0001555	Montipora_capitata_HIv3___TS.g21453.t2	Pocillopora_acuta_HIv2___RNAseq.g31343.t1	Spis7752
OG0001557	Montipora_capitata_HIv3___TS.g48020.t2	Pocillopora_acuta_HIv2___RNAseq.g13136.t3	Spis4261
OG0001567	Montipora_capitata_HIv3___RNAseq.g7322.t1	Pocillopora_acuta_HIv2___RNAseq.g15136.t1	Spis15362
OG0001570	Montipora_capitata_HIv3___TS.g7127.t1	Pocillopora_acuta_HIv2___RNAseq.6832_t	Spis8472.t1
OG0001574	Montipora_capitata_HIv3___TS.g6865.t1b	Pocillopora_acuta_HIv2___TS.g24851.t1b	Spis13538
OG0001585	Montipora_capitata_HIv3___RNAseq.g38477.t1	Pocillopora_acuta_HIv2___RNAseq.g20398.t1	Spis15678
OG0001590	Montipora_capitata_HIv3___RNAseq.g39241.t1	Pocillopora_acuta_HIv2___RNAseq.g20468.t1	Spis21194
OG0001591	Montipora_capitata_HIv3___RNAseq.g43124.t1	Pocillopora_acuta_HIv2___RNAseq.11263_t	Spis582
OG0001609	Montipora_capitata_HIv3___RNAseq.g39781.t1	Pocillopora_acuta_HIv2___RNAseq.g6132.t1	Spis12551
OG0001612	Montipora_capitata_HIv3___RNAseq.g48222.t1	Pocillopora_acuta_HIv2___RNAseq.g4757.t1	Spis2038
OG0001617	Montipora_capitata_HIv3___RNAseq.g16225.t3	Pocillopora_acuta_HIv2___RNAseq.g4511.t1	Spis18276
OG0001629	Montipora_capitata_HIv3___TS.g6988.t1	Pocillopora_acuta_HIv2___TS.g3024.t4	Spis8684
OG0001631	Montipora_capitata_HIv3___TS.g25680.t1	Pocillopora_acuta_HIv2___TS.g19009.t3	Spis4997.t1
OG0001634	Montipora_capitata_HIv3___RNAseq.g4594.t1	Pocillopora_acuta_HIv2___TS.g26487.t2	Spis2511
OG0001643	Montipora_capitata_HIv3___RNAseq.g43127.t1	Pocillopora_acuta_HIv2___TS.g30113.t2	Spis589
OG0001647	Montipora_capitata_HIv3___RNAseq.g33749.t1	Pocillopora_acuta_HIv2___RNAseq.g11694.t1	Spis18879
OG0001651	Montipora_capitata_HIv3___RNAseq.g46910.t1	Pocillopora_acuta_HIv2___TS.g6316.t1	Spis10044
OG0001656	Montipora_capitata_HIv3___RNAseq.g30168.t1	Pocillopora_acuta_HIv2___RNAseq.g30802.t1	Spis7483
OG0001657	Montipora_capitata_HIv3___TS.g42335.t2	Pocillopora_acuta_HIv2___RNAseq.g17157.t1	Spis2236
OG0001683	Montipora_capitata_HIv3___RNAseq.g24328.t1	Pocillopora_acuta_HIv2___RNAseq.g3807.t1	Spis13203
OG0001695	Montipora_capitata_HIv3___RNAseq.g31411.t2	Pocillopora_acuta_HIv2___TS.g5347.t1	Spis5304.t1
OG0001701	Montipora_capitata_HIv3___RNAseq.g38871.t1	Pocillopora_acuta_HIv2___RNAseq.g27084.t1a	Spis697
OG0001708	Montipora_capitata_HIv3___RNAseq.g20476.t1	Pocillopora_acuta_HIv2___RNAseq.g4083.t2c	Spis15197
OG0001712	Montipora_capitata_HIv3___RNAseq.g39613.t1b	Pocillopora_acuta_HIv2___TS.g23932.t1	Spis21134
OG0001716	Montipora_capitata_HIv3___TS.g8129.t3	Pocillopora_acuta_HIv2___TS.g13852.t1	Spis3952.t1
OG0001718	Montipora_capitata_HIv3___TS.g18055.t1	Pocillopora_acuta_HIv2___TS.g20774.t2	Spis1368
OG0001720	Montipora_capitata_HIv3___RNAseq.g49332.t2	Pocillopora_acuta_HIv2___RNAseq.g25888.t1	Spis19456.t1
OG0001741	Montipora_capitata_HIv3___RNAseq.g30054.t1	Pocillopora_acuta_HIv2___RNAseq.g19232.t2	Spis16582
OG0001758	Montipora_capitata_HIv3___RNAseq.g30421.t1b	Pocillopora_acuta_HIv2___RNAseq.g30676.t1	Spis8594
OG0001763	Montipora_capitata_HIv3___TS.g46131.t2	Pocillopora_acuta_HIv2___RNAseq.g1066.t1	Spis21029
OG0001765	Montipora_capitata_HIv3___RNAseq.g4797.t1	Pocillopora_acuta_HIv2___TS.g6120.t1	Spis2474
OG0001771	Montipora_capitata_HIv3___RNAseq.g49866.t1	Pocillopora_acuta_HIv2___RNAseq.g2816.t1	Spis18014
OG0001801	Montipora_capitata_HIv3___TS.g47938.t1	Pocillopora_acuta_HIv2___TS.g15327.t1	Spis9684
OG0001803	Montipora_capitata_HIv3___RNAseq.g44111.t3	Pocillopora_acuta_HIv2___RNAseq.g14721.t1	Spis3402.t1
OG0001804	Montipora_capitata_HIv3___RNAseq.g12613.t1	Pocillopora_acuta_HIv2___RNAseq.g24868.t1	Spis5869
OG0001811	Montipora_capitata_HIv3___RNAseq.g34917.t1	Pocillopora_acuta_HIv2___RNAseq.g23747.t1	Spis1112
OG0001813	Montipora_capitata_HIv3___RNAseq.g9335.t1	Pocillopora_acuta_HIv2___TS.g17647.t1	Spis2153.t2
OG0001815	Montipora_capitata_HIv3___RNAseq.g25496.t1	Pocillopora_acuta_HIv2___RNAseq.g28054.t1	Spis3865
OG0001823	Montipora_capitata_HIv3___RNAseq.g17825.t2	Pocillopora_acuta_HIv2___RNAseq.g27331.t1	Spis5254
OG0001825	Montipora_capitata_HIv3___TS.g40030.t1	Pocillopora_acuta_HIv2___RNAseq.g3172.t1	Spis8425.t2
OG0001832	Montipora_capitata_HIv3___TS.g36109.t1	Pocillopora_acuta_HIv2___RNAseq.g7229.t1	Spis6874
OG0001845	Montipora_capitata_HIv3___RNAseq.g45578.t1	Pocillopora_acuta_HIv2___RNAseq.g15648.t1	Spis17522
OG0001846	Montipora_capitata_HIv3___RNAseq.g48852.t1a	Pocillopora_acuta_HIv2___RNAseq.g7831.t1	Spis1812
OG0001847	Montipora_capitata_HIv3___RNAseq.g19951.t1	Pocillopora_acuta_HIv2___RNAseq.g26731.t2	Spis5340
OG0001856	Montipora_capitata_HIv3___RNAseq.g34212.t3	Pocillopora_acuta_HIv2___RNAseq.g18550.t3	Spis1445.t1
OG0001864	Montipora_capitata_HIv3___TS.g34103.t1	Pocillopora_acuta_HIv2___RNAseq.g11307.t2	Spis3037
OG0001869	Montipora_capitata_HIv3___RNAseq.g4873.t1	Pocillopora_acuta_HIv2___RNAseq.g7631.t1	Spis20626
OG0001878	Montipora_capitata_HIv3___RNAseq.g12081.t1	Pocillopora_acuta_HIv2___TS.g22484.t4	Spis10711.t1
OG0001879	Montipora_capitata_HIv3___RNAseq.g26658.t1	Pocillopora_acuta_HIv2___TS.g10243.t2	Spis18831.t1
OG0001887	Montipora_capitata_HIv3___RNAseq.g33558.t1	Pocillopora_acuta_HIv2___RNAseq.g18397.t1	Spis19519
OG0001895	Montipora_capitata_HIv3___RNAseq.g19223.t1	Pocillopora_acuta_HIv2___RNAseq.1177_t	Spis17785.t2
OG0001896	Montipora_capitata_HIv3___RNAseq.g12736.t1	Pocillopora_acuta_HIv2___TS.g21184.t2	Spis2410
OG0001898	Montipora_capitata_HIv3___RNAseq.g46517.t1	Pocillopora_acuta_HIv2___RNAseq.g5081.t1	Spis14281
OG0001903	Montipora_capitata_HIv3___RNAseq.g15943.t1	Pocillopora_acuta_HIv2___RNAseq.g4327.t1	Spis14181
OG0001917	Montipora_capitata_HIv3___RNAseq.g35463.t2	Pocillopora_acuta_HIv2___TS.g24593.t1	Spis10348
OG0001922	Montipora_capitata_HIv3___RNAseq.g15061.t1	Pocillopora_acuta_HIv2___RNAseq.g13965.t1	Spis19266
OG0001923	Montipora_capitata_HIv3___RNAseq.g16480.t1	Pocillopora_acuta_HIv2___TS.g23605.t2	Spis5787
OG0001934	Montipora_capitata_HIv3___RNAseq.g23574.t1	Pocillopora_acuta_HIv2___RNAseq.10610_t	Spis6049
OG0001938	Montipora_capitata_HIv3___RNAseq.g5007.t1	Pocillopora_acuta_HIv2___TS.g26651.t1	Spis9610
OG0001957	Montipora_capitata_HIv3___TS.g40750.t4	Pocillopora_acuta_HIv2___RNAseq.g28879.t1	Spis7708
OG0001973	Montipora_capitata_HIv3___RNAseq.g36869.t1	Pocillopora_acuta_HIv2___TS.g2576.t2	Spis6264.t1
OG0001983	Montipora_capitata_HIv3___RNAseq.g50198.t1	Pocillopora_acuta_HIv2___RNAseq.g2515.t1	Spis916
OG0001994	Montipora_capitata_HIv3___RNAseq.g7407.t1	Pocillopora_acuta_HIv2___RNAseq.g14452.t1	Spis17685
OG0002000	Montipora_capitata_HIv3___RNAseq.g41158.t1	Pocillopora_acuta_HIv2___TS.g27659.t1	Spis274
OG0002005	Montipora_capitata_HIv3___TS.g29106.t2	Pocillopora_acuta_HIv2___RNAseq.g15125.t1	Spis18898
OG0002007	Montipora_capitata_HIv3___RNAseq.g5087.t1	Pocillopora_acuta_HIv2___RNAseq.g1671.t1	Spis9841
OG0002010	Montipora_capitata_HIv3___RNAseq.g30085.t1	Pocillopora_acuta_HIv2___RNAseq.g19213.t1a	Spis9055
OG0002012	Montipora_capitata_HIv3___RNAseq.g50193.t1	Pocillopora_acuta_HIv2___RNAseq.g2524.t1	Spis906
OG0002022	Montipora_capitata_HIv3___RNAseq.g20434.t1	Pocillopora_acuta_HIv2___RNAseq.g28414.t1	Spis5634
OG0002023	Montipora_capitata_HIv3___RNAseq.g19576.t1	Pocillopora_acuta_HIv2___TS.g29356.t2	Spis15654
OG0002033	Montipora_capitata_HIv3___RNAseq.g28067.t1	Pocillopora_acuta_HIv2___RNAseq.g19647.t1	Spis2971
OG0002035	Montipora_capitata_HIv3___RNAseq.g45927.t1	Pocillopora_acuta_HIv2___RNAseq.g17955.t1	Spis18766
OG0002040	Montipora_capitata_HIv3___TS.g11096.t2	Pocillopora_acuta_HIv2___RNAseq.g4464.t1	Spis22697.t1
OG0002046	Montipora_capitata_HIv3___RNAseq.g27618.t1	Pocillopora_acuta_HIv2___RNAseq.g9451.t1	Spis7261
OG0002050	Montipora_capitata_HIv3___RNAseq.g43986.t1a	Pocillopora_acuta_HIv2___RNAseq.g14579.t2	Spis19318
OG0002052	Montipora_capitata_HIv3___RNAseq.g27662.t1	Pocillopora_acuta_HIv2___RNAseq.g4177.t1	Spis6403
OG0002063	Montipora_capitata_HIv3___RNAseq.g8717.t1	Pocillopora_acuta_HIv2___RNAseq.g16276.t1	Spis6763
OG0002065	Montipora_capitata_HIv3___RNAseq.g44285.t1	Pocillopora_acuta_HIv2___RNAseq.g24037.t1	Spis116
OG0002073	Montipora_capitata_HIv3___RNAseq.g18549.t1	Pocillopora_acuta_HIv2___RNAseq.g6722.t1	Spis5900
OG0002082	Montipora_capitata_HIv3___RNAseq.g3217.t1	Pocillopora_acuta_HIv2___RNAseq.g28872.t1	Spis7715.t1
OG0002092	Montipora_capitata_HIv3___RNAseq.g33152.t1	Pocillopora_acuta_HIv2___RNAseq.18888_t	Spis6520
OG0002098	Montipora_capitata_HIv3___TS.g45892.t1	Pocillopora_acuta_HIv2___RNAseq.g3103.t1	Spis20310.t1
OG0002113	Montipora_capitata_HIv3___TS.g34999.t1	Pocillopora_acuta_HIv2___RNAseq.g10823.t1	Spis14030
OG0002125	Montipora_capitata_HIv3___TS.g3040.t2	Pocillopora_acuta_HIv2___RNAseq.g7849.t1	Spis19671
OG0002128	Montipora_capitata_HIv3___RNAseq.g46365.t1	Pocillopora_acuta_HIv2___RNAseq.g5033.t1	Spis10422
OG0002129	Montipora_capitata_HIv3___RNAseq.g4637.t1	Pocillopora_acuta_HIv2___RNAseq.g11796.t1	Spis1019
OG0002130	Montipora_capitata_HIv3___RNAseq.g35546.t2	Pocillopora_acuta_HIv2___RNAseq.g22820.t1	Spis1502
OG0002134	Montipora_capitata_HIv3___TS.g25848.t1	Pocillopora_acuta_HIv2___RNAseq.g21254.t1	Spis5020
OG0002136	Montipora_capitata_HIv3___TS.g46726.t2	Pocillopora_acuta_HIv2___TS.g3989.t1	Spis11674
OG0002137	Montipora_capitata_HIv3___RNAseq.g4901.t1	Pocillopora_acuta_HIv2___TS.g27234.t2	Spis6237
OG0002138	Montipora_capitata_HIv3___RNAseq.g37140.t1	Pocillopora_acuta_HIv2___RNAseq.g17666.t1	Spis19545
OG0002139	Montipora_capitata_HIv3___RNAseq.g8976.t1	Pocillopora_acuta_HIv2___RNAseq.g15975.t1	Spis7955
OG0002160	Montipora_capitata_HIv3___RNAseq.g42239.t1	Pocillopora_acuta_HIv2___RNAseq.g12957.t1	Spis8775
OG0002174	Montipora_capitata_HIv3___RNAseq.g12760.t1	Pocillopora_acuta_HIv2___RNAseq.g24756.t1	Spis2399
OG0002175	Montipora_capitata_HIv3___RNAseq.g15011.t1	Pocillopora_acuta_HIv2___RNAseq.g13830.t1	Spis15831
OG0002180	Montipora_capitata_HIv3___RNAseq.33169_t	Pocillopora_acuta_HIv2___TS.g20782.t2	Spis1374
OG0002184	Montipora_capitata_HIv3___RNAseq.g11554.t1	Pocillopora_acuta_HIv2___RNAseq.g18036.t1	Spis9767
OG0002187	Montipora_capitata_HIv3___TS.g4504.t1	Pocillopora_acuta_HIv2___RNAseq.g2705.t1	Spis20880
OG0002190	Montipora_capitata_HIv3___TS.g38093.t1	Pocillopora_acuta_HIv2___TS.g25168.t1c	Spis19535
OG0002197	Montipora_capitata_HIv3___RNAseq.g31751.t1	Pocillopora_acuta_HIv2___RNAseq.g30380.t1	Spis14159
OG0002215	Montipora_capitata_HIv3___TS.g29866.t1	Pocillopora_acuta_HIv2___RNAseq.g20523.t1	Spis18786
OG0002216	Montipora_capitata_HIv3___RNAseq.g6407.t1	Pocillopora_acuta_HIv2___RNAseq.g2053.t1	Spis4591
OG0002218	Montipora_capitata_HIv3___TS.g19054.t4b	Pocillopora_acuta_HIv2___RNAseq.g11745.t1a	Spis978
OG0002219	Montipora_capitata_HIv3___RNAseq.g12878.t1	Pocillopora_acuta_HIv2___RNAseq.g24708.t1	Spis2363.t2
OG0002222	Montipora_capitata_HIv3___RNAseq.g45301.t1	Pocillopora_acuta_HIv2___TS.g4023.t2	Spis13170
OG0002223	Montipora_capitata_HIv3___TS.g44692.t1	Pocillopora_acuta_HIv2___TS.g17331.t1	Spis15790.t1
OG0002228	Montipora_capitata_HIv3___RNAseq.g5419.t1	Pocillopora_acuta_HIv2___RNAseq.g7508.t1	Spis4234
OG0002234	Montipora_capitata_HIv3___RNAseq.g34420.t1	Pocillopora_acuta_HIv2___TS.g20912.t1a	Spis12534
OG0002235	Montipora_capitata_HIv3___RNAseq.g21276.t1	Pocillopora_acuta_HIv2___RNAseq.g10754.t1	Spis9633
OG0002238	Montipora_capitata_HIv3___TS.g34025.t2	Pocillopora_acuta_HIv2___TS.g13061.t1	Spis19429
OG0002249	Montipora_capitata_HIv3___RNAseq.g9815.t1	Pocillopora_acuta_HIv2___TS.g30396.t1	Spis17519
OG0002252	Montipora_capitata_HIv3___RNAseq.g13209.t1	Pocillopora_acuta_HIv2___RNAseq.g25129.t2	Spis18081
OG0002253	Montipora_capitata_HIv3___RNAseq.g33561.t1	Pocillopora_acuta_HIv2___RNAseq.g18400.t1	Spis19516
OG0002260	Montipora_capitata_HIv3___TS.g26604.t1	Pocillopora_acuta_HIv2___RNAseq.g2204.t1	Spis6232
OG0002262	Montipora_capitata_HIv3___RNAseq.g40808.t1	Pocillopora_acuta_HIv2___RNAseq.g12707.t1	Spis9690
OG0002263	Montipora_capitata_HIv3___RNAseq.g11188.t1	Pocillopora_acuta_HIv2___RNAseq.g16777.t1	Spis13970
OG0002270	Montipora_capitata_HIv3___RNAseq.g44179.t1	Pocillopora_acuta_HIv2___RNAseq.11901_t	Spis18174.t1
OG0002278	Montipora_capitata_HIv3___RNAseq.g18565.t1	Pocillopora_acuta_HIv2___RNAseq.g6748.t1	Spis5922
OG0002279	Montipora_capitata_HIv3___RNAseq.g24942.t1	Pocillopora_acuta_HIv2___RNAseq.g22516.t1	Spis8066
OG0002284	Montipora_capitata_HIv3___RNAseq.g38992.t1	Pocillopora_acuta_HIv2___RNAseq.g29068.t1	Spis2277
OG0002285	Montipora_capitata_HIv3___RNAseq.g21295.t1	Pocillopora_acuta_HIv2___RNAseq.g10751.t1	Spis9634
OG0002288	Montipora_capitata_HIv3___RNAseq.g15754.t1	Pocillopora_acuta_HIv2___RNAseq.g4390.t1	Spis11624
OG0002290	Montipora_capitata_HIv3___RNAseq.g24342.t1	Pocillopora_acuta_HIv2___RNAseq.g3792.t1	Spis13191
OG0002293	Montipora_capitata_HIv3___RNAseq.g14786.t1	Pocillopora_acuta_HIv2___RNAseq.g29543.t1	Spis5174
OG0002294	Montipora_capitata_HIv3___RNAseq.g32685.t1	Pocillopora_acuta_HIv2___RNAseq.g19108.t1	Spis9214
OG0002295	Montipora_capitata_HIv3___RNAseq.g26738.t2	Pocillopora_acuta_HIv2___RNAseq.g29896.t1	Spis12818.t1
OG0002304	Montipora_capitata_HIv3___RNAseq.g7497.t1	Pocillopora_acuta_HIv2___RNAseq.g8500.t1	Spis16108
OG0002306	Montipora_capitata_HIv3___RNAseq.g19324.t1	Pocillopora_acuta_HIv2___RNAseq.g28463.t1	Spis5610
OG0002312	Montipora_capitata_HIv3___RNAseq.g48710.t1	Pocillopora_acuta_HIv2___TS.g8823.t2	Spis13680
