"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0002204",0.0144814765095167,0.999184902329931,2,36,"somatic recombination of immunoglobulin genes involved in immune response","BP"
"GO:0002208",0.0144814765095167,0.999184902329931,2,36,"somatic diversification of immunoglobulins involved in immune response","BP"
"GO:0045190",0.0144814765095167,0.999184902329931,2,36,"isotype switching","BP"
"GO:0050900",0.0149286239870831,0.998215899206175,3,101,"leukocyte migration","BP"
"GO:0002568",0.0151491349848719,0.999923568520732,1,3,"somatic diversification of T cell receptor genes","BP"
"GO:0002681",0.0151491349848719,0.999923568520732,1,3,"somatic recombination of T cell receptor gene segments","BP"
"GO:0033153",0.0151491349848719,0.999923568520732,1,3,"T cell receptor V(D)J recombination","BP"
"GO:0021571",0.0151499853298553,0.999923559910618,1,3,"rhombomere 5 development","BP"
"GO:0021572",0.0151499853298553,0.999923559910618,1,3,"rhombomere 6 development","BP"
"GO:0000455",0.0151532904223817,0.999923526440477,1,3,"enzyme-directed rRNA pseudouridine synthesis","BP"
"GO:0002281",0.0151620375494846,0.999923437824131,1,3,"macrophage activation involved in immune response","BP"
"GO:0042062",0.0151746195911094,0.999923310266007,1,3,"long-term strengthening of neuromuscular junction","BP"
"GO:1902216",0.015207603730286,0.999922975361705,1,3,"positive regulation of interleukin-4-mediated signaling pathway","BP"
"GO:1903774",0.0152404204542198,0.999922641428126,1,3,"positive regulation of viral budding via host ESCRT complex","BP"
"GO:2000395",0.0152404204542198,0.999922641428126,1,3,"regulation of ubiquitin-dependent endocytosis","BP"
"GO:2000397",0.0152404204542198,0.999922641428126,1,3,"positive regulation of ubiquitin-dependent endocytosis","BP"
"GO:0050732",0.0152696125437406,0.999115285845075,2,37,"negative regulation of peptidyl-tyrosine phosphorylation","BP"
"GO:1903301",0.0152888787217845,0.999922147000771,1,3,"positive regulation of hexokinase activity","BP"
"GO:0050927",0.0153486448539784,0.999921535013219,1,3,"positive regulation of positive chemotaxis","BP"
"GO:0070542",0.0161603401414343,0.998009918823918,3,104,"response to fatty acid","BP"
"GO:0016311",0.0163503728611946,0.997067563152483,4,190,"dephosphorylation","BP"
"GO:0010676",0.0168408325025257,0.998970508995478,2,39,"positive regulation of cellular carbohydrate metabolic process","BP"
"GO:0002381",0.0168748838171108,0.998967329715229,2,39,"immunoglobulin production involved in immunoglobulin-mediated immune response","BP"
"GO:0032467",0.0184903591946776,0.99881034445392,2,41,"positive regulation of cytokinesis","BP"
"GO:0002431",0.0193584520739604,0.998722821361992,2,42,"Fc receptor mediated stimulatory signaling pathway","BP"
"GO:0038096",0.0193584520739604,0.998722821361992,2,42,"Fc-gamma receptor signaling pathway involved in phagocytosis","BP"
"GO:0090238",0.0201480620452807,0.999847646196337,1,4,"positive regulation of arachidonic acid secretion","BP"
"GO:0097411",0.0201480620452807,0.999847646196337,1,4,"hypoxia-inducible factor-1alpha signaling pathway","BP"
"GO:0097681",0.0201480726194036,0.999847646035734,1,4,"double-strand break repair via alternative nonhomologous end joining","BP"
"GO:0002326",0.0201495037357324,0.999847624298695,1,4,"B cell lineage commitment","BP"
"GO:0061193",0.0201719652712839,0.999847282928459,1,4,"taste bud development","BP"
"GO:0061194",0.0201719652712839,0.999847282928459,1,4,"taste bud morphogenesis","BP"
"GO:0061195",0.0201719652712839,0.999847282928459,1,4,"taste bud formation","BP"
"GO:0051045",0.0201919738607392,0.99984697851364,1,4,"negative regulation of membrane protein ectodomain proteolysis","BP"
"GO:0098902",0.0201919738607392,0.99984697851364,1,4,"regulation of membrane depolarization during action potential","BP"
"GO:1902214",0.0202062362677822,0.999846761335806,1,4,"regulation of interleukin-4-mediated signaling pathway","BP"
"GO:0038094",0.0202343106177563,0.998632285597139,2,43,"Fc-gamma receptor signaling pathway","BP"
"GO:0002433",0.020237992427449,0.998631904999744,2,43,"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP"
"GO:1903772",0.0202388876849277,0.999846263558281,1,4,"regulation of viral budding via host ESCRT complex","BP"
"GO:0006003",0.0202871018549066,0.999845527034691,1,4,"fructose 2,6-bisphosphate metabolic process","BP"
"GO:0050926",0.0203907137341801,0.999843938244093,1,4,"regulation of positive chemotaxis","BP"
"GO:0006935",0.0204625271741061,0.994289151175053,6,419,"chemotaxis","BP"
"GO:0042113",0.0215086280696955,0.997046643036549,3,116,"B cell activation","BP"
"GO:0016064",0.0220835727228873,0.9984340545239,2,45,"immunoglobulin mediated immune response","BP"
"GO:0019724",0.0220835727228873,0.9984340545239,2,45,"B cell mediated immunity","BP"
"GO:0002684",0.0235891686968908,0.993201959819257,6,433,"positive regulation of immune system process","BP"
"GO:0000723",0.0240581378338744,0.996551499642976,3,121,"telomere maintenance","BP"
"GO:0046887",0.0244260526072019,0.996478129122631,3,122,"positive regulation of hormone secretion","BP"
"GO:0032412",0.0244969182432247,0.996464028704155,3,122,"regulation of ion transmembrane transporter activity","BP"
"GO:0032200",0.0245732972314064,0.99644881329442,3,122,"telomere organization","BP"
"GO:0006109",0.0245760160059599,0.996448271345685,3,122,"regulation of carbohydrate metabolic process","BP"
"GO:0045921",0.0248178355906126,0.99812361944034,2,48,"positive regulation of exocytosis","BP"
"GO:0018105",0.0250669755717069,0.996349579679164,3,123,"peptidyl-serine phosphorylation","BP"
"GO:0090037",0.0251218081639552,0.999746922429577,1,5,"positive regulation of protein kinase C signaling","BP"
"GO:0021555",0.0251218808424273,0.999746920957699,1,5,"midbrain-hindbrain boundary morphogenesis","BP"
"GO:0006599",0.0251224013362419,0.999746910416581,1,5,"phosphagen metabolic process","BP"
"GO:0006603",0.0251224013362419,0.999746910416581,1,5,"phosphocreatine metabolic process","BP"
"GO:0051344",0.0251250163794126,0.999746857452982,1,5,"negative regulation of cyclic-nucleotide phosphodiesterase activity","BP"
"GO:0018343",0.025130096619703,0.999746754544678,1,5,"protein farnesylation","BP"
"GO:0060331",0.0251796893357842,0.999745748855869,1,5,"negative regulation of response to interferon-gamma","BP"
"GO:0060336",0.0251796893357842,0.999745748855869,1,5,"negative regulation of interferon-gamma-mediated signaling pathway","BP"
"GO:0003198",0.025179941235616,0.999745743742462,1,5,"epithelial to mesenchymal transition involved in endocardial cushion formation","BP"
"GO:2001029",0.0251861817145402,0.999745617048111,1,5,"regulation of cellular glucuronidation","BP"
"GO:0002638",0.0252095312589587,0.999745142722267,1,5,"negative regulation of immunoglobulin production","BP"
"GO:2001229",0.0252204909274012,0.999744919932128,1,5,"negative regulation of response to gamma radiation","BP"
"GO:1903551",0.0252279872807027,0.999744767488253,1,5,"regulation of extracellular exosome assembly","BP"
"GO:0033131",0.0255203301524422,0.999738786590924,1,5,"regulation of glucokinase activity","BP"
"GO:0022898",0.0260755711227517,0.996144429910821,3,125,"regulation of transmembrane transporter activity","BP"
"GO:0050730",0.0261061376364567,0.996138189241858,3,125,"regulation of peptidyl-tyrosine phosphorylation","BP"
"GO:0002687",0.0267835482392653,0.997888374135067,2,50,"positive regulation of leukocyte migration","BP"
"GO:0006090",0.0268855888197774,0.997876019964829,2,50,"pyruvate metabolic process","BP"
"GO:0046850",0.0278128274224515,0.997761293169605,2,51,"regulation of bone remodeling","BP"
"GO:0098742",0.0278271634041917,0.997759521906405,2,51,"cell-cell adhesion via plasma-membrane adhesion molecules","BP"
"GO:0033077",0.0278516654767743,0.997756493428313,2,51,"T cell differentiation in thymus","BP"
"GO:0010469",0.0288618206198926,0.99556146641242,3,130,"regulation of signaling receptor activity","BP"
"GO:0045913",0.0289745276176637,0.997614826759493,2,52,"positive regulation of carbohydrate metabolic process","BP"
"GO:0034470",0.0291917286318394,0.992337828590763,5,337,"ncRNA processing","BP"
"GO:1990504",0.0300704992132711,0.999621647082765,1,6,"dense core granule exocytosis","BP"
"GO:0035357",0.0300705137474781,0.99962164671482,1,6,"peroxisome proliferator activated receptor signaling pathway","BP"
"GO:0001555",0.0300725130222592,0.999621596099779,1,6,"oocyte growth","BP"
"GO:0018209",0.0300731361774928,0.995300806558063,3,132,"peptidyl-serine modification","BP"
"GO:0034142",0.030075213264433,0.999621527733119,1,6,"toll-like receptor 4 signaling pathway","BP"
"GO:0002328",0.0300977832611851,0.999620956045367,1,6,"pro-B cell differentiation","BP"
"GO:0022417",0.030101080399437,0.999620872493802,1,6,"protein maturation by protein folding","BP"
"GO:0031991",0.0301161644905634,0.999620490134576,1,6,"regulation of actomyosin contractile ring contraction","BP"
"GO:0050861",0.0301323315990239,0.999620080105927,1,6,"positive regulation of B cell receptor signaling pathway","BP"
"GO:2000270",0.030134330773491,0.99962002938749,1,6,"negative regulation of fibroblast apoptotic process","BP"
"GO:0070257",0.0301400410860951,0.99961988449976,1,6,"positive regulation of mucus secretion","BP"
"GO:0033152",0.0301486080565373,0.999619667077642,1,6,"immunoglobulin V(D)J recombination","BP"
"GO:0045571",0.0302045542052567,0.999618245666929,1,6,"negative regulation of imaginal disc growth","BP"
"GO:1903299",0.0305017475099336,0.999610649954714,1,6,"regulation of hexokinase activity","BP"
"GO:0032409",0.0305693392343204,0.995192700178301,3,133,"regulation of transporter activity","BP"
"GO:1901293",0.03105298943347,0.993227535701497,4,232,"nucleoside phosphate biosynthetic process","BP"
"GO:0008306",0.031103809869398,0.995075495798396,3,134,"associative learning","BP"
"GO:0042326",0.0319443368574797,0.991414164557312,5,345,"negative regulation of phosphorylation","BP"
"GO:0061178",0.0319964475648466,0.997217785563047,2,55,"regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"GO:0006310",0.0327493772618315,0.992738312353958,4,236,"DNA recombination","BP"
"GO:0042059",0.0330075816521598,0.997080043581514,2,56,"negative regulation of epidermal growth factor receptor signaling pathway","BP"
"GO:0042330",0.0339296178533709,0.989369542617565,6,472,"taxis","BP"
"GO:0002028",0.0342621950577779,0.996906126009606,2,57,"regulation of sodium ion transport","BP"
"GO:0031118",0.0349983327761436,0.999471944428932,1,7,"rRNA pseudouridine synthesis","BP"
"GO:0070528",0.0350037893202668,0.999471778625252,1,7,"protein kinase C signaling","BP"
"GO:0051342",0.0350041548699991,0.99947176751664,1,7,"regulation of cyclic-nucleotide phosphodiesterase activity","BP"
"GO:0010738",0.0350211185822017,0.99947125187975,1,7,"regulation of protein kinase A signaling","BP"
"GO:0021798",0.0350221908526393,0.99947121927795,1,7,"forebrain dorsal/ventral pattern formation","BP"
"GO:0042487",0.0350337542312826,0.999470867634957,1,7,"regulation of odontogenesis of dentin-containing tooth","BP"
"GO:0033623",0.0350579408049496,0.999470131736748,1,7,"regulation of integrin activation","BP"
"GO:0000301",0.035080748007755,0.999469437332196,1,7,"retrograde transport, vesicle recycling within Golgi","BP"
"GO:0051967",0.0350907133618448,0.999469133775112,1,7,"negative regulation of synaptic transmission, glutamatergic","BP"
"GO:0043137",0.0350927367731083,0.999469072128738,1,7,"DNA replication, removal of RNA primer","BP"
"GO:0010917",0.0351012651397926,0.999468812258891,1,7,"negative regulation of mitochondrial membrane potential","BP"
"GO:0010744",0.0351578807968475,0.999467085475573,1,7,"positive regulation of macrophage derived foam cell differentiation","BP"
"GO:0002691",0.0351603808547924,0.999467009158054,1,7,"regulation of cellular extravasation","BP"
"GO:0070212",0.0352001784667304,0.999465793538175,1,7,"protein poly-ADP-ribosylation","BP"
"GO:0007508",0.0352150753673983,0.999465338150555,1,7,"larval heart development","BP"
"GO:0006000",0.0352629873333972,0.999463872182192,1,7,"fructose metabolic process","BP"
"GO:0034103",0.0352751873787563,0.996762775731893,2,58,"regulation of tissue remodeling","BP"
"GO:0071379",0.0352794980918342,0.999463366529022,1,7,"cellular response to prostaglandin stimulus","BP"
"GO:0071380",0.0352794980918342,0.999463366529022,1,7,"cellular response to prostaglandin E stimulus","BP"
"GO:0090303",0.0353010123068541,0.996759125980026,2,58,"positive regulation of wound healing","BP"
"GO:1900371",0.0353645462830977,0.996750140629717,2,58,"regulation of purine nucleotide biosynthetic process","BP"
"GO:0060684",0.0354547582348626,0.999457984170102,1,7,"epithelial-mesenchymal cell signaling","BP"
"GO:0007204",0.0360103167172955,0.99396272270501,3,142,"positive regulation of cytosolic calcium ion concentration","BP"
"GO:0060326",0.0362807839575904,0.996618136263447,2,59,"cell chemotaxis","BP"
"GO:1901185",0.0363109774464895,0.996613800116731,2,59,"negative regulation of ERBB signaling pathway","BP"
"GO:0002682",0.0363689507476079,0.986154238684644,8,743,"regulation of immune system process","BP"
"GO:0002449",0.0364177672189798,0.9965984477573,2,59,"lymphocyte mediated immunity","BP"
"GO:0030808",0.0364814774002931,0.996589276701761,2,59,"regulation of nucleotide biosynthetic process","BP"
"GO:0050714",0.0366526016643706,0.993812242533196,3,143,"positive regulation of protein secretion","BP"
"GO:0051302",0.0373726991602496,0.993642306074831,3,144,"regulation of cell division","BP"
"GO:0010811",0.0374753021764093,0.996443614797234,2,60,"positive regulation of cell-substrate adhesion","BP"
"GO:0050796",0.0379716653275873,0.993499834657618,3,145,"regulation of insulin secretion","BP"
"GO:0016340",0.039895816793188,0.999298339620774,1,8,"calcium-dependent cell-matrix adhesion","BP"
"GO:0099515",0.0399346449327049,0.999296962583049,1,8,"actin filament-based transport","BP"
"GO:0048790",0.0399573613859507,0.999296156309687,1,8,"maintenance of presynaptic active zone structure","BP"
"GO:0048290",0.0399608049242689,0.999296034047482,1,8,"isotype switching to IgA isotypes","BP"
"GO:0060474",0.0399608049242689,0.999296034047482,1,8,"positive regulation of flagellated sperm motility involved in capacitation","BP"
"GO:0072679",0.0399608049242689,0.999296034047482,1,8,"thymocyte migration","BP"
"GO:1904155",0.0399608049242689,0.999296034047482,1,8,"DN2 thymocyte differentiation","BP"
"GO:1904156",0.0399608049242689,0.999296034047482,1,8,"DN3 thymocyte differentiation","BP"
"GO:2000304",0.0399760942581551,0.999295491072222,1,8,"positive regulation of ceramide biosynthetic process","BP"
"GO:0033567",0.0399911966773469,0.999294954526227,1,8,"DNA replication, Okazaki fragment processing","BP"
"GO:0034351",0.0399990830966919,0.999294674261744,1,8,"negative regulation of glial cell apoptotic process","BP"
"GO:0045837",0.039999682077653,0.999294652973082,1,8,"negative regulation of membrane potential","BP"
"GO:0048702",0.0400527722685589,0.999292764773718,1,8,"embryonic neurocranium morphogenesis","BP"
"GO:0031663",0.0401476759953556,0.999289383052216,1,8,"lipopolysaccharide-mediated signaling pathway","BP"
"GO:0051222",0.0405421267474208,0.990386823197847,4,253,"positive regulation of protein transport","BP"
"GO:1903532",0.0419490319899584,0.989945034312052,4,256,"positive regulation of secretion by cell","BP"
"GO:0002312",0.0434238613460439,0.995527756768284,2,65,"B cell activation involved in immune response","BP"
"GO:0050657",0.0441841530529028,0.99196946897623,3,154,"nucleic acid transport","BP"
"GO:0050658",0.0441841530529028,0.99196946897623,3,154,"RNA transport","BP"
"GO:1901339",0.044774452531859,0.999100700280973,1,9,"regulation of store-operated calcium channel activity","BP"
"GO:0006006",0.0447816663058966,0.995308297484485,2,66,"glucose metabolic process","BP"
"GO:0090237",0.044782034762183,0.99910039304865,1,9,"regulation of arachidonic acid secretion","BP"
"GO:0001682",0.0448004235696237,0.999099647711608,1,9,"tRNA 5'-leader removal","BP"
"GO:0046477",0.0448014470159573,0.999099606219952,1,9,"glycosylceramide catabolic process","BP"
"GO:0046479",0.0448014470159573,0.999099606219952,1,9,"glycosphingolipid catabolic process","BP"
"GO:0032049",0.0448240982739145,0.999098687663721,1,9,"cardiolipin biosynthetic process","BP"
"GO:0006600",0.0448272684314377,0.999098559069151,1,9,"creatine metabolic process","BP"
"GO:0050901",0.0448331506004864,0.999098320439566,1,9,"leukocyte tethering or rolling","BP"
"GO:0061756",0.0448331506004864,0.999098320439566,1,9,"leukocyte adhesion to vascular endothelial cell","BP"
"GO:0002407",0.0448347392440566,0.999098255985491,1,9,"dendritic cell chemotaxis","BP"
"GO:0048382",0.0448365475126586,0.999098182617989,1,9,"mesendoderm development","BP"
"GO:0070255",0.0448369873363103,0.999098164772414,1,9,"regulation of mucus secretion","BP"
"GO:1990709",0.044843135011048,0.999097915315478,1,9,"presynaptic active zone organization","BP"
"GO:0007175",0.0448567925152051,0.999097361003267,1,9,"negative regulation of epidermal growth factor-activated receptor activity","BP"
"GO:0050855",0.0448897717820607,0.999096021771516,1,9,"regulation of B cell receptor signaling pathway","BP"
"GO:0048036",0.0448935858733298,0.999095866822621,1,9,"central complex development","BP"
"GO:1903543",0.0449168477555253,0.99909492150745,1,9,"positive regulation of exosomal secretion","BP"
"GO:2001228",0.0449549016862527,0.999093373990364,1,9,"regulation of response to gamma radiation","BP"
"GO:0043066",0.0461596848677242,0.982897227346093,7,642,"negative regulation of apoptotic process","BP"
"GO:1904062",0.0469895153977942,0.991247735735801,3,158,"regulation of cation transmembrane transport","BP"
"GO:0006954",0.047801509828501,0.991035496073069,3,159,"inflammatory response","BP"
"GO:0009127",0.0482948731493067,0.994722071765661,2,69,"purine nucleoside monophosphate biosynthetic process","BP"
"GO:0009168",0.0482948731493067,0.994722071765661,2,69,"purine ribonucleoside monophosphate biosynthetic process","BP"
"GO:0002793",0.0483851989100456,0.990881820334969,3,160,"positive regulation of peptide secretion","BP"
"GO:0051236",0.048540036561196,0.990841086240234,3,160,"establishment of RNA localization","BP"
"GO:0035641",0.0496172449535687,0.998879960499792,1,10,"locomotory exploration behavior","BP"
"GO:0042664",0.049622473934741,0.99887972217276,1,10,"negative regulation of endodermal cell fate specification","BP"
"GO:1903225",0.049622473934741,0.99887972217276,1,10,"negative regulation of endodermal cell differentiation","BP"
"GO:0090200",0.0496236337645566,0.998879669306419,1,10,"positive regulation of release of cytochrome c from mitochondria","BP"
"GO:0046514",0.0496532277682957,0.99887831994859,1,10,"ceramide catabolic process","BP"
"GO:0060129",0.049657453825451,0.99887812719124,1,10,"thyroid-stimulating hormone-secreting cell differentiation","BP"
"GO:0000389",0.0496836903570716,0.998876930122671,1,10,"mRNA 3'-splice site recognition","BP"
"GO:2000508",0.0496933597774825,0.998876488781437,1,10,"regulation of dendritic cell chemotaxis","BP"
"GO:2000510",0.0496933597774825,0.998876488781437,1,10,"positive regulation of dendritic cell chemotaxis","BP"
"GO:0090154",0.0496992531295997,0.998876219747905,1,10,"positive regulation of sphingolipid biosynthetic process","BP"
"GO:0045647",0.0497153146090445,0.998875486369277,1,10,"negative regulation of erythrocyte differentiation","BP"
"GO:0002923",0.0497314260311614,0.998874750465302,1,10,"regulation of humoral immune response mediated by circulating immunoglobulin","BP"
"GO:0002925",0.0497314260311614,0.998874750465302,1,10,"positive regulation of humoral immune response mediated by circulating immunoglobulin","BP"
"GO:0043069",0.0497493673201485,0.981264810599528,7,653,"negative regulation of programmed cell death","BP"
"GO:0010510",0.0497608579393232,0.998873405502532,1,10,"regulation of acetyl-CoA biosynthetic process from pyruvate","BP"
"GO:0050812",0.0497608579393232,0.998873405502532,1,10,"regulation of acyl-CoA biosynthetic process","BP"
"GO:1903541",0.0497658122857247,0.998873179021097,1,10,"regulation of exosomal secretion","BP"
"GO:0051256",0.0497744268903712,0.998872785160531,1,10,"mitotic spindle midzone assembly","BP"
"GO:0034350",0.0497797969899985,0.998872539603564,1,10,"regulation of glial cell apoptotic process","BP"
"GO:0048009",0.0498097879727168,0.998871167713563,1,10,"insulin-like growth factor receptor signaling pathway","BP"
"GO:1990182",0.0498356900387652,0.998869982180424,1,10,"exosomal secretion","BP"
"GO:0051047",0.0498388677514645,0.987377636506976,4,271,"positive regulation of secretion","BP"
"GO:0002253",0.0499529446361653,0.990465633083902,3,162,"activation of immune response","BP"
"GO:0090501",0.0499744491750231,0.990459902772893,3,162,"RNA phosphodiester bond hydrolysis","BP"
"GO:0031088",0.00225706505976741,0.999954693929951,2,14,"platelet dense granule membrane","CC"
"GO:0042827",0.00259393611014673,0.999943634073316,2,15,"platelet dense granule","CC"
"GO:0009897",0.00353300221423813,0.999594136401413,4,122,"external side of plasma membrane","CC"
"GO:0098549",0.00507523140935842,1,1,1,"somatic ring canal","CC"
"GO:0071001",0.0101630295250839,0.999974244274402,1,2,"U4/U6 snRNP","CC"
"GO:0043540",0.0102298983274861,0.999973903348013,1,2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex","CC"
"GO:0044289",0.0151497341786723,0.999923562453684,1,3,"mitochondrial inner-outer membrane contact site","CC"
"GO:0045170",0.0151746195911094,0.999923310266007,1,3,"spectrosome","CC"
"GO:0097149",0.015257004057251,0.999922472401504,1,3,"centralspindlin complex","CC"
"GO:0034679",0.0201488966130691,0.999847633520393,1,4,"integrin alpha9-beta1 complex","CC"
"GO:0035323",0.0201701836362924,0.9998473100198,1,4,"male germline ring canal","CC"
"GO:0098552",0.0246396190042433,0.993812297053954,5,322,"side of membrane","CC"
"GO:0005967",0.0251218081639552,0.999746922429577,1,5,"mitochondrial pyruvate dehydrogenase complex","CC"
"GO:0034751",0.0251373051095094,0.999746608489053,1,5,"aryl hydrocarbon receptor complex","CC"
"GO:0005958",0.0251490718753151,0.999746369984011,1,5,"DNA-dependent protein kinase-DNA ligase 4 complex","CC"
"GO:0008091",0.025156414330925,0.999746221099557,1,5,"spectrin","CC"
"GO:0000172",0.0301039116189717,0.999620800741475,1,6,"ribonuclease MRP complex","CC"
"GO:0043160",0.0301555586022253,0.999619490632722,1,6,"acrosomal lumen","CC"
"GO:0000813",0.0301623992087343,0.999619316938256,1,6,"ESCRT I complex","CC"
"GO:0030863",0.0330581662470818,0.997073157263856,2,56,"cortical cytoskeleton","CC"
"GO:0030870",0.0349953176331625,0.999472036036372,1,7,"Mre11 complex","CC"
"GO:0005655",0.0349983389112615,0.999471944242523,1,7,"nucleolar ribonuclease P complex","CC"
"GO:0061700",0.0350598852552968,0.999470072552586,1,7,"GATOR2 complex","CC"
"GO:0008305",0.0398944928622891,0.999298386549738,1,8,"integrin complex","CC"
"GO:0070419",0.0399200704198438,0.999297479628021,1,8,"nonhomologous end joining complex","CC"
"GO:0030677",0.0399263154834818,0.999297258101985,1,8,"ribonuclease P complex","CC"
"GO:0030681",0.0399263154834818,0.999297258101985,1,8,"multimeric ribonuclease P complex","CC"
"GO:0000506",0.0399294184104881,0.999297148021205,1,8,"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex","CC"
"GO:0044391",0.0399692560160969,0.993018201215741,3,148,"ribosomal subunit","CC"
"GO:0072669",0.0401020162043338,0.99929101107825,1,8,"tRNA-splicing ligase complex","CC"
"GO:0045254",0.0447674913214444,0.999100982302541,1,9,"pyruvate dehydrogenase complex","CC"
"GO:0016607",0.0493926745376937,0.987526830776052,4,270,"nuclear speck","CC"
"GO:0098636",0.049618642890071,0.998879896787031,1,10,"protein complex involved in cell adhesion","CC"
"GO:0035859",0.0496925157605158,0.998876527308413,1,10,"Seh1-associated complex","CC"
"GO:0031080",0.0498020370016194,0.998871522350919,1,10,"nuclear pore outer ring","CC"
"GO:0016891",0.00156151896509644,0.999918943841809,3,45,"endoribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0016893",0.0027837656028092,0.999821475160301,3,55,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF"
"GO:0004521",0.00506905501029492,0.999594889459442,3,68,"endoribonuclease activity","MF"
"GO:0035276",0.00507523140935842,1,1,1,"ethanol binding","MF"
"GO:0004523",0.00715133315034165,0.999726503310932,2,25,"RNA-DNA hybrid ribonuclease activity","MF"
"GO:0001918",0.0101249654416497,0.999974437335426,1,2,"farnesylated protein binding","MF"
"GO:0005105",0.0101628560381647,0.999974245155983,1,2,"type 1 fibroblast growth factor receptor binding","MF"
"GO:0005111",0.0101628560381647,0.999974245155983,1,2,"type 2 fibroblast growth factor receptor binding","MF"
"GO:0003873",0.0102298983274861,0.999973903348013,1,2,"6-phosphofructo-2-kinase activity","MF"
"GO:0016788",0.0105872975579088,0.99678787555545,8,588,"hydrolase activity, acting on ester bonds","MF"
