"OG0005459","aten_0.1.m1.6381.m1","Montipora_capitata_HIv3___RNAseq.g49502.t1","Pocillopora_acuta_HIv2___RNAseq.g25965.t1","Spis18587","Spis18587"
"OG0005460","aten_0.1.m1.17226.m1","Montipora_capitata_HIv3___RNAseq.g6125.t1","Pocillopora_acuta_HIv2___RNAseq.g7294.t2","Spis17205","Spis17205"
"OG0005461","aten_0.1.m1.7829.m1","Montipora_capitata_HIv3___RNAseq.g30390.t1","Pocillopora_acuta_HIv2___RNAseq.g30733.t1","Spis20167","Spis20167"
"OG0005462","aten_0.1.m1.13553.m1","Montipora_capitata_HIv3___RNAseq.g38475.t1","Pocillopora_acuta_HIv2___RNAseq.g20399.t1","Spis15679","Spis15679"
"OG0005463","aten_0.1.m1.15699.m1","Montipora_capitata_HIv3___RNAseq.17711_t","Pocillopora_acuta_HIv2___RNAseq.g7095.t1","Spis20416","Spis20416"
"OG0005464","aten_0.1.m1.12331.m1","Montipora_capitata_HIv3___RNAseq.g39883.t1","Pocillopora_acuta_HIv2___RNAseq.g6185.t1","Spis20229","Spis20229"
"OG0005465","aten_0.1.m1.4310.m1","Montipora_capitata_HIv3___RNAseq.g14676.t1","Pocillopora_acuta_HIv2___RNAseq.g25478.t1","Spis18600","Spis18600"
"OG0005466","aten_0.1.m1.5200.m1","Montipora_capitata_HIv3___RNAseq.g38960.t1","Pocillopora_acuta_HIv2___RNAseq.g27064.t1","Spis715","Spis715"
"OG0005467","aten_0.1.m1.896.m1","Montipora_capitata_HIv3___RNAseq.g20729.t1","Pocillopora_acuta_HIv2___RNAseq.g11006.t1","Spis19213","Spis19213"
"OG0005468","aten_0.1.m1.9951.m1","Montipora_capitata_HIv3___RNAseq.g18633.t1","Pocillopora_acuta_HIv2___RNAseq.g6655.t1","Spis17434","Spis17434"
"OG0005469","aten_0.1.m1.11985.m1","Montipora_capitata_HIv3___TS.g38093.t1","Pocillopora_acuta_HIv2___TS.g25168.t1c","Spis19535","Spis19535"
"OG0005470","aten_0.1.m1.17699.m1","Montipora_capitata_HIv3___RNAseq.g7442.t1","Pocillopora_acuta_HIv2___TS.g13959.t2","Spis5722","Spis5722"
"OG0005471","aten_0.1.m1.3603.m1","Montipora_capitata_HIv3___RNAseq.g48051.t1","Pocillopora_acuta_HIv2___RNAseq.g4679.t1","Spis17011","Spis17011"
"OG0005472","aten_0.1.m1.10437.m1","Montipora_capitata_HIv3___RNAseq.g12625.t1","Pocillopora_acuta_HIv2___RNAseq.g24885.t1","Spis5867","Spis5867"
"OG0005473","aten_0.1.m1.12172.m1","Montipora_capitata_HIv3___TS.g38423.t2a","Pocillopora_acuta_HIv2___RNAseq.g112.t1","Spis7823","Spis7823"
"OG0005474","aten_0.1.m1.18930.m1","Montipora_capitata_HIv3___RNAseq.g6985.t1c","Pocillopora_acuta_HIv2___RNAseq.g14484.t1","Spis12854","Spis12854"
"OG0005475","aten_0.1.m1.5668.m1","Montipora_capitata_HIv3___RNAseq.g27933.t1","Pocillopora_acuta_HIv2___RNAseq.g19752.t1","Spis16455","Spis16455"
"OG0005476","aten_0.1.m1.1803.m1","Montipora_capitata_HIv3___RNAseq.g22096.t1a","Pocillopora_acuta_HIv2___RNAseq.g21004.t1","Spis14388","Spis14388"
"OG0005477","aten_0.1.m1.5699.m1","Montipora_capitata_HIv3___RNAseq.g27895.t1","Pocillopora_acuta_HIv2___RNAseq.g14966.t1","Spis7552","Spis7552"
"OG0005478","aten_0.1.m1.12390.m1","Montipora_capitata_HIv3___RNAseq.g45955.t1","Pocillopora_acuta_HIv2___RNAseq.g17941.t1","Spis9305","Spis9305"
"OG0005479","aten_0.1.m1.10071.m1","Montipora_capitata_HIv3___TS.g13773.t1a","Pocillopora_acuta_HIv2___RNAseq.g21408.t1","Spis10259","Spis10259"
"OG0005480","aten_0.1.m1.12729.m1","Montipora_capitata_HIv3___RNAseq.g21632.t1","Pocillopora_acuta_HIv2___TS.g29149.t2","Spis21954","Spis21954"
"OG0005481","aten_0.1.m1.15023.m1","Montipora_capitata_HIv3___RNAseq.g9570.t1","Pocillopora_acuta_HIv2___RNAseq.g17106.t1","Spis14865.t1","Spis14865"
"OG0005482","aten_0.1.m1.720.m1","Montipora_capitata_HIv3___RNAseq.g20262.t1","Pocillopora_acuta_HIv2___RNAseq.g3936.t1","Spis17642","Spis17642"
"OG0005483","aten_0.1.m1.31133.m1","Montipora_capitata_HIv3___RNAseq.g12850.t2","Pocillopora_acuta_HIv2___RNAseq.g24684.t1","Spis11111","Spis11111"
"OG0005484","aten_0.1.m1.18813.m1","Montipora_capitata_HIv3___RNAseq.g435.t1","Pocillopora_acuta_HIv2___TS.g19567.t1b","Spis16633","Spis16633"
"OG0005485","aten_0.1.m1.1469.m1","Montipora_capitata_HIv3___RNAseq.g23247.t1","Pocillopora_acuta_HIv2___TS.g6933.t1","Spis20483","Spis20483"
"OG0005486","aten_0.1.m1.9676.m1","Montipora_capitata_HIv3___RNAseq.g12732.t1","Pocillopora_acuta_HIv2___TS.g21189.t1b","Spis2413","Spis2413"
"OG0005487","aten_0.1.m1.15407.m1","Montipora_capitata_HIv3___TS.g11039.t2","Pocillopora_acuta_HIv2___RNAseq.g23867.t1","Spis18658","Spis18658"
"OG0005488","aten_0.1.m1.224.m1","Montipora_capitata_HIv3___RNAseq.g19381.t1","Pocillopora_acuta_HIv2___RNAseq.g11342.t1","Spis16029","Spis16029"
"OG0005489","aten_0.1.m1.17910.m1","Montipora_capitata_HIv3___RNAseq.g1540.t1","Pocillopora_acuta_HIv2___TS.g16514.t1","Spis20973","Spis20973"
"OG0005490","aten_0.1.m1.22161.m1","Montipora_capitata_HIv3___RNAseq.g45444.t1","Pocillopora_acuta_HIv2___RNAseq.g1109.t2","Spis13273","Spis13273"
"OG0005491","aten_0.1.m1.1169.m1","Montipora_capitata_HIv3___TS.g36332.t3","Pocillopora_acuta_HIv2___TS.g28412.t2","Spis5447","Spis5447"
"OG0005492","aten_0.1.m1.7684.m1","Montipora_capitata_HIv3___RNAseq.g30714.t1","Pocillopora_acuta_HIv2___TS.g18440.t1","Spis11859","Spis11859"
"OG0005494","aten_0.1.m1.22764.m1","Montipora_capitata_HIv3___RNAseq.g44090.t1","Pocillopora_acuta_HIv2___RNAseq.g14707.t1","Spis3413","Spis3413"
"OG0005495","aten_0.1.m1.675.m1","Montipora_capitata_HIv3___RNAseq.g20216.t1","Pocillopora_acuta_HIv2___RNAseq.g26582.t1","Spis4960","Spis4960"
"OG0005496","aten_0.1.m1.3255.m1","Montipora_capitata_HIv3___RNAseq.g33689.t1","Pocillopora_acuta_HIv2___RNAseq.g18481.t1","Spis1380","Spis1380"
"OG0005497","aten_0.1.m1.34850.m1","Montipora_capitata_HIv3___RNAseq.g7301.t1","Pocillopora_acuta_HIv2___TS.g20541.t1","Spis15348","Spis15348"
"OG0005498","aten_0.1.m1.5292.m1","Montipora_capitata_HIv3___RNAseq.g38575.t1","Pocillopora_acuta_HIv2___RNAseq.g6060.t1","Spis20635","Spis20635"
"OG0005499","aten_0.1.m1.13308.m1","Montipora_capitata_HIv3___TS.g26534.t1b","Pocillopora_acuta_HIv2___TS.g6139.t1","Spis2455","Spis2455"
"OG0005500","aten_0.1.m1.19308.m1","Montipora_capitata_HIv3___RNAseq.g6487.t1","Pocillopora_acuta_HIv2___TS.g27116.t1a","Spis20524","Spis20524"
"OG0005501","aten_0.1.m1.12462.m1","Montipora_capitata_HIv3___RNAseq.g46091.t1","Pocillopora_acuta_HIv2___RNAseq.g5601.t1","Spis18521","Spis18521"
"OG0005502","aten_0.1.m1.12915.m1","Montipora_capitata_HIv3___RNAseq.g43134.t1","Pocillopora_acuta_HIv2___RNAseq.g8171.t1","Spis365","Spis365"
"OG0005503","aten_0.1.m1.22437.m1","Montipora_capitata_HIv3___RNAseq.g36958.t1","Pocillopora_acuta_HIv2___RNAseq.g22598.t1","Spis11348","Spis11348"
"OG0005504","aten_0.1.m1.7260.m1","Montipora_capitata_HIv3___RNAseq.g44891.t1","Pocillopora_acuta_HIv2___RNAseq.g15186.t1","Spis4623","Spis4623"
"OG0005505","aten_0.1.m1.17342.m1","Montipora_capitata_HIv3___TS.g7332.t2","Pocillopora_acuta_HIv2___TS.g3465.t1","Spis1700","Spis1700"
"OG0005506","aten_0.1.m1.25161.m1","Montipora_capitata_HIv3___RNAseq.g3639.t1","Pocillopora_acuta_HIv2___RNAseq.g3170.t1","Spis8423","Spis8423"
"OG0005507","aten_0.1.m1.22617.m1","Montipora_capitata_HIv3___TS.g968.t2","Pocillopora_acuta_HIv2___TS.g8044.t3","Spis15212","Spis15212"
"OG0005508","aten_0.1.m1.87.m1","Montipora_capitata_HIv3___RNAseq.g19270.t1","Pocillopora_acuta_HIv2___RNAseq.g28509.t1","Spis12598","Spis12598"
"OG0005509","aten_0.1.m1.20078.m1","Montipora_capitata_HIv3___RNAseq.g26187.t1","Pocillopora_acuta_HIv2___TS.g11524.t1","Spis768","Spis768"
"OG0005510","aten_0.1.m1.32460.m1","Montipora_capitata_HIv3___RNAseq.g15651.t1","Pocillopora_acuta_HIv2___RNAseq.g31275.t1","Spis22000","Spis22000"
"OG0005511","aten_0.1.m1.3551.m1","Montipora_capitata_HIv3___RNAseq.g47963.t1","Pocillopora_acuta_HIv2___RNAseq.g8109.t1","Spis10194","Spis10194"
"OG0005512","aten_0.1.m1.18961.m1","Montipora_capitata_HIv3___RNAseq.g7031.t1","Pocillopora_acuta_HIv2___RNAseq.g20850.t1","Spis12277","Spis12277"
"OG0005513","aten_0.1.m1.155.m1","Montipora_capitata_HIv3___RNAseq.g19288.t1","Pocillopora_acuta_HIv2___RNAseq.g28497.t1","Spis20618","Spis20618"
"OG0005514","aten_0.1.m1.1198.m1","Montipora_capitata_HIv3___RNAseq.g22772.t1","Pocillopora_acuta_HIv2___RNAseq.g10286.t1","Spis5429","Spis5429"
"OG0005515","aten_0.1.m1.34562.m1","Montipora_capitata_HIv3___RNAseq.g47224.t1","Pocillopora_acuta_HIv2___RNAseq.g5322.t1","Spis2863","Spis2863"
"OG0005516","aten_0.1.m1.3309.m1","Montipora_capitata_HIv3___TS.g18055.t1","Pocillopora_acuta_HIv2___TS.g20774.t2","Spis1368","Spis1368"
"OG0005517","aten_0.1.m1.13036.m1","Montipora_capitata_HIv3___RNAseq.g43216.t1","Pocillopora_acuta_HIv2___RNAseq.g8287.t1","Spis595","Spis595"
"OG0005518","aten_0.1.m1.3011.m1","Montipora_capitata_HIv3___RNAseq.g34192.t1","Pocillopora_acuta_HIv2___RNAseq.g11637.t1","Spis3991","Spis3991"
"OG0005519","aten_0.1.m1.36573.m1","Montipora_capitata_HIv3___RNAseq.g15265.t1","Pocillopora_acuta_HIv2___RNAseq.g23934.t1","Spis18709","Spis18709"
"OG0005520","aten_0.1.m1.31298.m1","Montipora_capitata_HIv3___RNAseq.g4656.t1","Pocillopora_acuta_HIv2___RNAseq.g22277.t1","Spis3532","Spis3532"
"OG0005521","aten_0.1.m1.26523.m1","Montipora_capitata_HIv3___RNAseq.g30159.t1","Pocillopora_acuta_HIv2___RNAseq.g30786.t1","Spis7500","Spis7500"
"OG0005522","aten_0.1.m1.20041.m1","Montipora_capitata_HIv3___TS.g10359.t4a","Pocillopora_acuta_HIv2___TS.g10555.t2","Spis13576","Spis13576"
"OG0005523","aten_0.1.m1.2681.m1","Montipora_capitata_HIv3___RNAseq.g34691.t1","Pocillopora_acuta_HIv2___RNAseq.g11540.t1","Spis520","Spis520"
"OG0005524","aten_0.1.m1.16844.m1","Montipora_capitata_HIv3___RNAseq.g29192.t1","Pocillopora_acuta_HIv2___RNAseq.g21238.t1","Spis5005","Spis5005"
"OG0005525","aten_0.1.m1.25748.m1","Montipora_capitata_HIv3___RNAseq.g6757.t1","Pocillopora_acuta_HIv2___RNAseq.g1868.t1","Spis4372","Spis4372"
"OG0005526","aten_0.1.m1.7178.m1","Montipora_capitata_HIv3___TS.g45892.t1","Pocillopora_acuta_HIv2___RNAseq.g3103.t1","Spis20310.t1","Spis20310"
"OG0005527","aten_0.1.m1.17198.m1","Montipora_capitata_HIv3___RNAseq.g7510.t1","Pocillopora_acuta_HIv2___RNAseq.g8451.t1","Spis5715","Spis5715"
"OG0005528","aten_0.1.m1.5816.m1","Montipora_capitata_HIv3___TS.g24192.t2","Pocillopora_acuta_HIv2___RNAseq.g19538.t1","Spis14684","Spis14684"
"OG0005529","aten_0.1.m1.4599.m1","Montipora_capitata_HIv3___RNAseq.g15030.t1","Pocillopora_acuta_HIv2___RNAseq.g13850.t1","Spis4514","Spis4514"
"OG0005530","aten_0.1.m1.22866.m1","Montipora_capitata_HIv3___RNAseq.g43886.t1","Pocillopora_acuta_HIv2___RNAseq.g7020.t1","Spis22532","Spis22532"
"OG0005531","aten_0.1.m1.20108.m1","Montipora_capitata_HIv3___RNAseq.g26205.t1","Pocillopora_acuta_HIv2___RNAseq.g29990.t1a","Spis831.t1","Spis831"
"OG0005532","aten_0.1.m1.12986.m1","Montipora_capitata_HIv3___RNAseq.g43146.t1","Pocillopora_acuta_HIv2___RNAseq.g8305.t1","Spis578","Spis578"
"OG0005533","aten_0.1.m1.20002.m1","Montipora_capitata_HIv3___RNAseq.g27073.t1","Pocillopora_acuta_HIv2___TS.g10440.t1","Spis2115","Spis2115"
"OG0005534","aten_0.1.m1.10624.m1","Montipora_capitata_HIv3___TS.g21536.t2","Pocillopora_acuta_HIv2___RNAseq.g13876.t1","Spis4483","Spis4483"
"OG0005535","aten_0.1.m1.14982.m1","Montipora_capitata_HIv3___RNAseq.g9511.t1","Pocillopora_acuta_HIv2___RNAseq.g17118.t1","Spis2252","Spis2252"
"OG0005536","aten_0.1.m1.11247.m1","Montipora_capitata_HIv3___RNAseq.g40504.t1","Pocillopora_acuta_HIv2___RNAseq.g24429.t1","Spis17141","Spis17141"
"OG0005537","aten_0.1.m1.5588.m1","Montipora_capitata_HIv3___RNAseq.g28047.t1","Pocillopora_acuta_HIv2___RNAseq.g12339.t1","Spis12959","Spis12959"
"OG0005538","aten_0.1.m1.2741.m1","Montipora_capitata_HIv3___RNAseq.g34617.t1","Pocillopora_acuta_HIv2___TS.g430.t1","Spis6562","Spis6562"
"OG0005539","aten_0.1.m1.3796.m1","Montipora_capitata_HIv3___RNAseq.g48686.t1","Pocillopora_acuta_HIv2___RNAseq.g31381.t1","Spis15953.t1","Spis15953"
"OG0005540","aten_0.1.m1.19290.m1","Montipora_capitata_HIv3___TS.g29264.t2","Pocillopora_acuta_HIv2___RNAseq.g15108.t1","Spis5679","Spis5679"
"OG0005541","aten_0.1.m1.6657.m1","Montipora_capitata_HIv3___RNAseq.g24811.t1","Pocillopora_acuta_HIv2___RNAseq.g9927.t1","Spis3937","Spis3937"
"OG0005542","aten_0.1.m1.5197.m1","Montipora_capitata_HIv3___TS.g31475.t1","Pocillopora_acuta_HIv2___RNAseq.g27065.t1","Spis714","Spis714"
"OG0005543","aten_0.1.m1.22214.m1","Montipora_capitata_HIv3___RNAseq.g45378.t1","Pocillopora_acuta_HIv2___TS.g4567.t1","Spis6333","Spis6333"
"OG0005544","aten_0.1.m1.11338.m1","Montipora_capitata_HIv3___RNAseq.g40389.t1","Pocillopora_acuta_HIv2___RNAseq.g13150.t3","Spis4272","Spis4272"
"OG0005545","aten_0.1.m1.14170.m1","Montipora_capitata_HIv3___RNAseq.g11125.t1","Pocillopora_acuta_HIv2___RNAseq.g17077.t1","Spis4052","Spis4052"
"OG0005546","aten_0.1.m1.13951.m1","Montipora_capitata_HIv3___RNAseq.g9856.t1","Pocillopora_acuta_HIv2___RNAseq.g18041.t1","Spis9772","Spis9772"
"OG0005547","aten_0.1.m1.634.m1","Montipora_capitata_HIv3___TS.g33730.t1","Pocillopora_acuta_HIv2___RNAseq.g28406.t1","Spis5641","Spis5641"
"OG0005548","aten_0.1.m1.14196.m1","Montipora_capitata_HIv3___RNAseq.g11218.t1","Pocillopora_acuta_HIv2___RNAseq.g16804.t1","Spis17479.t1","Spis17479"
"OG0005549","aten_0.1.m1.9981.m1","Montipora_capitata_HIv3___TS.g13875.t1","Pocillopora_acuta_HIv2___TS.g23643.t1","Spis13889","Spis13889"
"OG0005550","aten_0.1.m1.4746.m1","Montipora_capitata_HIv3___RNAseq.g37345.t1","Pocillopora_acuta_HIv2___TS.g14474.t1","Spis18784","Spis18784"
"OG0005551","aten_0.1.m1.9245.m1","Montipora_capitata_HIv3___RNAseq.g42241.t1","Pocillopora_acuta_HIv2___RNAseq.g12954.t1","Spis8772","Spis8772"
"OG0005552","aten_0.1.m1.17780.m1","Montipora_capitata_HIv3___RNAseq.g1123.t1","Pocillopora_acuta_HIv2___RNAseq.g255.t1","Spis11171","Spis11171"
"OG0005553","aten_0.1.m1.3045.m1","Montipora_capitata_HIv3___TS.g18626.t1","Pocillopora_acuta_HIv2___RNAseq.g11565.t1","Spis534","Spis534"
"OG0005554","aten_0.1.m1.31272.m1","Montipora_capitata_HIv3___RNAseq.g4647.t1","Pocillopora_acuta_HIv2___RNAseq.g22212.t1","Spis3567.t1","Spis3567"
"OG0005555","aten_0.1.m1.1353.m1","Montipora_capitata_HIv3___RNAseq.g23030.t1","Pocillopora_acuta_HIv2___TS.g28664.t2","Spis8936","Spis8936"
"OG0005556","aten_0.1.m1.30558.m1","Montipora_capitata_HIv3___RNAseq.g8787.t1","Pocillopora_acuta_HIv2___TS.g26181.t1","Spis9721","Spis9721"
"OG0005557","aten_0.1.m1.12770.m1","Montipora_capitata_HIv3___RNAseq.g21357.t1","Pocillopora_acuta_HIv2___RNAseq.g10795.t1","Spis10611","Spis10611"
"OG0005558","aten_0.1.m1.15602.m1","Montipora_capitata_HIv3___RNAseq.g43639.t1","Pocillopora_acuta_HIv2___RNAseq.g6943.t1","Spis12095","Spis12095"
"OG0005559","aten_0.1.m1.14116.m1","Montipora_capitata_HIv3___RNAseq.g9710.t1","Pocillopora_acuta_HIv2___RNAseq.g11922.t1","Spis7896","Spis7896"
"OG0005560","aten_0.1.m1.30275.m1","Montipora_capitata_HIv3___RNAseq.g39608.t1","Pocillopora_acuta_HIv2___RNAseq.g23634.t1","Spis21132","Spis21132"
"OG0005561","aten_0.1.m1.29404.m1","Montipora_capitata_HIv3___RNAseq.g43371.t1","Pocillopora_acuta_HIv2___RNAseq.11323_t","Spis11839","Spis11839"
"OG0005562","aten_0.1.m1.402.m1","Montipora_capitata_HIv3___RNAseq.g19691.t1","Pocillopora_acuta_HIv2___RNAseq.g11237.t1","Spis3074","Spis3074"
"OG0005563","aten_0.1.m1.7512.m1","Montipora_capitata_HIv3___RNAseq.g31250.t1","Pocillopora_acuta_HIv2___RNAseq.g19347.t1","Spis11380","Spis11380"
"OG0005564","aten_0.1.m1.14393.m1","Montipora_capitata_HIv3___RNAseq.g11783.t1","Pocillopora_acuta_HIv2___RNAseq.g16865.t1","Spis11268","Spis11268"
"OG0005565","aten_0.1.m1.904.m1","Montipora_capitata_HIv3___RNAseq.g20754.t1","Pocillopora_acuta_HIv2___RNAseq.g11051.t1","Spis9021","Spis9021"
"OG0005566","aten_0.1.m1.20880.m1","Montipora_capitata_HIv3___RNAseq.g21893.t1","Pocillopora_acuta_HIv2___RNAseq.g10545.t1","Spis4114","Spis4114"
"OG0005567","aten_0.1.m1.25712.m1","Montipora_capitata_HIv3___RNAseq.g6802.t1","Pocillopora_acuta_HIv2___RNAseq.g2174.t1","Spis6207","Spis6207"
"OG0005568","aten_0.1.m1.19596.m1","Montipora_capitata_HIv3___RNAseq.g32687.t1","Pocillopora_acuta_HIv2___RNAseq.g19110.t1","Spis9212","Spis9212"
"OG0005569","aten_0.1.m1.3890.m1","Montipora_capitata_HIv3___RNAseq.g46851.t1","Pocillopora_acuta_HIv2___RNAseq.g17973.t1","Spis7978.t2","Spis7978"
"OG0005570","aten_0.1.m1.17858.m1","Montipora_capitata_HIv3___TS.g38719.t2","Pocillopora_acuta_HIv2___RNAseq.g282.t1","Spis6937","Spis6937"
"OG0005571","aten_0.1.m1.26477.m1","Montipora_capitata_HIv3___RNAseq.g30224.t1","Pocillopora_acuta_HIv2___RNAseq.g30858.t1","Spis15106.t1","Spis15106"
"OG0005572","aten_0.1.m1.2212.m1","Montipora_capitata_HIv3___RNAseq.g3170.t1","Pocillopora_acuta_HIv2___RNAseq.g1391.t1","Spis6625","Spis6625"
"OG0005573","aten_0.1.m1.149.m1","Montipora_capitata_HIv3___TS.g32771.t2","Pocillopora_acuta_HIv2___RNAseq.g28573.t1","Spis17784","Spis17784"
"OG0005574","aten_0.1.m1.30442.m1","Montipora_capitata_HIv3___RNAseq.g45578.t1","Pocillopora_acuta_HIv2___RNAseq.g15648.t1","Spis17522","Spis17522"
"OG0005575","aten_0.1.m1.21257.m1","Montipora_capitata_HIv3___TS.g27205.t3","Pocillopora_acuta_HIv2___TS.g26763.t2c","Spis3170","Spis3170"
"OG0005577","aten_0.1.m1.13355.m1","Montipora_capitata_HIv3___RNAseq.g4757.t1","Pocillopora_acuta_HIv2___RNAseq.g1964.t1","Spis4528","Spis4528"
"OG0005578","aten_0.1.m1.31276.m1","Montipora_capitata_HIv3___TS.g26329.t1","Pocillopora_acuta_HIv2___TS.g20331.t1","Spis3564","Spis3564"
"OG0005579","aten_0.1.m1.1807.m1","Montipora_capitata_HIv3___RNAseq.g21937.t1a","Pocillopora_acuta_HIv2___RNAseq.g10167.t1","Spis4881","Spis4881"
"OG0005580","aten_0.1.m1.22412.m1","Montipora_capitata_HIv3___TS.g6941.t2a","Pocillopora_acuta_HIv2___RNAseq.g23426.t1","Spis16666","Spis16666"
"OG0005581","aten_0.1.m1.21104.m1","Montipora_capitata_HIv3___RNAseq.g45322.t1","Pocillopora_acuta_HIv2___RNAseq.g15217.t1","Spis9825","Spis9825"
"OG0005582","aten_0.1.m1.16327.m1","Montipora_capitata_HIv3___RNAseq.g50307.t1","Pocillopora_acuta_HIv2___RNAseq.g2574.t1","Spis14544","Spis14544"
"OG0005583","aten_0.1.m1.20039.m1","Montipora_capitata_HIv3___RNAseq.g27114.t1","Pocillopora_acuta_HIv2___RNAseq.g27801.t1","Spis13562","Spis13562"
"OG0005584","aten_0.1.m1.4394.m1","Montipora_capitata_HIv3___RNAseq.g14796.t1","Pocillopora_acuta_HIv2___RNAseq.g29425.t1","Spis2774","Spis2774"
"OG0005585","aten_0.1.m1.7508.m1","Montipora_capitata_HIv3___TS.g15842.t1","Pocillopora_acuta_HIv2___RNAseq.g19331.t1b","Spis5299","Spis5299"
"OG0005587","aten_0.1.m1.12092.m1","Montipora_capitata_HIv3___RNAseq.g769.t1","Pocillopora_acuta_HIv2___RNAseq.g16458.t1","Spis4763","Spis4763"
"OG0005588","aten_0.1.m1.26187.m1","Montipora_capitata_HIv3___RNAseq.g39588.t1","Pocillopora_acuta_HIv2___RNAseq.g11393.t1","Spis16732","Spis16732"
"OG0005589","aten_0.1.m1.19846.m1","Montipora_capitata_HIv3___RNAseq.g41706.t1","Pocillopora_acuta_HIv2___RNAseq.g13298.t1","Spis5471","Spis5471"
"OG0005590","aten_0.1.m1.14318.m1","Montipora_capitata_HIv3___RNAseq.g11847.t1","Pocillopora_acuta_HIv2___RNAseq.g16892.t1","Spis7386","Spis7386"
"OG0005591","aten_0.1.m1.7186.m1","Montipora_capitata_HIv3___RNAseq.g44781.t2","Pocillopora_acuta_HIv2___RNAseq.g3081.t1","Spis16267","Spis16267"
"OG0005592","aten_0.1.m1.26994.m1","Montipora_capitata_HIv3___RNAseq.g26553.t1","Pocillopora_acuta_HIv2___TS.g10330.t2","Spis8250","Spis8250"
"OG0005593","aten_0.1.m1.7226.m1","Montipora_capitata_HIv3___RNAseq.g44828.t1","Pocillopora_acuta_HIv2___RNAseq.g3025.t1","Spis4605","Spis4605"
"OG0005594","aten_0.1.m1.4900.m1","Montipora_capitata_HIv3___RNAseq.g37437.t1","Pocillopora_acuta_HIv2___TS.g14555.t1","Spis8619","Spis8619"
"OG0005595","aten_0.1.m1.32978.m1","Montipora_capitata_HIv3___RNAseq.g29449.t1","Pocillopora_acuta_HIv2___RNAseq.g19614.t1","Spis2996","Spis2996"
"OG0005596","aten_0.1.m1.21526.m1","Montipora_capitata_HIv3___RNAseq.g34950.t2","Pocillopora_acuta_HIv2___RNAseq.g23693.t1","Spis1154","Spis1154"
