"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0045016",0.0141915265999003,0.999433837027709,2,5,"mitochondrial magnesium ion transmembrane transport","BP"
"GO:1902603",0.0141915265999003,0.999433837027709,2,5,"carnitine transmembrane transport","BP"
"GO:1990616",0.0141915265999003,0.999433837027709,2,5,"magnesium ion export from mitochondrion","BP"
"GO:0033594",0.0141925629342026,0.999433773727873,2,5,"response to hydroxyisoflavone","BP"
"GO:0033595",0.0141925629342026,0.999433773727873,2,5,"response to genistein","BP"
"GO:0048105",0.0141938996826583,0.999433692074885,2,5,"establishment of body hair planar orientation","BP"
"GO:0060448",0.0141938996826583,0.999433692074885,2,5,"dichotomous subdivision of terminal units involved in lung branching","BP"
"GO:0060488",0.0141938996826583,0.999433692074885,2,5,"orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis","BP"
"GO:0060489",0.0141938996826583,0.999433692074885,2,5,"planar dichotomous subdivision of terminal units involved in lung branching morphogenesis","BP"
"GO:0060490",0.0141938996826583,0.999433692074885,2,5,"lateral sprouting involved in lung morphogenesis","BP"
"GO:0006954",0.0145482404667925,0.99383058753498,13,167,"inflammatory response","BP"
"GO:0051582",0.0158066249007211,0.99828744887229,3,14,"positive regulation of neurotransmitter uptake","BP"
"GO:0045576",0.0158139235030305,0.998286360319702,3,14,"mast cell activation","BP"
"GO:0030968",0.0160192010102746,0.994842214441791,8,83,"endoplasmic reticulum unfolded protein response","BP"
"GO:0032101",0.0174205398341296,0.989651813773898,30,508,"regulation of response to external stimulus","BP"
"GO:0002573",0.0182173031591888,0.994545245762888,7,69,"myeloid leukocyte differentiation","BP"
"GO:1902882",0.01823317746022,0.994539540190617,7,69,"regulation of response to oxidative stress","BP"
"GO:0051592",0.0187234113700157,0.993291417584942,9,102,"response to calcium ion","BP"
"GO:0043576",0.0192068593432199,0.997734266323781,3,15,"regulation of respiratory gaseous exchange","BP"
"GO:0090136",0.0192075322641534,0.997734156808089,3,15,"epithelial cell-cell adhesion","BP"
"GO:0042045",0.0192077754156182,0.997734117235609,3,15,"epithelial fluid transport","BP"
"GO:1902176",0.0192083418637439,0.997734025046392,3,15,"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:0006984",0.0200849032285281,0.996396672613844,4,27,"ER-nucleus signaling pathway","BP"
"GO:0051208",0.0207178829851613,0.998902336237144,2,6,"sequestering of calcium ion","BP"
"GO:0034145",0.0207333830482159,0.998901074265633,2,6,"positive regulation of toll-like receptor 4 signaling pathway","BP"
"GO:0007295",0.0207340761956515,0.998901017819401,2,6,"growth of a germarium-derived egg chamber","BP"
"GO:1901165",0.0207342231887355,0.998901005848936,2,6,"positive regulation of trophoblast cell migration","BP"
"GO:0015838",0.0207375605295174,0.998900734058122,2,6,"amino-acid betaine transport","BP"
"GO:0006844",0.0207381996445581,0.998900682006274,2,6,"acyl carnitine transport","BP"
"GO:1902616",0.0207381996445581,0.998900682006274,2,6,"acyl carnitine transmembrane transport","BP"
"GO:0032814",0.0207383223301131,0.998900672014217,2,6,"regulation of natural killer cell activation","BP"
"GO:0006880",0.0207390422271418,0.998900613381945,2,6,"intracellular sequestering of iron ion","BP"
"GO:0097577",0.0207390422271418,0.998900613381945,2,6,"sequestering of iron ion","BP"
"GO:0060600",0.0207395383025871,0.998900572978252,2,6,"dichotomous subdivision of an epithelial terminal unit","BP"
"GO:0036499",0.0207397369253605,0.998900556800938,2,6,"PERK-mediated unfolded protein response","BP"
"GO:0045176",0.0213494585793737,0.995032737253821,5,41,"apical protein localization","BP"
"GO:0045089",0.0220441014410348,0.990894040023901,11,140,"positive regulation of innate immune response","BP"
"GO:0043687",0.0221627778113953,0.9888385158169,17,253,"post-translational protein modification","BP"
"GO:0032418",0.0227220028311957,0.995753345282393,4,28,"lysosome localization","BP"
"GO:0071474",0.022940848224018,0.99707593453689,3,16,"cellular hyperosmotic response","BP"
"GO:0034975",0.0229658813592699,0.997071521556629,3,16,"protein folding in endoplasmic reticulum","BP"
"GO:0010614",0.0229659094261841,0.997071516607763,3,16,"negative regulation of cardiac muscle hypertrophy","BP"
"GO:0014741",0.0229659094261841,0.997071516607763,3,16,"negative regulation of muscle hypertrophy","BP"
"GO:1901653",0.0241044204151655,0.988027839359298,16,236,"cellular response to peptide","BP"
"GO:0010770",0.024321696544412,0.988934719701043,13,179,"positive regulation of cell morphogenesis involved in differentiation","BP"
"GO:0045088",0.0254080620021355,0.987980842607226,14,199,"regulation of innate immune response","BP"
"GO:0030316",0.0255320341729563,0.995039256179334,4,29,"osteoclast differentiation","BP"
"GO:0051340",0.0255711500689193,0.995029316892668,4,29,"regulation of ligase activity","BP"
"GO:0050778",0.0263285636495483,0.98617946052596,18,278,"positive regulation of immune response","BP"
"GO:0043302",0.0270842092727403,0.996289503888473,3,17,"positive regulation of leukocyte degranulation","BP"
"GO:0034976",0.0270994131813511,0.986691821466553,15,220,"response to endoplasmic reticulum stress","BP"
"GO:0002687",0.0275705855349197,0.991960596932761,6,59,"positive regulation of leukocyte migration","BP"
"GO:1900407",0.0276003722055541,0.991949911623394,6,59,"regulation of cellular response to oxidative stress","BP"
"GO:0097202",0.0282609602881291,0.998134823946461,2,7,"activation of cysteine-type endopeptidase activity","BP"
"GO:0010992",0.0282858586831106,0.998132289676919,2,7,"ubiquitin recycling","BP"
"GO:0051238",0.0282879766718326,0.998132074041192,2,7,"sequestering of metal ion","BP"
"GO:0048104",0.0282893673983872,0.998131932444262,2,7,"establishment of body hair or bristle planar orientation","BP"
"GO:0060099",0.02858059190607,0.994233836449516,4,30,"regulation of phagocytosis, engulfment","BP"
"GO:0031638",0.0285995596735856,0.994228824010088,4,30,"zymogen activation","BP"
"GO:0036335",0.0286077935658656,0.994226647776425,4,30,"intestinal stem cell homeostasis","BP"
"GO:0042149",0.028608316834616,0.994226509468567,4,30,"cellular response to glucose starvation","BP"
"GO:1902667",0.0293026151880946,0.990291144455074,7,76,"regulation of axon guidance","BP"
"GO:0031670",0.0296700643706191,0.991193346293241,6,60,"cellular response to nutrient","BP"
"GO:0002684",0.0299440957415484,0.982493746801105,24,405,"positive regulation of immune system process","BP"
"GO:1903201",0.0306536178556007,0.992116145702752,5,45,"regulation of oxidative stress-induced cell death","BP"
"GO:1902669",0.0306579156489998,0.99211474845186,5,45,"positive regulation of axon guidance","BP"
"GO:1903204",0.0315687720370673,0.995377173553954,3,18,"negative regulation of oxidative stress-induced neuron death","BP"
"GO:0070723",0.0315777825674136,0.995375340447219,3,18,"response to cholesterol","BP"
"GO:0071287",0.0315843738596121,0.995373999376718,3,18,"cellular response to manganese ion","BP"
"GO:0002685",0.0331110846224337,0.988733704335833,7,78,"regulation of leukocyte migration","BP"
"GO:0016239",0.0341431376687734,0.9895126057333,6,62,"positive regulation of macroautophagy","BP"
"GO:1905153",0.0352861709871895,0.992358669697884,4,32,"regulation of membrane invagination","BP"
"GO:0010508",0.0352865613181222,0.985832417494874,9,114,"positive regulation of autophagy","BP"
"GO:0030194",0.0363461959571759,0.994340510978038,3,19,"positive regulation of blood coagulation","BP"
"GO:1900048",0.0363461959571759,0.994340510978038,3,19,"positive regulation of hemostasis","BP"
"GO:2000644",0.0364046470682972,0.994327833909773,3,19,"regulation of receptor catabolic process","BP"
"GO:1902932",0.0364409582143036,0.994319954411928,3,19,"positive regulation of alcohol biosynthetic process","BP"
"GO:1901142",0.036442755000103,0.994319564426551,3,19,"insulin metabolic process","BP"
"GO:0090502",0.0365687649382482,0.988576691648744,6,63,"RNA phosphodiester bond hydrolysis, endonucleolytic","BP"
"GO:0019882",0.0366469131870569,0.98614269262889,8,97,"antigen processing and presentation","BP"
"GO:0061314",0.0366939624970691,0.997105058201245,2,8,"Notch signaling involved in heart development","BP"
"GO:0034143",0.036742560854714,0.99709912323466,2,8,"regulation of toll-like receptor 4 signaling pathway","BP"
"GO:0006853",0.0367453540501263,0.997098781986965,2,8,"carnitine shuttle","BP"
"GO:0010155",0.0367465191907516,0.997098639636142,2,8,"regulation of proton transport","BP"
"GO:0010961",0.0367485590023066,0.997098390416435,2,8,"cellular magnesium ion homeostasis","BP"
"GO:0048057",0.0367496272909156,0.997098259892153,2,8,"R3/R4 development","BP"
"GO:0071456",0.0370151471815405,0.985006471099596,9,115,"cellular response to hypoxia","BP"
"GO:0031396",0.0376191442791216,0.981225899116571,14,210,"regulation of protein ubiquitination","BP"
"GO:0071345",0.0388713199581312,0.976415089938513,25,437,"cellular response to cytokine stimulus","BP"
"GO:0030213",0.0389289761298003,1,1,1,"hyaluronan biosynthetic process","BP"
"GO:1904787",0.0389289761298003,1,1,1,"positive regulation of asymmetric protein localization involved in cell fate determination","BP"
"GO:1905935",0.0389289761298003,1,1,1,"positive regulation of cell fate determination","BP"
"GO:0007379",0.0389570707744745,0.991276648296136,4,33,"segment specification","BP"
"GO:2001258",0.0389694663593707,0.991272994026824,4,33,"negative regulation of cation channel activity","BP"
"GO:0106004",0.0391354620797464,1,1,1,"tRNA (guanine-N7)-methylation","BP"
"GO:0070537",0.0391366875101481,1,1,1,"histone H2A K63-linked deubiquitination","BP"
"GO:0002430",0.0391687808530306,1,1,1,"complement receptor mediated signaling pathway","BP"
"GO:0010982",0.0391687808530306,1,1,1,"regulation of high-density lipoprotein particle clearance","BP"
"GO:0010983",0.0391687808530306,1,1,1,"positive regulation of high-density lipoprotein particle clearance","BP"
"GO:0010986",0.0391687808530306,1,1,1,"positive regulation of lipoprotein particle clearance","BP"
"GO:0071401",0.0391687808530306,1,1,1,"cellular response to triglyceride","BP"
"GO:0097241",0.0391687808530306,1,1,1,"hematopoietic stem cell migration to bone marrow","BP"
"GO:0014054",0.0392044059141,1,1,1,"positive regulation of gamma-aminobutyric acid secretion","BP"
"GO:2000814",0.0392068139176142,1,1,1,"positive regulation of barbed-end actin filament capping","BP"
"GO:0043321",0.0392069129329332,1,1,1,"regulation of natural killer cell degranulation","BP"
"GO:0043323",0.0392069129329332,1,1,1,"positive regulation of natural killer cell degranulation","BP"
"GO:0008070",0.0392069318715481,1,1,1,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded","BP"
"GO:1902631",0.0392069635337312,1,1,1,"negative regulation of membrane hyperpolarization","BP"
"GO:0015824",0.0392069687519448,1,1,1,"proline transport","BP"
"GO:0015827",0.0392069687519448,1,1,1,"tryptophan transport","BP"
"GO:0032973",0.0392069687519448,1,1,1,"amino acid export across plasma membrane","BP"
"GO:0035524",0.0392069687519448,1,1,1,"proline transmembrane transport","BP"
"GO:0070881",0.0392069687519448,1,1,1,"regulation of proline transport","BP"
"GO:1900923",0.0392069687519448,1,1,1,"regulation of glycine import across plasma membrane","BP"
"GO:1900925",0.0392069687519448,1,1,1,"positive regulation of glycine import across plasma membrane","BP"
"GO:1904271",0.0392069687519448,1,1,1,"L-proline import across plasma membrane","BP"
"GO:1904555",0.0392069687519448,1,1,1,"L-proline transmembrane transport","BP"
"GO:1904556",0.0392069687519448,1,1,1,"L-tryptophan transmembrane transport","BP"
"GO:1905647",0.0392069687519448,1,1,1,"proline import across plasma membrane","BP"
"GO:0071603",0.0392074082752261,1,1,1,"endothelial cell-cell adhesion","BP"
"GO:0043379",0.0392089403897041,1,1,1,"memory T cell differentiation","BP"
"GO:0090713",0.0392089403897041,1,1,1,"immunological memory process","BP"
"GO:0090715",0.0392089403897041,1,1,1,"immunological memory formation process","BP"
"GO:0002560",0.0392101505461116,1,1,1,"basophil mediated immunity","BP"
"GO:0002561",0.0392101505461116,1,1,1,"basophil degranulation","BP"
"GO:0010818",0.0392103016796707,1,1,1,"T cell chemotaxis","BP"
"GO:0033029",0.0392103016796707,1,1,1,"regulation of neutrophil apoptotic process","BP"
"GO:0033031",0.0392103016796707,1,1,1,"positive regulation of neutrophil apoptotic process","BP"
"GO:0035747",0.0392103016796707,1,1,1,"natural killer cell chemotaxis","BP"
"GO:0035754",0.0392103016796707,1,1,1,"B cell chemotaxis","BP"
"GO:0048247",0.0392103016796707,1,1,1,"lymphocyte chemotaxis","BP"
"GO:0072672",0.0392103016796707,1,1,1,"neutrophil extravasation","BP"
"GO:0031627",0.0392111796017262,1,1,1,"telomeric loop formation","BP"
"GO:0060163",0.0392111868605468,1,1,1,"subpallium neuron fate commitment","BP"
"GO:0071894",0.039211752065653,1,1,1,"histone H2B conserved C-terminal lysine ubiquitination","BP"
"GO:0000494",0.0392127208201298,1,1,1,"box C/D RNA 3'-end processing","BP"
"GO:1990258",0.0392127208201298,1,1,1,"histone glutamine methylation","BP"
"GO:0042817",0.0392127709989254,1,1,1,"pyridoxal metabolic process","BP"
"GO:0005988",0.03921277233951,1,1,1,"lactose metabolic process","BP"
"GO:0005989",0.03921277233951,1,1,1,"lactose biosynthetic process","BP"
"GO:0010021",0.03921277233951,1,1,1,"amylopectin biosynthetic process","BP"
"GO:0106001",0.03921277233951,1,1,1,"intestinal hexose absorption","BP"
"GO:2000896",0.03921277233951,1,1,1,"amylopectin metabolic process","BP"
"GO:0031247",0.0392127869108645,1,1,1,"actin rod assembly","BP"
"GO:0060904",0.0392127939945953,1,1,1,"regulation of protein folding in endoplasmic reticulum","BP"
"GO:0098886",0.039212899642753,1,1,1,"modification of dendritic spine","BP"
"GO:1900144",0.039212899642753,1,1,1,"positive regulation of BMP secretion","BP"
"GO:2001284",0.039212899642753,1,1,1,"regulation of BMP secretion","BP"
"GO:0046380",0.03921299430393,1,1,1,"N-acetylneuraminate biosynthetic process","BP"
"GO:0046317",0.0392133526567205,1,1,1,"regulation of glucosylceramide biosynthetic process","BP"
"GO:0046318",0.0392133526567205,1,1,1,"negative regulation of glucosylceramide biosynthetic process","BP"
"GO:1903108",0.0392133526567205,1,1,1,"regulation of mitochondrial transcription","BP"
"GO:1903109",0.0392133526567205,1,1,1,"positive regulation of mitochondrial transcription","BP"
"GO:1904428",0.0392133526567205,1,1,1,"negative regulation of tubulin deacetylation","BP"
"GO:0045993",0.0392133843522574,1,1,1,"negative regulation of translational initiation by iron","BP"
"GO:0046986",0.0392133843522574,1,1,1,"negative regulation of hemoglobin biosynthetic process","BP"
"GO:1990641",0.0392133843522574,1,1,1,"response to iron ion starvation","BP"
"GO:0006881",0.039213843611604,1,1,1,"extracellular sequestering of iron ion","BP"
"GO:0033214",0.039213843611604,1,1,1,"siderophore-dependent iron import into cell","BP"
"GO:0051673",0.039213843611604,1,1,1,"membrane disruption in another organism","BP"
"GO:0060708",0.0392139093675347,1,1,1,"spongiotrophoblast differentiation","BP"
"GO:0090062",0.0392142154622322,1,1,1,"regulation of trehalose metabolic process","BP"
"GO:1901143",0.0392142154622322,1,1,1,"insulin catabolic process","BP"
"GO:0031283",0.0392144206024596,1,1,1,"negative regulation of guanylate cyclase activity","BP"
"GO:1901986",0.0392144206024596,1,1,1,"response to ketamine","BP"
"GO:1904010",0.0392144206024596,1,1,1,"response to Aroclor 1254","BP"
"GO:0060178",0.0392152681486907,1,1,1,"regulation of exocyst localization","BP"
"GO:0036471",0.0392159494125037,1,1,1,"cellular response to glyoxal","BP"
"GO:0036525",0.0392159494125037,1,1,1,"protein deglycation","BP"
"GO:0036526",0.0392159494125037,1,1,1,"peptidyl-cysteine deglycation","BP"
"GO:0036527",0.0392159494125037,1,1,1,"peptidyl-arginine deglycation","BP"
"GO:0036528",0.0392159494125037,1,1,1,"peptidyl-lysine deglycation","BP"
"GO:0036529",0.0392159494125037,1,1,1,"protein deglycation, glyoxal removal","BP"
"GO:0036530",0.0392159494125037,1,1,1,"protein deglycation, methylglyoxal removal","BP"
"GO:0036531",0.0392159494125037,1,1,1,"glutathione deglycation","BP"
"GO:0045764",0.0392159494125037,1,1,1,"positive regulation of cellular amino acid metabolic process","BP"
"GO:0046295",0.0392159494125037,1,1,1,"glycolate biosynthetic process","BP"
"GO:0050787",0.0392159494125037,1,1,1,"detoxification of mercury ion","BP"
"GO:0097238",0.0392159494125037,1,1,1,"cellular response to methylglyoxal","BP"
"GO:0106044",0.0392159494125037,1,1,1,"guanine deglycation","BP"
"GO:0106045",0.0392159494125037,1,1,1,"guanine deglycation, methylglyoxal removal","BP"
"GO:0106046",0.0392159494125037,1,1,1,"guanine deglycation, glyoxal removal","BP"
"GO:0140041",0.0392159494125037,1,1,1,"cellular detoxification of methylglyoxal","BP"
"GO:1900450",0.0392159494125037,1,1,1,"negative regulation of glutamate receptor signaling pathway","BP"
"GO:1903072",0.0392159494125037,1,1,1,"regulation of death-inducing signaling complex assembly","BP"
"GO:1903073",0.0392159494125037,1,1,1,"negative regulation of death-inducing signaling complex assembly","BP"
"GO:1903122",0.0392159494125037,1,1,1,"negative regulation of TRAIL-activated apoptotic signaling pathway","BP"
"GO:1903167",0.0392159494125037,1,1,1,"regulation of pyrroline-5-carboxylate reductase activity","BP"
"GO:1903168",0.0392159494125037,1,1,1,"positive regulation of pyrroline-5-carboxylate reductase activity","BP"
"GO:1903176",0.0392159494125037,1,1,1,"regulation of tyrosine 3-monooxygenase activity","BP"
"GO:1903178",0.0392159494125037,1,1,1,"positive regulation of tyrosine 3-monooxygenase activity","BP"
"GO:1903189",0.0392159494125037,1,1,1,"glyoxal metabolic process","BP"
"GO:1903195",0.0392159494125037,1,1,1,"regulation of L-dopa biosynthetic process","BP"
"GO:1903197",0.0392159494125037,1,1,1,"positive regulation of L-dopa biosynthetic process","BP"
"GO:1903198",0.0392159494125037,1,1,1,"regulation of L-dopa decarboxylase activity","BP"
"GO:1903200",0.0392159494125037,1,1,1,"positive regulation of L-dopa decarboxylase activity","BP"
"GO:1904782",0.0392159494125037,1,1,1,"negative regulation of NMDA glutamate receptor activity","BP"
"GO:2000277",0.0392159494125037,1,1,1,"positive regulation of oxidative phosphorylation uncoupler activity","BP"
"GO:2000284",0.0392159494125037,1,1,1,"positive regulation of cellular amino acid biosynthetic process","BP"
"GO:0032202",0.0392173964178856,1,1,1,"telomere assembly","BP"
"GO:0032203",0.0392173964178856,1,1,1,"telomere formation via telomerase","BP"
"GO:0090671",0.0392173964178856,1,1,1,"telomerase RNA localization to Cajal body","BP"
"GO:0090672",0.0392173964178856,1,1,1,"telomerase RNA localization","BP"
"GO:1903405",0.0392173964178856,1,1,1,"protein localization to nuclear body","BP"
"GO:1904867",0.0392173964178856,1,1,1,"protein localization to Cajal body","BP"
"GO:0035644",0.0392175999507177,1,1,1,"phosphoanandamide dephosphorylation","BP"
"GO:0071225",0.0392175999507177,1,1,1,"cellular response to muramyl dipeptide","BP"
"GO:0071661",0.0392175999507177,1,1,1,"regulation of granzyme B production","BP"
"GO:0071663",0.0392175999507177,1,1,1,"positive regulation of granzyme B production","BP"
"GO:1902523",0.0392175999507177,1,1,1,"positive regulation of protein K63-linked ubiquitination","BP"
"GO:2000566",0.0392175999507177,1,1,1,"positive regulation of CD8-positive, alpha-beta T cell proliferation","BP"
"GO:1905804",0.0392178142935297,1,1,1,"positive regulation of cellular response to manganese ion","BP"
"GO:0003389",0.0392179006540746,1,1,1,"retrograde extension","BP"
"GO:0003390",0.0392179006540746,1,1,1,"dendrite development by retrograde extension","BP"
"GO:0003391",0.0392179006540746,1,1,1,"amphid sensory organ dendrite retrograde extension","BP"
"GO:0006567",0.0392179873524973,1,1,1,"threonine catabolic process","BP"
"GO:0019518",0.0392179873524973,1,1,1,"L-threonine catabolic process to glycine","BP"
"GO:0033590",0.0392179873524973,1,1,1,"response to cobalamin","BP"
"GO:0019102",0.0392184873852834,1,1,1,"male somatic sex determination","BP"
"GO:0071248",0.0398880663262751,0.982704151991588,10,135,"cellular response to metal ion","BP"
"GO:0040017",0.0399027181498015,0.975996254665404,24,417,"positive regulation of locomotion","BP"
"GO:0048639",0.0401565841631311,0.978275940689647,17,272,"positive regulation of developmental growth","BP"
"GO:0097327",0.0406644623466948,0.984298000300881,8,99,"response to antineoplastic agent","BP"
"GO:1904263",0.0415865810645237,0.99313332173781,3,20,"positive regulation of TORC1 signaling","BP"
"GO:0051641",0.0419705523881296,0.967741326453081,85,1802,"cellular localization","BP"
"GO:2000147",0.042536851925854,0.975958573791554,19,315,"positive regulation of cell motility","BP"
"GO:0045540",0.0428444307261873,0.990091183936682,4,34,"regulation of cholesterol biosynthetic process","BP"
"GO:0106118",0.0428444307261873,0.990091183936682,4,34,"regulation of sterol biosynthetic process","BP"
"GO:0050850",0.0428600991963124,0.990086404729494,4,34,"positive regulation of calcium-mediated signaling","BP"
"GO:0034620",0.044887061194942,0.982315745671046,8,101,"cellular response to unfolded protein","BP"
"GO:0006836",0.0454938083241056,0.977347943964884,13,196,"neurotransmitter transport","BP"
"GO:0014807",0.045979293206393,0.995782610830132,2,9,"regulation of somitogenesis","BP"
"GO:1901385",0.0460183304223529,0.995777048971594,2,9,"regulation of voltage-gated calcium channel activity","BP"
"GO:0035729",0.0460252647953855,0.995776060708288,2,9,"cellular response to hepatocyte growth factor stimulus","BP"
"GO:0031048",0.0460306412129398,0.995775294420769,2,9,"small non-coding RNA-dependent heterochromatin formation","BP"
"GO:1901163",0.0460355699337784,0.995774591897276,2,9,"regulation of trophoblast cell migration","BP"
"GO:0010738",0.0460365888469177,0.995774446659409,2,9,"regulation of protein kinase A signaling","BP"
"GO:0045542",0.046037601395802,0.995774302326885,2,9,"positive regulation of cholesterol biosynthetic process","BP"
"GO:0106120",0.046037601395802,0.995774302326885,2,9,"positive regulation of sterol biosynthetic process","BP"
"GO:1903830",0.0460427033748142,0.995773575043938,2,9,"magnesium ion transmembrane transport","BP"
"GO:0000291",0.0469259540648921,0.98880481643612,4,35,"nuclear-transcribed mRNA catabolic process, exonucleolytic","BP"
"GO:0050772",0.0470607521311244,0.981278864008771,8,102,"positive regulation of axonogenesis","BP"
"GO:0032527",0.0471686787401766,0.991771207611682,3,21,"protein exit from endoplasmic reticulum","BP"
"GO:0006278",0.0471824681295796,0.991767841776616,3,21,"RNA-templated DNA biosynthetic process","BP"
"GO:0030488",0.0471828477610719,0.991767749106985,3,21,"tRNA methylation","BP"
"GO:0050848",0.0471949417426048,0.98429181128209,6,67,"regulation of calcium-mediated signaling","BP"
"GO:1903320",0.0472067880999949,0.975046659018892,15,237,"regulation of protein modification by small protein conjugation or removal","BP"
"GO:1902175",0.0472097308856476,0.991761186026308,3,21,"regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:1903779",0.047210258059882,0.991761057309515,3,21,"regulation of cardiac conduction","BP"
"GO:0021799",0.0472105092876742,0.991760995968599,3,21,"cerebral cortex radially oriented cell migration","BP"
"GO:0042044",0.0472251029568642,0.991757432476755,3,21,"fluid transport","BP"
"GO:0051444",0.0472281307835058,0.991756693082001,3,21,"negative regulation of ubiquitin-protein transferase activity","BP"
"GO:0051346",0.0480462091051388,0.976654385998346,12,178,"negative regulation of hydrolase activity","BP"
"GO:0071241",0.0487414611523269,0.977133172670033,11,159,"cellular response to inorganic substance","BP"
"GO:0042475",0.0487920743138872,0.985682111133859,5,51,"odontogenesis of dentin-containing tooth","BP"
"GO:0009593",0.0487944204029032,0.98568123371241,5,51,"detection of chemical stimulus","BP"
"GO:0070301",0.0488063867168107,0.985676758198022,5,51,"cellular response to hydrogen peroxide","BP"
"GO:0012510",0.0029283960351607,0.999721202844311,4,16,"trans-Golgi network transport vesicle membrane","CC"
"GO:0043527",0.00448148963434144,0.999940036050941,2,3,"tRNA methyltransferase complex","CC"
"GO:0090725",0.00448663511318967,0.999939931340923,2,3,"peripheral region of growth cone","CC"
"GO:0044218",0.00448695972222349,0.999939924733034,2,3,"other organism cell membrane","CC"
"GO:0030140",0.00496945196048787,0.999218020902479,5,29,"trans-Golgi network transport vesicle","CC"
"GO:0031597",0.00782138940095012,0.999379639669162,3,11,"cytosolic proteasome complex","CC"
"GO:0030125",0.00782557961983598,0.999379185206094,3,11,"clathrin vesicle coat","CC"
"GO:0030120",0.00991337103613566,0.998126046254065,5,34,"vesicle coat","CC"
