gene_id,average_length
aten_0.1.m1.10132,5419
aten_0.1.m1.10134,2087
aten_0.1.m1.10135,942
aten_0.1.m1.10137,1035
aten_0.1.m1.10138,5023
aten_0.1.m1.10139,2667
aten_0.1.m1.1014,7870
aten_0.1.m1.10140,1014
aten_0.1.m1.10141,2505
aten_0.1.m1.10142,1104
aten_0.1.m1.10143,261
aten_0.1.m1.10145,3088
aten_0.1.m1.10147,1249
aten_0.1.m1.10148,808
aten_0.1.m1.10149,4865
aten_0.1.m1.1015,1745
aten_0.1.m1.10150,838
aten_0.1.m1.10151,3015
aten_0.1.m1.10153,540
aten_0.1.m1.10154,6170
aten_0.1.m1.10155,1372
aten_0.1.m1.10156,3636
aten_0.1.m1.10157,1094
aten_0.1.m1.10158,1003
aten_0.1.m1.1016,7752
aten_0.1.m1.10160,1128
aten_0.1.m1.10161,4687
aten_0.1.m1.10162,12784
aten_0.1.m1.10163,2157
aten_0.1.m1.10164,2202
aten_0.1.m1.10165,784
aten_0.1.m1.10166,357
aten_0.1.m1.10167,897
aten_0.1.m1.10168,4577
aten_0.1.m1.10169,2851
aten_0.1.m1.1017,872
aten_0.1.m1.10170,2485
aten_0.1.m1.10171,300
aten_0.1.m1.10172,2491
aten_0.1.m1.10173,11128
aten_0.1.m1.10174,5018
aten_0.1.m1.10175,1731
aten_0.1.m1.10176,2300
aten_0.1.m1.10177,1405
aten_0.1.m1.10178,4617
aten_0.1.m1.1018,1539
aten_0.1.m1.10180,1383
aten_0.1.m1.10181,2855
aten_0.1.m1.10183,1248
aten_0.1.m1.10184,555
aten_0.1.m1.10185,1764
aten_0.1.m1.10186,246
aten_0.1.m1.10187,3960
aten_0.1.m1.10188,527
aten_0.1.m1.10189,897
aten_0.1.m1.1019,1611
aten_0.1.m1.10190,555
aten_0.1.m1.10191,828
aten_0.1.m1.10193,5517
aten_0.1.m1.10194,2217
aten_0.1.m1.10195,1274
aten_0.1.m1.10196,2219
aten_0.1.m1.10197,487
aten_0.1.m1.10198,758
aten_0.1.m1.10199,1991
aten_0.1.m1.102,1292
aten_0.1.m1.1020,3711
aten_0.1.m1.10200,2211
aten_0.1.m1.10201,2505
aten_0.1.m1.10202,2058
aten_0.1.m1.10203,2439
aten_0.1.m1.10204,1368
aten_0.1.m1.10205,693
aten_0.1.m1.10206,795
aten_0.1.m1.10207,237
aten_0.1.m1.10208,2100
aten_0.1.m1.10209,1663
aten_0.1.m1.10210,2507
aten_0.1.m1.10211,1608
aten_0.1.m1.10212,1886
aten_0.1.m1.10213,1882
aten_0.1.m1.10214,1080
aten_0.1.m1.10215,969
aten_0.1.m1.10216,952
aten_0.1.m1.10217,933
aten_0.1.m1.10218,954
aten_0.1.m1.10219,1811
aten_0.1.m1.1022,1702
aten_0.1.m1.10220,866
aten_0.1.m1.10221,4726
aten_0.1.m1.10222,5406
aten_0.1.m1.10223,4991
aten_0.1.m1.10224,2461
aten_0.1.m1.10225,4563
aten_0.1.m1.10226,3183
aten_0.1.m1.10227,2619
aten_0.1.m1.10228,5700
aten_0.1.m1.10229,2483
aten_0.1.m1.1023,930
aten_0.1.m1.10230,417
aten_0.1.m1.10232,621
aten_0.1.m1.10233,2109
aten_0.1.m1.10234,2113
aten_0.1.m1.10235,3461
aten_0.1.m1.10236,1689
aten_0.1.m1.10237,3272
aten_0.1.m1.10238,1497
aten_0.1.m1.1024,2684
aten_0.1.m1.10240,2299
aten_0.1.m1.10241,1980
aten_0.1.m1.10242,2163
aten_0.1.m1.10243,1795
aten_0.1.m1.10245,4509
aten_0.1.m1.10246,2982
aten_0.1.m1.10247,2311
aten_0.1.m1.10248,2504
aten_0.1.m1.10249,2820
aten_0.1.m1.1025,1524
aten_0.1.m1.10250,2705
aten_0.1.m1.10251,3471
aten_0.1.m1.10252,603
aten_0.1.m1.10254,1226
aten_0.1.m1.10255,3415
aten_0.1.m1.10256,3301
aten_0.1.m1.10258,656
aten_0.1.m1.10259,3484
aten_0.1.m1.1026,5043
aten_0.1.m1.10260,707
aten_0.1.m1.10261,831
aten_0.1.m1.10262,315
aten_0.1.m1.10263,735
aten_0.1.m1.10264,369
aten_0.1.m1.10265,873
aten_0.1.m1.10266,873
aten_0.1.m1.10267,876
aten_0.1.m1.10268,228
aten_0.1.m1.10269,873
aten_0.1.m1.1027,5135
aten_0.1.m1.10270,1286
aten_0.1.m1.10271,1377
aten_0.1.m1.10272,756
aten_0.1.m1.10273,975
aten_0.1.m1.10275,1690
aten_0.1.m1.10276,469
aten_0.1.m1.10277,879
aten_0.1.m1.10278,594
aten_0.1.m1.1028,3567
aten_0.1.m1.10280,870
aten_0.1.m1.10281,870
aten_0.1.m1.10283,10107
aten_0.1.m1.10284,2465
aten_0.1.m1.10285,2288
aten_0.1.m1.10286,714
aten_0.1.m1.10288,522
aten_0.1.m1.10289,504
aten_0.1.m1.1029,9113
aten_0.1.m1.10290,468
aten_0.1.m1.10291,459
aten_0.1.m1.10292,2607
aten_0.1.m1.10293,2271
aten_0.1.m1.10294,2449
aten_0.1.m1.10295,957
aten_0.1.m1.10296,832
aten_0.1.m1.10297,846
aten_0.1.m1.10298,1951
aten_0.1.m1.10299,1645
aten_0.1.m1.103,2491
aten_0.1.m1.1030,3343
aten_0.1.m1.10300,3083
aten_0.1.m1.10301,1383
aten_0.1.m1.10302,4421
aten_0.1.m1.10303,1797
aten_0.1.m1.10304,2788
aten_0.1.m1.10305,1014
aten_0.1.m1.10306,420
aten_0.1.m1.10307,1516
aten_0.1.m1.10308,2977
aten_0.1.m1.10309,831
aten_0.1.m1.1031,526
aten_0.1.m1.10310,3008
aten_0.1.m1.10311,1778
aten_0.1.m1.10312,1410
aten_0.1.m1.10313,2181
aten_0.1.m1.10314,1430
aten_0.1.m1.10315,1477
aten_0.1.m1.10316,2467
aten_0.1.m1.10317,1670
aten_0.1.m1.10318,2621
aten_0.1.m1.10319,2640
aten_0.1.m1.1032,2607
aten_0.1.m1.10321,1971
aten_0.1.m1.10322,2967
aten_0.1.m1.10323,1773
aten_0.1.m1.10324,802
aten_0.1.m1.10325,1382
aten_0.1.m1.10326,2086
aten_0.1.m1.10327,2462
aten_0.1.m1.10328,2240
aten_0.1.m1.10329,3431
aten_0.1.m1.10330,2599
aten_0.1.m1.10331,2683
aten_0.1.m1.10332,666
aten_0.1.m1.10334,2088
aten_0.1.m1.10337,512
aten_0.1.m1.10338,760
aten_0.1.m1.10339,3566
aten_0.1.m1.1034,1107
aten_0.1.m1.10340,972
aten_0.1.m1.10341,2683
aten_0.1.m1.10343,2297
aten_0.1.m1.10344,1244
aten_0.1.m1.10346,1054
aten_0.1.m1.10347,1896
aten_0.1.m1.10348,441
aten_0.1.m1.10349,1287
aten_0.1.m1.1035,3869
aten_0.1.m1.10350,1092
aten_0.1.m1.10351,1230
aten_0.1.m1.10352,510
aten_0.1.m1.10353,984
aten_0.1.m1.10354,4570
aten_0.1.m1.10355,3981
aten_0.1.m1.10356,1947
aten_0.1.m1.10357,314
aten_0.1.m1.10358,2411
aten_0.1.m1.10359,1472
aten_0.1.m1.1036,1989
aten_0.1.m1.10360,399
aten_0.1.m1.10361,1987
aten_0.1.m1.10363,1831
aten_0.1.m1.10365,2549
aten_0.1.m1.10366,1412
aten_0.1.m1.10368,580
aten_0.1.m1.10369,1599
aten_0.1.m1.1037,372
aten_0.1.m1.10370,936
aten_0.1.m1.10371,4594
aten_0.1.m1.10372,6297
aten_0.1.m1.10375,3606
aten_0.1.m1.10376,540
aten_0.1.m1.10377,1941
aten_0.1.m1.10378,2069
aten_0.1.m1.10379,727
aten_0.1.m1.1038,1254
aten_0.1.m1.10381,3015
aten_0.1.m1.10382,3888
aten_0.1.m1.10384,501
aten_0.1.m1.10385,2160
aten_0.1.m1.10388,3657
aten_0.1.m1.10389,2843
aten_0.1.m1.1039,1878
aten_0.1.m1.10390,2577
aten_0.1.m1.10391,2490
aten_0.1.m1.10392,2783
aten_0.1.m1.10393,2886
aten_0.1.m1.10394,561
aten_0.1.m1.10395,4227
aten_0.1.m1.10397,3888
aten_0.1.m1.10398,2162
aten_0.1.m1.10399,1361
aten_0.1.m1.104,1136
aten_0.1.m1.1040,1797
aten_0.1.m1.10401,1131
aten_0.1.m1.10402,1601
aten_0.1.m1.10403,2041
aten_0.1.m1.10406,705
aten_0.1.m1.10407,1064
aten_0.1.m1.10408,3777
aten_0.1.m1.10409,3069
aten_0.1.m1.1041,5402
aten_0.1.m1.10410,3416
aten_0.1.m1.10412,2850
aten_0.1.m1.10413,1689
aten_0.1.m1.10415,1473
aten_0.1.m1.10416,651
aten_0.1.m1.10417,1244
aten_0.1.m1.10418,330
aten_0.1.m1.10419,1014
aten_0.1.m1.1042,3647
aten_0.1.m1.10421,1898
aten_0.1.m1.10422,2185
aten_0.1.m1.10423,972
aten_0.1.m1.10424,430
aten_0.1.m1.10427,1869
aten_0.1.m1.10428,359
aten_0.1.m1.1043,1404
aten_0.1.m1.10430,1034
aten_0.1.m1.10431,4080
aten_0.1.m1.10432,7104
aten_0.1.m1.10433,2958
aten_0.1.m1.10434,5257
aten_0.1.m1.10435,4285
aten_0.1.m1.10436,333
aten_0.1.m1.10437,1204
aten_0.1.m1.10438,1892
aten_0.1.m1.10439,3573
aten_0.1.m1.1044,1698
aten_0.1.m1.10440,1268
aten_0.1.m1.10441,1692
aten_0.1.m1.10442,1600
aten_0.1.m1.10443,2842
aten_0.1.m1.10444,4134
aten_0.1.m1.10446,2204
aten_0.1.m1.10447,1186
aten_0.1.m1.10449,2461
aten_0.1.m1.1045,1819
aten_0.1.m1.10450,468
aten_0.1.m1.10451,2434
aten_0.1.m1.10452,3861
aten_0.1.m1.10453,3155
aten_0.1.m1.10454,3230
aten_0.1.m1.10455,1668
aten_0.1.m1.10456,1299
aten_0.1.m1.10457,1410
aten_0.1.m1.10458,1512
aten_0.1.m1.10459,3042
aten_0.1.m1.1046,3596
aten_0.1.m1.10460,1448
aten_0.1.m1.10461,2129
aten_0.1.m1.10462,3224
aten_0.1.m1.10463,2656
aten_0.1.m1.10464,1203
aten_0.1.m1.10465,984
aten_0.1.m1.10466,228
aten_0.1.m1.10467,4374
aten_0.1.m1.10468,3955
aten_0.1.m1.10469,3002
aten_0.1.m1.1047,3678
aten_0.1.m1.10470,1187
aten_0.1.m1.10471,2770
aten_0.1.m1.10472,4394
aten_0.1.m1.10473,2602
aten_0.1.m1.10474,765
aten_0.1.m1.10475,1863
aten_0.1.m1.10476,1847
aten_0.1.m1.10477,4713
aten_0.1.m1.10478,2789
aten_0.1.m1.10479,2320
aten_0.1.m1.1048,552
aten_0.1.m1.10480,2836
aten_0.1.m1.10481,1919
aten_0.1.m1.10482,1007
aten_0.1.m1.10483,2961
aten_0.1.m1.10484,4334
aten_0.1.m1.10485,6042
aten_0.1.m1.10486,1729
aten_0.1.m1.10487,5376
aten_0.1.m1.10488,4625
aten_0.1.m1.10489,2349
aten_0.1.m1.1049,1131
aten_0.1.m1.10490,1444
aten_0.1.m1.10491,2758
aten_0.1.m1.10492,2560
aten_0.1.m1.10493,5720
aten_0.1.m1.10494,5516
aten_0.1.m1.10495,1454
aten_0.1.m1.10496,417
aten_0.1.m1.10497,2460
aten_0.1.m1.10498,648
aten_0.1.m1.10499,1904
aten_0.1.m1.105,1587
aten_0.1.m1.1050,2147
aten_0.1.m1.10500,842
aten_0.1.m1.10501,3182
aten_0.1.m1.10502,5607
aten_0.1.m1.10503,4638
aten_0.1.m1.10504,722
aten_0.1.m1.10505,2549
aten_0.1.m1.10506,4264
aten_0.1.m1.10507,6192
aten_0.1.m1.10508,2027
aten_0.1.m1.10509,751
aten_0.1.m1.1051,1747
aten_0.1.m1.10511,4406
aten_0.1.m1.10512,4406
aten_0.1.m1.10513,1999
aten_0.1.m1.10514,894
aten_0.1.m1.10515,2122
aten_0.1.m1.10516,492
aten_0.1.m1.10518,2606
aten_0.1.m1.10519,1841
aten_0.1.m1.1052,755
aten_0.1.m1.10520,5195
aten_0.1.m1.10521,519
aten_0.1.m1.10522,318
aten_0.1.m1.10524,2338
aten_0.1.m1.10525,3265
aten_0.1.m1.10526,3121
aten_0.1.m1.10527,2205
aten_0.1.m1.10528,10803
aten_0.1.m1.10529,1501
aten_0.1.m1.1053,2676
aten_0.1.m1.10530,4237
aten_0.1.m1.10531,4573
aten_0.1.m1.10532,2047
aten_0.1.m1.10533,1887
aten_0.1.m1.10534,3087
aten_0.1.m1.10535,1268
aten_0.1.m1.10536,4114
aten_0.1.m1.10537,1976
aten_0.1.m1.10538,4143
aten_0.1.m1.10539,1796
aten_0.1.m1.1054,645
aten_0.1.m1.10540,963
aten_0.1.m1.10541,933
aten_0.1.m1.10542,687
aten_0.1.m1.10543,2303
aten_0.1.m1.10544,651
aten_0.1.m1.10545,456
aten_0.1.m1.10546,1032
aten_0.1.m1.10547,930
aten_0.1.m1.10548,288
aten_0.1.m1.10549,3000
aten_0.1.m1.1055,801
aten_0.1.m1.10550,1708
aten_0.1.m1.10551,846
aten_0.1.m1.10552,1020
aten_0.1.m1.10553,1283
aten_0.1.m1.10554,4210
aten_0.1.m1.10555,1909
aten_0.1.m1.10556,1892
aten_0.1.m1.10557,3416
aten_0.1.m1.10558,1865
aten_0.1.m1.10559,5558
aten_0.1.m1.1056,513
aten_0.1.m1.10560,2849
aten_0.1.m1.10561,3064
aten_0.1.m1.10562,2503
aten_0.1.m1.10563,3725
aten_0.1.m1.10564,1782
aten_0.1.m1.10565,3936
aten_0.1.m1.10566,2416
aten_0.1.m1.10567,3617
aten_0.1.m1.10568,3100
aten_0.1.m1.10570,1750
aten_0.1.m1.10571,1588
aten_0.1.m1.10572,1328
aten_0.1.m1.10573,609
aten_0.1.m1.10574,993
aten_0.1.m1.10575,2358
aten_0.1.m1.10576,1218
aten_0.1.m1.10577,1488
aten_0.1.m1.10578,2363
aten_0.1.m1.10579,572
aten_0.1.m1.1058,2683
aten_0.1.m1.10580,873
aten_0.1.m1.10581,814
aten_0.1.m1.10582,1002
aten_0.1.m1.10583,1815
aten_0.1.m1.10584,946
aten_0.1.m1.10585,1839
aten_0.1.m1.10586,612
aten_0.1.m1.10587,675
aten_0.1.m1.10588,330
aten_0.1.m1.10589,204
aten_0.1.m1.1059,2989
aten_0.1.m1.10590,600
aten_0.1.m1.10591,1381
aten_0.1.m1.10592,399
aten_0.1.m1.10593,2084
aten_0.1.m1.10594,2738
aten_0.1.m1.10595,5823
aten_0.1.m1.10597,3908
aten_0.1.m1.10599,2078
aten_0.1.m1.1060,2857
aten_0.1.m1.10600,3482
aten_0.1.m1.10601,746
aten_0.1.m1.10602,1169
aten_0.1.m1.10603,3321
aten_0.1.m1.10604,5842
aten_0.1.m1.10605,2087
aten_0.1.m1.10606,4743
aten_0.1.m1.10608,3011
aten_0.1.m1.10609,2502
aten_0.1.m1.10610,1446
aten_0.1.m1.10611,993
aten_0.1.m1.10612,3939
aten_0.1.m1.10613,591
aten_0.1.m1.10614,2274
aten_0.1.m1.10615,2713
aten_0.1.m1.10616,564
aten_0.1.m1.10617,789
aten_0.1.m1.10618,2883
aten_0.1.m1.10619,270
aten_0.1.m1.1062,639
aten_0.1.m1.10620,1971
aten_0.1.m1.10621,4766
aten_0.1.m1.10622,1777
aten_0.1.m1.10623,594
aten_0.1.m1.10624,3774
aten_0.1.m1.10625,477
aten_0.1.m1.10626,3460
aten_0.1.m1.10627,2721
aten_0.1.m1.10628,1688
aten_0.1.m1.10631,1663
aten_0.1.m1.10632,258
aten_0.1.m1.10634,830
aten_0.1.m1.10635,824
aten_0.1.m1.10636,822
aten_0.1.m1.10638,590
aten_0.1.m1.10639,759
aten_0.1.m1.1064,4566
aten_0.1.m1.10640,360
aten_0.1.m1.10641,498
aten_0.1.m1.10642,2852
aten_0.1.m1.10643,696
aten_0.1.m1.10644,798
aten_0.1.m1.10645,1098
aten_0.1.m1.10646,871
aten_0.1.m1.10647,833
aten_0.1.m1.10648,4267
aten_0.1.m1.10649,2421
aten_0.1.m1.1065,4148
aten_0.1.m1.10650,2181
aten_0.1.m1.10651,1816
aten_0.1.m1.10652,2843
aten_0.1.m1.10653,5198
aten_0.1.m1.10654,966
aten_0.1.m1.10655,972
aten_0.1.m1.10657,2764
aten_0.1.m1.10658,4854
aten_0.1.m1.10659,1395
aten_0.1.m1.1066,2687
aten_0.1.m1.10660,1169
aten_0.1.m1.10661,2137
aten_0.1.m1.10662,563
aten_0.1.m1.10663,534
aten_0.1.m1.10664,1813
aten_0.1.m1.10665,3401
aten_0.1.m1.10666,4079
aten_0.1.m1.10667,2052
aten_0.1.m1.10668,5005
aten_0.1.m1.10669,1905
aten_0.1.m1.1067,1686
aten_0.1.m1.10670,2281
aten_0.1.m1.10671,3767
aten_0.1.m1.10672,3656
aten_0.1.m1.10673,3018
aten_0.1.m1.10674,1195
aten_0.1.m1.10675,2556
aten_0.1.m1.10676,3787
aten_0.1.m1.10677,1392
aten_0.1.m1.10678,1168
aten_0.1.m1.10679,6704
aten_0.1.m1.1068,1098
aten_0.1.m1.10680,915
aten_0.1.m1.10682,5493
aten_0.1.m1.10683,1035
aten_0.1.m1.10684,4435
aten_0.1.m1.10685,4192
aten_0.1.m1.10686,3037
aten_0.1.m1.10687,201
aten_0.1.m1.10688,1713
aten_0.1.m1.10689,499
aten_0.1.m1.1069,1089
aten_0.1.m1.10690,201
aten_0.1.m1.10692,2195
aten_0.1.m1.10694,1871
aten_0.1.m1.10695,2165
aten_0.1.m1.10696,7221
aten_0.1.m1.10697,2948
aten_0.1.m1.10698,1850
aten_0.1.m1.10699,1299
aten_0.1.m1.107,750
aten_0.1.m1.1070,1443
aten_0.1.m1.10700,3293
aten_0.1.m1.10701,1720
aten_0.1.m1.10702,1730
aten_0.1.m1.10703,1314
aten_0.1.m1.10704,1015
aten_0.1.m1.10705,1184
aten_0.1.m1.10706,2420
aten_0.1.m1.10707,563
aten_0.1.m1.10708,4233
aten_0.1.m1.10709,2228
aten_0.1.m1.1071,4125
aten_0.1.m1.10710,1291
aten_0.1.m1.10711,2601
aten_0.1.m1.10712,2914
aten_0.1.m1.10713,405
aten_0.1.m1.10714,801
aten_0.1.m1.10715,2395
aten_0.1.m1.10716,2867
aten_0.1.m1.10718,198
aten_0.1.m1.10719,2673
aten_0.1.m1.1072,2580
aten_0.1.m1.10720,426
aten_0.1.m1.10721,4870
aten_0.1.m1.10722,1347
aten_0.1.m1.10723,1997
aten_0.1.m1.10724,1995
aten_0.1.m1.10725,1558
aten_0.1.m1.10727,1614
aten_0.1.m1.10728,738
aten_0.1.m1.10729,363
aten_0.1.m1.1073,2157
aten_0.1.m1.10731,1062
aten_0.1.m1.10733,1569
aten_0.1.m1.10734,1305
aten_0.1.m1.10735,2151
aten_0.1.m1.10736,621
aten_0.1.m1.10737,660
aten_0.1.m1.10739,3409
aten_0.1.m1.1074,4244
aten_0.1.m1.10741,3370
aten_0.1.m1.10742,4079
aten_0.1.m1.10743,1671
aten_0.1.m1.10744,675
aten_0.1.m1.10745,1896
aten_0.1.m1.10746,2131
aten_0.1.m1.10747,674
aten_0.1.m1.10748,273
aten_0.1.m1.10749,1187
aten_0.1.m1.1075,1529
aten_0.1.m1.10750,1977
aten_0.1.m1.10751,2168
aten_0.1.m1.10752,680
aten_0.1.m1.10753,660
aten_0.1.m1.10754,865
aten_0.1.m1.10755,9230
aten_0.1.m1.10756,333
aten_0.1.m1.10757,633
aten_0.1.m1.10758,2183
aten_0.1.m1.10759,1266
aten_0.1.m1.1076,1631
aten_0.1.m1.10760,1108
aten_0.1.m1.10761,719
aten_0.1.m1.10762,784
aten_0.1.m1.10766,333
aten_0.1.m1.10767,576
aten_0.1.m1.10768,747
aten_0.1.m1.10769,869
aten_0.1.m1.1077,1771
aten_0.1.m1.10770,1094
aten_0.1.m1.10772,5173
aten_0.1.m1.10773,2058
aten_0.1.m1.10774,1317
aten_0.1.m1.10777,1976
aten_0.1.m1.10778,4116
aten_0.1.m1.1078,2479
aten_0.1.m1.10782,3182
aten_0.1.m1.10783,1981
aten_0.1.m1.10784,1946
aten_0.1.m1.10785,1096
aten_0.1.m1.10786,1608
aten_0.1.m1.10787,873
aten_0.1.m1.10788,898
aten_0.1.m1.10789,1766
aten_0.1.m1.1079,4539
aten_0.1.m1.10790,945
aten_0.1.m1.10791,438
aten_0.1.m1.10792,1470
aten_0.1.m1.10796,2385
aten_0.1.m1.10797,1386
aten_0.1.m1.10798,1529
aten_0.1.m1.10799,909
aten_0.1.m1.108,1173
aten_0.1.m1.1080,318
aten_0.1.m1.10800,7472
aten_0.1.m1.10801,1131
aten_0.1.m1.10802,1700
aten_0.1.m1.10803,1351
aten_0.1.m1.10804,711
aten_0.1.m1.10805,6003
aten_0.1.m1.10806,486
aten_0.1.m1.10807,1960
aten_0.1.m1.10808,1980
aten_0.1.m1.10809,1217
aten_0.1.m1.1081,2066
aten_0.1.m1.10810,1140
aten_0.1.m1.10811,1863
aten_0.1.m1.10812,4157
aten_0.1.m1.10813,2421
aten_0.1.m1.10814,5316
aten_0.1.m1.10815,1902
aten_0.1.m1.10816,1931
aten_0.1.m1.10817,3308
aten_0.1.m1.10818,3086
aten_0.1.m1.10819,2058
aten_0.1.m1.10820,2241
aten_0.1.m1.10821,10099
aten_0.1.m1.10822,2687
aten_0.1.m1.10824,2055
aten_0.1.m1.10825,3441
aten_0.1.m1.10826,1335
aten_0.1.m1.10827,387
aten_0.1.m1.10828,2311
aten_0.1.m1.10829,1288
aten_0.1.m1.1083,2271
aten_0.1.m1.10830,1505
aten_0.1.m1.10831,5093
aten_0.1.m1.10832,2479
aten_0.1.m1.10833,1800
aten_0.1.m1.10834,807
aten_0.1.m1.10835,3240
aten_0.1.m1.10836,810
aten_0.1.m1.10837,1914
aten_0.1.m1.10839,2409
aten_0.1.m1.10840,1284
aten_0.1.m1.10841,375
aten_0.1.m1.10842,2227
aten_0.1.m1.10843,2477
aten_0.1.m1.10844,2670
aten_0.1.m1.10845,5110
aten_0.1.m1.10846,4304
aten_0.1.m1.10847,2756
aten_0.1.m1.10848,492
aten_0.1.m1.10849,1008
aten_0.1.m1.1085,1527
aten_0.1.m1.10851,1992
aten_0.1.m1.10852,3304
aten_0.1.m1.10853,2090
aten_0.1.m1.10854,1754
aten_0.1.m1.10856,5048
aten_0.1.m1.10858,3386
aten_0.1.m1.10859,13303
aten_0.1.m1.1086,1521
aten_0.1.m1.10860,10562
aten_0.1.m1.10861,1413
aten_0.1.m1.10862,4201
aten_0.1.m1.10863,2667
aten_0.1.m1.10864,2306
aten_0.1.m1.10865,2142
aten_0.1.m1.10866,2947
aten_0.1.m1.10867,1929
aten_0.1.m1.10868,1317
aten_0.1.m1.10869,1383
aten_0.1.m1.1087,19805
aten_0.1.m1.10872,13154
aten_0.1.m1.10873,2234
aten_0.1.m1.10874,6541
aten_0.1.m1.10875,2763
aten_0.1.m1.10876,1056
aten_0.1.m1.10877,444
aten_0.1.m1.10878,219
aten_0.1.m1.1088,2999
aten_0.1.m1.10880,1495
aten_0.1.m1.10882,2349
aten_0.1.m1.10883,1902
aten_0.1.m1.10884,1317
aten_0.1.m1.10885,2616
aten_0.1.m1.10887,3409
aten_0.1.m1.10888,949
aten_0.1.m1.10889,2626
aten_0.1.m1.1089,838
aten_0.1.m1.10890,2266
aten_0.1.m1.10891,2103
aten_0.1.m1.10892,3607
aten_0.1.m1.10893,1259
aten_0.1.m1.10894,2784
aten_0.1.m1.10895,3108
aten_0.1.m1.10896,1612
aten_0.1.m1.10897,6800
aten_0.1.m1.10898,3640
aten_0.1.m1.10899,1594
aten_0.1.m1.1090,2635
aten_0.1.m1.10900,3098
aten_0.1.m1.10901,3375
aten_0.1.m1.10902,1768
aten_0.1.m1.10903,1115
aten_0.1.m1.10904,7310
aten_0.1.m1.10905,937
