JN631095.1	Spis6262	36.3	289	171	8	66	349	104	384	1.33e-49	174
JN631095.1	Spis8023	36.0	283	171	5	67	347	1110	1384	2.20e-44	165
JN631095.1	Spis6259	31.5	337	213	7	67	393	333	661	3.14e-43	160
JT004498.1	Spis3547	63.3	49	18	0	141	189	326	374	6.25e-15	72.4
JT004498.1	Spis4534	60.4	53	21	0	136	188	281	333	4.74e-14	69.7
JT004498.1	Spis4292	41.5	53	31	0	136	188	501	553	1.26e-07	51.2
JR980881.1	Spis1889	46.5	1142	566	24	8	1124	24	1145	5.69e-314	904
JR980881.1	Spis14294	30.0	593	362	20	61	632	1724	2284	3.08e-54	208
JR980881.1	Spis14460	28.3	654	374	29	12	621	29	631	2.07e-47	184
JR980881.1	Spis11924	26.7	666	410	25	34	655	43	674	2.13e-43	172
JR980881.1	Spis14293	28.6	567	331	18	76	617	4	521	4.68e-39	156
JR998014.1	Spis16816	47.5	120	61	1	29	148	158	275	5.65e-29	107
JR998014.1	Spis15827	54.1	74	34	0	71	144	319	392	5.19e-23	94.0
JR998014.1	Spis16817	36.7	139	65	2	29	145	168	305	3.64e-22	89.7
JR998014.1	Spis9950	49.3	67	31	1	78	144	222	285	2.38e-17	76.6
JR998014.1	Spis16818	34.3	134	66	2	29	141	3217	3349	6.18e-17	76.6
JT011093.1	Spis30	62.7	4544	1582	45	1	4467	1	4500	0.0	5318
JT011093.1	Spis8899	38.9	4589	2512	105	16	4436	15	4479	0.0	2816
JT011093.1	Spis26	32.4	4133	2397	117	5	3974	17	3909	0.0	1700
JT011093.1	Spis11895	26.2	4010	2326	121	78	3804	353	4009	1.40e-255	875
JT011093.1	Spis13888	26.9	3437	2201	120	70	3373	2019	5278	4.23e-240	826
JR991083.1	Spis2751	69.0	261	78	1	628	885	1188	1448	7.87e-116	385
JR991083.1	Spis2736	38.4	255	141	6	638	883	3308	3555	1.74e-45	178
JR991083.1	Spis2746	39.6	265	141	8	628	883	1850	2104	9.24e-43	169
JR991083.1	Spis2741	38.8	219	125	3	673	884	2142	2358	1.20e-41	166
JR991083.1	Spis2737	40.3	216	112	4	680	883	1557	1767	2.41e-41	165
JR970990.1	Spis7041	61.2	258	94	5	11	265	2588	2842	7.78e-98	321
JR970990.1	Spis7038	60.9	258	95	5	11	265	2745	2999	3.67e-97	319
JR970990.1	Spis3512	55.0	251	103	6	15	260	414	659	7.68e-84	271
JR970990.1	Spis5613	54.5	253	107	6	15	264	347	594	6.84e-83	271
JR970990.1	Spis10666	49.6	248	116	6	15	261	410	649	8.04e-74	243
JT016410.1	Spis7038	42.0	112	64	1	1	112	200	310	2.57e-25	99.0
JT016410.1	Spis7041	42.0	112	64	1	1	112	180	290	1.21e-24	97.1
JT016410.1	Spis7042	30.2	106	74	0	5	110	1447	1552	5.65e-19	80.9
JT016410.1	Spis16440	30.9	110	73	2	4	110	1142	1251	2.67e-13	64.7
JT008002.1	Spis7041	60.0	175	67	3	214	387	2588	2760	5.07e-61	213
JT008002.1	Spis7038	59.4	175	68	3	214	387	2745	2917	1.75e-60	211
JT008002.1	Spis5613	59.1	171	66	3	218	387	347	514	4.69e-57	199
JT008002.1	Spis7042	53.4	174	78	3	215	388	1636	1806	5.81e-49	178
JT008002.1	Spis10666	32.6	390	214	12	2	389	233	575	7.29e-49	175
JR973117.1	Spis21632	59.4	197	79	1	49	244	28	224	6.44e-80	242
JR973117.1	Spis14423	70.9	141	41	0	104	244	7	147	5.39e-71	217
JR973117.1	Spis22899	65.4	156	54	0	89	244	175	330	1.60e-69	219
JR973117.1	Spis9517	63.5	148	54	0	90	237	162	309	5.62e-66	209
JR973117.1	Spis3740	59.9	167	67	0	78	244	240	406	1.88e-65	211
JR993827.1	Spis19003	42.4	933	301	14	530	1280	22	900	2.52e-208	629
JR993827.1	Spis23377	48.1	630	303	11	233	852	394	1009	1.28e-182	565
JR993827.1	Spis19002	33.4	1022	487	25	255	1260	5646	6489	1.35e-136	463
JR993827.1	Spis17437	32.6	863	392	25	27	724	23	860	2.16e-118	393
JR993827.1	Spis17428	36.7	420	228	13	27	437	54	444	2.12e-69	248
JR998260.1	Spis1831	55.8	425	170	8	11	421	5	425	6.16e-168	478
JR998260.1	Spis1838	60.8	255	97	3	83	336	7	259	1.76e-107	332
JR998260.1	Spis19541	36.0	344	193	11	94	422	1379	1710	5.17e-56	199
JR998260.1	Spis20743	40.9	149	85	3	95	241	81	228	6.53e-32	121
aug_v2a.19518.t1	Spis30	52.4	1499	469	13	8	1275	2406	3890	0.0	1409
aug_v2a.19518.t1	Spis8899	34.9	1560	706	31	1	1274	2410	3947	2.65e-254	808
aug_v2a.19518.t1	Spis26	31.0	1456	710	39	8	1218	2367	3773	6.96e-157	523
aug_v2a.19518.t1	Spis11895	31.7	908	560	24	33	928	2753	3612	9.35e-98	346
aug_v2a.19518.t1	Spis14725	32.5	875	538	25	22	881	780	1616	6.22e-97	343
aug_v2a.24512.t1	Spis1889	35.9	1061	449	20	1	845	2	1047	2.22e-209	627
aug_v2a.24512.t1	Spis14294	26.8	403	217	13	74	416	1724	2108	5.44e-25	112
aug_v2a.24512.t1	Spis11924	25.6	414	215	16	25	363	23	418	6.75e-20	95.9
aug_v2a.24512.t1	Spis14460	24.6	455	257	20	25	413	29	463	1.35e-17	88.2
aug_v2a.24512.t1	Spis13182	29.4	218	127	10	449	644	3928	4140	1.24e-13	75.9
aug_v2a.06122.t1	Spis1889	39.8	1049	457	19	3	890	13	1047	6.55e-238	702
aug_v2a.06122.t1	Spis14294	34.1	217	130	5	298	505	2082	2294	7.09e-24	109
aug_v2a.06122.t1	Spis14293	33.2	184	112	4	308	482	340	521	9.21e-21	98.2
aug_v2a.06122.t1	Spis14460	23.0	634	292	22	18	486	29	631	2.07e-20	97.4
aug_v2a.06122.t1	Spis2937	32.4	210	126	7	272	475	1075	1274	1.14e-17	89.0
aug_v2a.06123.t1	Spis1889	53.6	405	171	8	248	640	443	842	4.30e-133	422
aug_v2a.06123.t1	Spis14294	36.2	210	122	6	244	445	2079	2284	5.98e-25	112
aug_v2a.06123.t1	Spis18580	31.7	319	181	12	108	410	226	523	1.50e-24	108
aug_v2a.06123.t1	Spis2937	26.1	560	240	19	30	430	1087	1631	1.88e-23	107
aug_v2a.06123.t1	Spis14293	34.1	182	109	3	54	226	340	519	2.77e-22	102
aug_v2a.02830.t1	Spis4776	37.6	3226	1613	76	1	2931	1	3122	0.0	1746
aug_v2a.02830.t1	Spis17876	23.1	1681	970	60	568	2151	1011	2465	2.11e-72	271
aug_v2a.02830.t1	Spis15339	26.5	967	591	33	1085	1958	741	1680	2.62e-69	261
aug_v2a.02830.t1	Spis15916	25.0	1208	749	36	1067	2179	1573	2718	2.21e-68	258
aug_v2a.02830.t1	Spis2913	22.1	1791	937	52	598	2170	815	2361	2.28e-67	255
aug_v2a.07627.t1	Spis20234	61.0	354	132	4	21	370	35	386	5.00e-146	418
aug_v2a.07627.t1	Spis6258	34.1	346	218	8	5	347	497	835	6.48e-52	185
aug_v2a.07627.t1	Spis6262	36.3	311	181	10	3	304	82	384	1.17e-49	173
aug_v2a.07627.t1	Spis8023	35.3	283	173	5	22	302	1110	1384	1.10e-43	162
aug_v2a.07627.t1	Spis6259	30.6	337	216	7	22	348	333	661	4.43e-41	153
aug_v2a.24015.t1	Spis8246	61.0	590	128	1	4	491	5	594	6.32e-255	723
aug_v2a.24015.t1	Spis7139.t1	38.9	839	220	7	28	574	26	863	2.62e-186	556
aug_v2a.24015.t1	Spis8935	34.1	792	242	4	59	571	18	808	8.52e-149	460
aug_v2a.24015.t1	Spis23843	43.7	206	112	2	60	261	611	816	1.86e-45	172
aug_v2a.09968.t1	Spis12423	53.3	6297	1415	45	14	4834	17	6264	0.0	6430
aug_v2a.09968.t1	Spis16164	34.1	838	451	27	2601	3393	2	783	6.42e-135	445
aug_v2a.09968.t1	Spis16165.t1	31.3	940	439	45	1477	2260	26	914	1.13e-95	334
aug_v2a.09968.t1	Spis19455	32.9	703	292	21	4258	4785	148	845	4.82e-85	313
aug_v2a.09968.t1	Spis23000	33.1	510	288	13	1786	2283	6	475	1.75e-66	253
aug_v2a.09969.t1	Spis12423	63.5	2989	892	20	1	2963	6523	9338	0.0	3981
aug_v2a.09969.t1	Spis19455	34.6	700	331	21	371	953	148	837	6.85e-103	370
aug_v2a.09969.t1	Spis16164	31.4	758	370	27	1	742	155	778	4.97e-90	313
aug_v2a.09969.t1	Spis16165.t1	27.9	850	423	41	797	1625	42	722	2.56e-58	220
aug_v2a.09969.t1	Spis5613	39.3	369	156	15	591	948	11	322	9.27e-51	196
aug_v2a.05945.t1	Spis5277	52.0	417	182	8	433	833	1122	1536	4.76e-116	389
aug_v2a.05945.t1	Spis5278	48.2	421	199	12	432	836	906	1323	8.63e-103	349
aug_v2a.05945.t1	Spis22531.t1	46.5	312	155	5	122	431	494	795	3.02e-86	298
aug_v2a.05945.t1	Spis661	36.5	458	254	13	135	585	248	675	3.07e-86	289
aug_v2a.05945.t1	Spis20570	45.5	297	152	3	136	431	327	614	4.85e-85	298
aug_v2a.09809.t1	Spis16818	42.4	972	396	14	8	935	1728	2579	2.78e-228	726
aug_v2a.09809.t1	Spis16996	38.3	472	235	12	509	935	21	481	1.26e-82	293
aug_v2a.09809.t1	Spis2764	38.9	471	234	12	509	935	1024	1484	4.63e-81	292
aug_v2a.09809.t1	Spis2770	37.4	471	241	12	509	935	1851	2311	7.09e-80	288
aug_v2a.09809.t1	Spis16440	35.8	486	245	10	509	936	3018	3494	4.36e-71	261
aug_v2a.15580.t1	Spis1889	26.4	774	214	9	6	432	14	778	1.05e-66	232
aug_v2a.15580.t1	Spis14460	25.3	435	225	19	9	434	16	359	4.09e-18	87.8
aug_v2a.15580.t1	Spis14294	24.9	373	180	16	69	434	1724	2003	7.06e-13	71.6
aug_v2a.15580.t1	Spis11924	25.2	314	198	12	10	311	13	301	1.86e-12	70.1
aug_v2a.15580.t1	Spis13182	21.9	420	255	18	42	434	3943	4316	6.85e-12	68.6
aug_v2a.10941.t1	Spis8222	49.1	57	29	0	198	254	26	82	1.49e-06	50.4
aug_v2a.10941.t1	Spis1629	40.8	49	29	0	195	243	45	93	2.29e-05	46.2
aug_v2a.10941.t1	Spis1631	34.3	99	58	4	4	97	327	423	2.94e-05	46.2
aug_v2a.10941.t1	Spis1632	40.4	52	31	0	197	248	30	81	7.26e-05	44.7
aug_v2a.10941.t1	Spis1630	40.0	65	35	2	26	88	68	130	2.56e-04	43.1
aug_v2a.14283.t1	Spis1631	29.7	212	115	8	80	261	327	534	2.35e-09	60.8
aug_v2a.14283.t1	Spis1630	38.0	229	84	8	406	624	35	215	2.70e-06	50.8
aug_v2a.14283.t1	Spis1629	52.5	40	18	1	591	629	214	253	6.50e-06	49.3
aug_v2a.14283.t1	Spis1632	52.5	40	18	1	591	629	198	237	6.72e-06	49.3
aug_v2a.14283.t1	Spis1633	37.8	74	42	2	441	512	16	87	3.03e-05	47.0
aug_v2a.08856.t1	Spis2954.t1	35.8	1452	430	16	80	1032	2	1448	3.09e-265	808
aug_v2a.08856.t1	Spis13946	42.2	514	173	9	1070	1524	1	449	7.35e-100	332
aug_v2a.08856.t1	Spis15117	23.8	568	398	13	43	578	104	668	3.58e-34	144
aug_v2a.08856.t1	Spis10690.t1	34.4	215	104	2	1122	1299	356	570	1.75e-30	130
aug_v2a.08856.t1	Spis6381	23.1	554	345	17	23	539	91	600	2.83e-22	105
aug_v2a.22918.t1	Spis21632	58.2	170	70	1	49	217	28	197	1.23e-66	207
aug_v2a.22918.t1	Spis22899	65.1	129	45	0	89	217	175	303	7.83e-57	185
aug_v2a.22918.t1	Spis14423	67.5	114	37	0	104	217	7	120	4.16e-55	175
aug_v2a.22918.t1	Spis9517	61.7	128	49	0	90	217	162	289	4.50e-55	180
aug_v2a.22918.t1	Spis21628	66.7	114	38	0	104	217	325	438	5.86e-51	172
aug_v2a.00002.t1	Spis21632	60.4	273	99	5	69	341	32	295	6.76e-112	327
aug_v2a.00002.t1	Spis22899	66.2	231	76	2	112	341	174	403	4.95e-107	318
aug_v2a.00002.t1	Spis9517	64.3	227	78	3	115	341	163	386	7.22e-100	300
aug_v2a.00002.t1	Spis23859	66.4	217	71	2	125	341	209	423	4.51e-99	299
aug_v2a.00002.t1	Spis10090	61.1	229	88	1	113	341	158	385	5.63e-99	297
aug_v2a.15064.t1	Spis21698	39.1	304	155	9	132	417	3011	3302	5.04e-53	191
aug_v2a.15064.t1	Spis15367	32.4	136	59	10	213	340	91	201	5.09e-09	56.2
aug_v2a.11068.t1	Spis4534	59.3	359	126	6	15	372	16	355	7.27e-84	259
aug_v2a.11068.t1	Spis3547	50.2	285	124	6	100	380	134	404	1.02e-61	204
aug_v2a.11068.t1	Spis4292	35.8	268	137	7	107	361	319	564	1.47e-40	151
aug_v2a.11068.t1	Spis4291	29.4	265	172	4	100	350	64	327	2.30e-28	114
aug_v2a.01441.t1_0.1440.t1	Spis4534	43.1	357	100	8	15	306	15	333	3.57e-49	168
aug_v2a.01441.t1_0.1440.t1	Spis3547	43.3	400	158	7	6	336	5	404	5.22e-48	166
aug_v2a.01441.t1_0.1440.t1	Spis4292	31.8	355	123	7	16	306	254	553	6.14e-28	114
aug_v2a.01441.t1_0.1440.t1	Spis4291	32.7	98	61	2	138	231	75	171	2.39e-08	55.1
aug_v2a.06327.t1	Spis4292	47.9	165	80	4	5	164	39	202	9.05e-24	98.6
aug_v2a.06327.t1	Spis4534	40.0	105	59	1	52	156	94	194	7.05e-13	66.6
aug_v2a.06327.t1	Spis3547	45.3	64	34	1	94	156	173	236	9.96e-08	51.6
aug_v2a.06327.t1	Spis4291	37.1	105	58	5	55	156	70	169	2.08e-04	41.6
aug_v2a.21723.t1	Spis22080	42.9	163	90	1	21	180	160	322	2.41e-33	131
aug_v2a.21723.t1	Spis22082	40.1	192	105	4	21	203	160	350	4.20e-32	127
aug_v2a.21723.t1	Spis11603	38.3	154	92	1	30	180	134	287	1.18e-27	114
aug_v2a.02662.t1	Spis22080	41.0	251	131	5	62	296	70	319	2.68e-50	182
aug_v2a.02662.t1	Spis22082	37.4	278	156	6	36	296	44	320	9.68e-49	177
aug_v2a.02662.t1	Spis11603	34.1	264	148	3	36	296	44	284	5.21e-39	148
aug_v2a.02663.t1	Spis22080	41.3	254	132	5	61	298	70	322	1.27e-50	182
aug_v2a.02663.t1	Spis22082	36.1	324	183	8	20	321	29	350	9.15e-50	179
aug_v2a.02663.t1	Spis11603	28.0	439	261	9	20	436	29	434	1.86e-39	149
aug_v2a.20893.t1	Spis18351	40.1	147	82	3	91	235	916	1058	5.66e-25	114
aug_v2a.20893.t1	Spis21285	28.3	223	130	9	24	230	26	234	4.32e-14	77.4
aug_v2a.07084.t1	Spis22080	33.9	644	364	20	8	619	13	626	8.48e-84	275
aug_v2a.07084.t1	Spis22082	33.0	537	295	17	23	522	30	538	3.67e-61	213
aug_v2a.07084.t1	Spis11603	30.2	543	275	15	23	534	30	499	2.83e-53	190
PFX12726.1	Spis23267	100	626	0	0	1	626	1	626	0.0	1214
PFX12726.1	Spis13324	27.6	457	161	9	291	612	394	815	6.78e-35	141
PFX12726.1	Spis22634	37.4	206	88	4	438	606	20	221	3.38e-29	118
PFX12726.1	Spis17918	27.8	335	125	5	369	589	674	1005	1.53e-24	109
PFX12726.1	Spis6254	26.0	384	133	7	372	606	709	1090	3.80e-21	99.0
PFX12813.1	Spis23165	100	751	0	0	1	751	1	751	0.0	1508
PFX12813.1	Spis8548	45.9	595	288	10	177	744	3	590	1.26e-173	511
PFX12813.1	Spis22360	39.1	764	371	9	35	745	39	761	2.25e-173	538
PFX12813.1	Spis16517	38.8	784	394	10	10	744	15	761	9.52e-172	513
PFX12813.1	Spis7796	46.6	616	196	7	133	745	412	897	4.04e-169	513
PFX13778.1	Spis22110	100	9556	0	0	1	9556	1	9556	0.0	19065
PFX13778.1	Spis8948	62.6	5656	726	8	3814	9468	641	4908	0.0	6569
PFX13778.1	Spis22111	56.2	5625	1135	18	3850	9468	937	5236	0.0	5743
PFX13778.1	Spis16173	55.2	5570	1125	24	3806	9362	1	4214	0.0	5547
PFX13778.1	Spis22749	25.4	10565	5797	325	20	9467	70	9670	0.0	2499
PFX14205.1	Spis21658	100	976	0	0	1	976	1	976	0.0	1958
PFX14205.1	Spis3834	69.6	750	165	5	6	695	51	797	0.0	999
PFX14205.1	Spis22806	67.6	737	161	8	1	668	509	1236	0.0	946
PFX14205.1	Spis3833	62.9	766	189	8	1	679	38	795	1.84e-319	901
PFX14205.1	Spis1955	60.0	750	214	5	1	703	45	755	3.92e-305	867
PFX15740.1	Spis20030	100	2063	0	0	1	2063	1	2063	0.0	4012
PFX15740.1	Spis815.t1	29.1	419	268	14	35	430	61	473	5.71e-30	131
PFX16398.1	Spis19330	100	325	0	0	1	325	1	325	8.70e-233	634
PFX16398.1	Spis18743	27.6	163	114	2	64	226	5	163	2.60e-14	70.1
PFX16398.1	Spis256	50.0	48	24	0	131	178	546	593	5.29e-07	51.2
PFX16398.1	Spis23582	27.1	140	86	4	72	210	1000	1124	8.29e-06	47.8
PFX16398.1	Spis25522	29.8	141	88	6	57	190	18	154	6.22e-05	43.5
PFX18785.1	Spis16818	100	3579	0	0	1	3579	1	3579	0.0	4743
PFX18785.1	Spis16817	90.8	284	26	0	3059	3342	10	293	2.87e-156	486
PFX18785.1	Spis16996	34.3	875	493	19	2172	2979	65	924	9.04e-133	451
PFX18785.1	Spis2764	30.7	995	545	21	2115	2979	978	1957	6.01e-129	456
PFX18785.1	Spis16440	33.9	1056	486	28	2112	2986	2921	3945	6.16e-127	452
PFX26597.1	Spis8713	100	2548	0	0	1	2548	1	2548	0.0	5019
PFX26597.1	Spis8714	56.7	1765	626	32	872	2547	1	1715	0.0	1768
PFX26597.1	Spis4854	36.4	1600	715	29	899	2427	69	1437	4.11e-272	848
PFX26597.1	Spis21788	48.8	881	381	19	12	838	13	877	1.80e-260	796
PFX26597.1	Spis3797	25.5	1625	918	40	893	2412	18	1454	1.35e-121	423
PFX26751.1	Spis8541	100	789	0	0	1	789	1	789	0.0	1597
PFX26751.1	Spis18464	57.7	253	102	3	345	596	14	262	3.38e-94	296
PFX26751.1	Spis1453	30.5	724	419	26	102	774	190	880	1.61e-90	309
PFX26751.1	Spis18467	53.5	254	109	5	349	596	19	269	5.91e-86	277
PFX26751.1	Spis5577	43.2	387	150	5	351	725	22	350	1.44e-81	284
PFX27832.1	Spis7459	100	1875	0	0	1	1875	1	1875	0.0	3531
PFX27832.1	Spis14519	99.8	553	1	0	432	984	46	598	0.0	1103
PFX27832.1	Spis10855	100	460	0	0	525	984	534	993	3.56e-313	928
PFX27832.1	Spis20471	99.5	377	2	0	608	984	32	408	1.08e-250	761
PFX27832.1	Spis24046	93.9	326	20	0	659	984	219	544	9.05e-195	628
PFX30831.1	Spis4366	100	847	0	0	1	847	1	847	0.0	1659
PFX30831.1	Spis15343	38.3	1244	269	23	1	846	1	1144	8.84e-188	576
PFX30831.1	Spis10528	39.5	665	283	11	298	846	374	1035	2.17e-139	445
PFX30831.1	Spis24454	37.2	734	278	10	295	846	296	1028	1.86e-135	437
PFX30831.1	Spis19088	43.4	458	194	4	296	694	106	557	1.04e-118	376
PFX30903.1	Spis4292	100	587	0	0	1	587	1	587	0.0	1081
PFX30903.1	Spis4534	37.7	366	171	10	254	585	16	358	3.66e-52	182
PFX30903.1	Spis3547	40.8	211	109	4	358	557	172	377	1.36e-40	152
PFX30903.1	Spis4291	29.4	306	154	11	320	586	72	354	8.84e-29	117
PFX31810.1	Spis3412	100	1662	0	0	1	1662	1	1662	0.0	3229
PFX31810.1	Spis3413	24.1	478	280	10	599	1068	626	1028	8.78e-22	103
PFX31810.1	Spis21884	47.8	69	31	2	265	333	103	166	5.00e-12	71.6
PFX31810.1	Spis23579	52.7	55	24	1	265	319	422	474	5.05e-11	68.2
PFX31810.1	Spis21512	50.0	58	26	2	263	319	742	797	3.39e-10	65.5
XP_022783323.1	Spis477	100	273	0	0	1	273	1	273	1.69e-142	401
XP_022783323.1	Spis5092	26.8	168	109	5	22	183	343	502	9.26e-10	59.3
XP_022783323.1	Spis8713	29.1	179	95	7	30	186	437	605	7.31e-09	56.6
XP_022783323.1	Spis3075	25.5	184	122	6	26	202	271	446	3.94e-08	54.3
XP_022783323.1	Spis13211	28.0	175	115	7	26	197	24	190	5.14e-08	53.9
XP_022786582.1	Spis848	100	392	0	0	1	392	1	392	1.30e-286	775
XP_022786582.1	Spis843	94.7	188	10	0	202	389	3	190	1.20e-116	361
XP_022799089.1	Spis1633	100	330	0	0	23	352	1	330	2.65e-194	538
XP_022799089.1	Spis1630	34.1	82	51	2	22	100	49	130	4.48e-07	51.6
XP_022804012.1	Spis1889	100	1145	0	0	1	1145	1	1145	0.0	2262
XP_022804012.1	Spis14294	28.2	579	366	15	88	645	1736	2285	1.01e-56	216
XP_022804012.1	Spis14460	29.0	606	385	20	48	633	51	631	1.37e-56	212
XP_022804012.1	Spis11924	27.7	686	414	27	29	667	24	674	6.20e-56	212
XP_022804012.1	Spis14293	27.0	575	338	21	87	631	1	523	4.61e-47	181
XP_022779720.1	Spis2954.t1	100	1551	0	0	153	1703	1	1551	0.0	3164
XP_022779720.1	Spis15117	22.3	980	677	30	32	945	16	977	8.14e-60	227
XP_022779720.1	Spis6381	24.8	910	549	31	35	884	30	864	7.15e-44	176
XP_022779720.1	Spis15601	23.5	979	649	30	3	931	4	932	5.91e-40	163
XP_022780303.1	Spis3283	96.7	16387	14	7	1172	17517	1	15904	0.0	29075
XP_022780303.1	Spis3284	100	1014	0	0	1	1014	3737	4750	0.0	1838
XP_022780303.1	Spis2881.t1	36.8	87	41	4	11149	11232	349	424	1.02e-05	53.9
XP_022780303.1	Spis12667	36.3	113	46	9	11115	11218	3542	3637	1.18e-05	54.3
