feature_id,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
SpisGene17342,2.1106765756330126,5.908611256675928,3.780429949457698,0,2.551419247764748,0.5353317567152235,0,0,0
SpisGene17343,0,0.7242729171472372,0,0,0,0,0,0,0
SpisGene17344,9.436554542504421,9.430841294775357,9.712096397963583,6.2373982524696725,4.958312054759858,6.850669339528554,5.2603400135612315,7.024901468459628,6.463458537306551
SpisGene17345,3.4770264012475627,3.4100103390581604,3.259724902158291,1.0113182064824324,2.2891748908546594,3.0460399045521327,3.1882901654797653,3.755771930791735,3.693328229183399
SpisGene17346,2.699468228794933,2.6860671851906064,2.6159366015897674,1.8504687463624103,1.6941756757238493,2.9398649330325917,2.193857211650512,0.8465086557048336,2.1197377294426896
SpisGene17347,1.9416489704453046,2.7162453618568785,2.6800071753857986,0.2940076908813532,0.6816605974306391,1.0862024185760908,0.7189902783116626,0,0.47735776355503734
SpisGene7379,0.1769892174031663,0.1779143856938941,0.5859856239075142,0,0.21408266999607317,0.4810638259095023,0.2604308051919777,0,0.1776255534481538
SpisGene7378,0,1.5124751931895388,0,0.917200694066054,1.2699502255124588,0,0,0,0
SpisGene7375,2.9937070031168838,2.868586487375649,3.0617482847571664,1.4081700761399778,3.2230135304279734,3.3987306308787972,1.3488398510415684,0.8597436401545183,1.2044158944336243
SpisGene7374,4.968811674392296,4.691103721398601,5.506410091363516,3.2788249283949686,3.0213033838011714,2.383378306250717,1.9734870757996297,4.161035587312087,2.9792858531710724
SpisGene7377,5.423406736554711,5.688665658691411,6.015372078828081,6.796885972781433,5.676953394116608,4.940333676291369,4.560431619620256,5.550706126080711,4.710501876308744
SpisGene7376,6.132481501674235,6.068847696409707,6.3424393508288786,4.703934794781359,4.697496396100689,6.19667561817222,2.9016189339393943,3.198598570937538,4.1295742262857
SpisGene7371,3.4322751853144347,3.1620605850689687,2.693620411494883,3.888170126131814,5.6842232890899504,5.460943214076633,5.682434202094013,6.716025879765799,5.906742603433159
SpisGene7370,7.380753099977719,7.493701392276106,7.306274594835175,7.767480407717395,7.3927402023715345,8.171625818410876,7.602892656814914,8.631829940526359,7.8729306278143145
SpisGene7373,6.023589136586513,6.242945415960322,6.1792616502321405,3.0079787366835813,3.7450576978457866,4.356969935136817,2.1703654512617914,4.304477177644414,4.104991213375335
SpisGene25843.Novel,1.1649302372568409,3.0865723177199333,2.826490642743258,1.862043769783837,0.816580213258088,3.237294375807024,1.0193627470777573,0.8848292190976312,1.5212798506195162
SpisGene5209,5.226990650695868,5.244166274361355,5.337914582490915,4.1912627597258005,4.393286787345306,4.958702934317339,2.9401216945604096,3.1703479047142653,3.402956967262676
SpisGene5208,5.064013294501663,5.828885972383824,5.898910523509,4.308643197371615,4.251151072194266,4.771611803763392,5.188919908138145,5.50543318509221,5.265504723324302
SpisGene5203,0,0,0,0,0,0,0,0,0
SpisGene5202,2.3842623714024844,0,0,0,1.7760217685815423,3.055426184667632,2.7378065730504986,2.4099424310421744,3.661232960786708
SpisGene5201,3.9171197397239736,4.44804744774342,3.5383588804149544,0,3.299817484282485,0,0,0,0
SpisGene5200,1.5745789577893157,1.579893821386305,1.1800683107223662,1.3369814045480197,1.1456138167898966,1.8363652928720184,1.398206266335254,1.2316111947758368,0.994958281861063
SpisGene5207,2.790842566845724,2.8462651155233267,3.0769285448392805,1.5409387433587431,1.7687707180003243,2.5482683867899603,1.475030322734027,0.9840990417401209,1.2873055453727766
SpisGene5206,4.016532505670598,4.350284936834373,4.327022933322107,2.7193043625293654,4.287150421001546,5.0512284419589815,2.938174897429386,2.5177238349328404,3.492584951744841
SpisGene5205,0.1154652735846371,0.38032428798237183,0.2788773988150143,0,0.2983916887665603,0.19456134520055163,0,0,0
SpisGene5204,4.1570648378505455,4.331561303778613,4.422798866508577,2.8876312096925982,3.2947069621568534,4.6900207302776415,1.7387329250075862,2.5086865711639748,1.631175331242861
SpisGene18525,0,0,0,0,1.6716387675654218,0,0,0,0
SpisGene18524,0,1.574677593050571,1.381073230861259,0,1.3762614573302792,1.1721701190445852,0,0,0
SpisGene18527,1.6422434391896952,2.414739624253159,1.972176688742327,1.7075221639165645,1.8278556570684332,1.574998401320742,0.6226370960618722,0,0
SpisGene15334,3.6745678378231763,4.296441155459794,4.692544903582188,5.141234174288909,4.314604843720707,3.9988216389452518,2.802968303104476,2.6364506514667485,2.3177147464760095
SpisGene15333,4.516037367942169,4.717002792472793,4.785350081978876,4.46536875531817,4.4918045799346284,4.447169789142594,2.9927970561478743,3.425214344759946,2.8753983178878477
SpisGene18520,6.584702919505108,6.739232979433066,6.959721407888572,6.6012238576322995,6.654414628086386,7.239632800516001,5.2369042436360385,6.811349418488055,6.138374566689635
SpisGene15458,0,1.8502130137101087,2.1143316111522434,0,0.2975014775249497,0.3915282587298279,0,0,0
SpisGene15459,0,2.169617791178494,3.1383477865558316,0,0.9404393290944765,0.5191782618781351,0,0,0
SpisGene15331,8.14235544807584,8.783260542927929,8.518398400558418,6.886088877875998,7.43905028423332,7.702738989395788,7.172779114417178,6.342670111148763,6.626723573084719
SpisGene15452,0,0,0,0,0,0,0,0,0
SpisGene15453,0,0.9142436271443444,0.5080574305648571,0,0,0,0,0,0
SpisGene15450,0.08982520252967852,0,0,0,0.16104891547193412,0,0,0,0
SpisGene15330,2.953446376278556,2.711516773584453,3.4856779822988977,4.0541291907935815,2.956900526838849,3.436851474532499,2.263849899511772,1.6274413616862824,0
SpisGene15456,0,0,0,0,0,0,0,0,0
SpisGene15457,0,0,0,0,0,0.4472449555524501,0,0,0
SpisGene15454,0,0,0,0,0,0,0,0,0
SpisGene15455,0.5296904331807887,0.6185216212342537,0.57199431977025,0.19744059888136045,0.1589907816473626,0.150310756536737,0.14377316276214283,0.3324250517387155,0.25199061200952955
SpisGene11348,5.880213709491654,5.717089844165381,5.563056498122079,4.261834359657995,4.1355594277370065,5.25615013959491,3.683440855173184,3.466109066467914,4.165009610779595
SpisGene11349,3.4320819245294527,3.521102291766462,3.526021650488729,2.6727764661056854,3.9653294100587795,4.288973088007267,1.939921828132071,1.4613975173682443,1.88398350187817
SpisGene11342,5.2117407477970845,5.654586674145588,5.82734345451661,4.597451908316843,5.384230517328303,4.49857304128492,4.136083003273161,3.669553551299017,3.823161162266278
SpisGene11343,4.107554460822452,4.131979415079023,4.6074330537435655,0,0,3.3237167905626923,2.19096074869606,0,2.7777829705794903
SpisGene11340,0.7937956958314055,1.109447937355673,1.0588083670028046,0,1.0267671662100561,1.438919469056725,0.6839542957205273,0,0
SpisGene11341,3.2780290488807076,3.6877119731057566,4.039947945524793,2.3821581213109466,3.3144697720633207,3.3454734648067235,1.2785439598832904,0,0.7916069354356189
SpisGene11346,5.321162605604563,5.8335556345946395,5.3567217421137086,4.452414159417223,4.241416775815911,4.8973955781927225,4.3526518151337905,5.458439292025956,4.382083979836448
SpisGene11347,6.7414419867638005,6.891824565128199,7.0213838192635825,7.745959499986512,6.87025326825586,7.681254121036532,7.18825828632046,8.490234317943294,7.372182515870481
SpisGene11344,3.331996109549086,3.3559849518762896,3.192121151717312,0.8621908327143873,0,0.8610796619292158,1.8597446285141281,1.1917937122976165,2.222039151580689
SpisGene11345,4.937584211945667,4.408753269540415,4.575678100901618,3.6024082659228474,5.510207381133838,5.873443008277986,3.2394634407799474,4.804083068297767,4.682214269054697
SpisGene19597,6.2328617327888365,5.85039117678316,7.025020087013232,3.5447614100192966,6.8783469133168955,3.2853776873630385,3.4332509707095213,4.150381868337486,2.6529495635070126
SpisGene19596,2.401004358514173,3.2120331177685766,2.568309730182074,0,2.3032551259791303,3.0086249392592164,1.2726092315851547,1.737386348700794,1.839492536104201
SpisGene19595,0.8504996228918692,1.9661777163961152,2.1576146136147485,0.31562947835374355,0.30231732633178654,0.9377286752480655,0.7346497694963722,0.2991821221526262,0.6337627686970055
SpisGene19594,1.4597293345804419,2.470291854973554,2.7467958969477793,1.180150202807253,0.6068768302640215,1.3314785185063882,1.0351273334106756,1.0100814067329038,1.1283913268037125
SpisGene19593,0,0,0,0,0,0,0,0,0
SpisGene19592,0,0,0,0,0,0,0,0,0
SpisGene19591,4.018350951620323,3.779127211955788,4.222851585610092,0,0.5691046319800662,1.4973368004857217,0.6465931007479028,0.7495090072790855,1.0024825686886687
SpisGene19590,0,0,0,0,0,0,0,0,0
SpisGene19599,0.7401262586878801,1.360172124975604,1.1590129921158132,0.16503537727590958,0.8395131520611537,0.6770630403373783,0,0.5142566357190629,0.5064518106153775
SpisGene19598,0,0.20352914166208677,0,0,0,0,0,0,0
SpisGene8208,0,0,0,0,0,0,0,0,0
SpisGene8209,0,0,0,0,0,0,0,0,0
SpisGene12647,0,0,0,0,0,0,0,0,0
SpisGene8200,3.0698416475681425,3.8825319592701684,3.8843683730418825,1.7742974833544483,1.9577123523073037,1.763409351695483,1.987336844961573,1.9066986143822338,1.7170012587928183
SpisGene8201,6.243914301286273,6.56487119266497,6.54022244658662,6.151934786720718,7.000541352374761,7.293077378199107,4.09129109111059,4.252794069753624,3.517708378851189
SpisGene8202,5.601346874322776,4.966416012213482,5.239330588117254,4.546601103021184,4.699039072626487,5.517742440412669,3.7110229054243664,3.930081969344654,2.5161518588036533
SpisGene8204,2.577205575855416,3.237458042383748,3.4830530821947647,2.272688239310358,2.002567531858284,2.040607605270867,1.3800720805298072,0.47023639714375437,1.148149942363832
SpisGene8205,5.616225516031711,5.784417866482355,6.2265631022041354,5.961479725271623,5.7660078978084695,5.0154490685310655,5.314421132946296,5.175304663611502,4.800141066109584
SpisGene8206,2.989988564508159,3.0825749172780403,4.11947968014358,2.340932263733227,2.321722080153879,2.883418138991312,1.4846908615181296,1.1727644884857014,1.0647979688125968
SpisGene8207,5.024191632604385,4.829104903399558,4.8748918459653465,4.338588884311173,4.165725864577703,4.910108458380582,3.7679782965376956,5.41343468427158,5.144768728900755
SpisGene4554,1.5221263182974263,2.174431794231276,2.240800520770339,0.5669568289479264,0,1.7410513030549843,0,0.8879511840078598,0
SpisGene4555,3.493890589456946,3.7428175745051404,3.5721397115272695,2.4184348862668847,1.5065161819504604,0,0,0,1.4643609039741485
SpisGene4556,3.7722962025029783,3.7572381917497446,4.339401330387262,5.862689158147098,6.038927156750819,3.4866451321431162,0,0.9700470069555784,0
SpisGene12645,0,0,0,0,0,0,0,0,0
SpisGene4550,3.5128389257562764,3.73637480179453,3.527930551682664,1.4444517850847223,2.158528423900638,3.312805647489384,1.8899357334638476,0.4911548699355788,1.4290298427520418
SpisGene4551,2.5208751349902507,2.6949713915535756,3.1065176140952975,0.7655973352573869,0.800331135057625,1.8563020372025523,0.8747382777828187,0,1.97651908194658
SpisGene4552,1.000861928847398,0,0,0,0,0,0,0,0
SpisGene4553,3.0959144550455076,3.576802891523186,3.125811064281142,0,1.4007144512890743,1.7046865823629098,0.6484239802610225,0,0
SpisGene12642,0,0,0,0,0,0,0,0,0
SpisGene4558,0,0,1.3901441226271432,1.9751399493928399,0,0,0,0,0
SpisGene4559,1.3375981708308435,0,0.7237471599304832,1.1231198411099217,0,0,0,0,0
SpisGene12643,0,0,0,0,0,0.8228820470669103,0,0,0
SpisGene12640,0,1.8004496213700385,0,0,0,0,0,0,0
SpisGene12641,0,0,1.0522397349344876,0,0,0,0,0,0
SpisGene1005,2.9648744682900667,1.4647965887259902,2.852462326444167,2.2194761474992926,2.7196240551551765,3.1705789723135474,1.7706619064472988,0,1.8815173478548417
SpisGene1004,5.734646098602512,5.3114188678209695,5.325122348705347,5.697761042722633,6.221301050630608,5.881048194228221,4.895548965052819,5.80672604034295,5.38289463133684
SpisGene1007,5.198692927541839,5.5868594358082895,5.661911602868302,4.263325334083961,5.2424120454359375,5.1048105341138035,4.592342257278476,3.569245819041503,4.700683824802784
SpisGene1006,4.186956979044971,4.3563652847080965,4.334961826923313,2.6905630717865714,2.867180206690108,3.141213299181646,2.6876447939587402,2.950333854179957,3.3052912210890377
SpisGene1001,3.1721661729038986,3.4786826485382307,3.5482080899362014,3.423716884336124,2.740697614702566,1.296989911131403,0.535944230046857,0.9589809234956796,1.1321127752502123
SpisGene1000,10.878818108715322,10.05538994373683,9.703651560338344,11.685682710527365,10.973154504758504,9.815027868616323,10.313720079329283,11.146549691418825,9.65747155172272
SpisGene1003,7.000435529246235,6.834141466229137,7.042374535711432,6.242131325188583,5.398370972732737,6.015414982759909,6.13204521077518,4.457995172833958,5.329220639854947
SpisGene1002,4.798732549844189,5.225284764764571,5.285652067887479,2.7598778890112707,4.344837540796628,3.1805685319557737,2.0757499702792863,1.2256849980748081,1.6818944884442864
SpisGene1009,6.219974238850566,6.452364819802498,6.322271583268368,7.340367288568477,7.0360385674993635,6.985207394528487,6.524140562353647,7.673777029857627,6.929134211569185
SpisGene1008,3.256177785770919,3.111584881015171,3.3493445732240663,2.8319690030684717,4.932249786533986,4.527559061145369,1.2324875330680587,0.7757009450266367,0.9393868110635777
SpisGene12105,5.1490300316488575,5.396252198531132,5.832899044760061,5.161648912346552,5.8337049661028715,4.196999694250451,1.4086351716245227,1.0384648608754539,1.2994101293270568
SpisGene12104,0,0,0,0,0,0,0,0,0
SpisGene12107,3.9815460031715695,4.251106518084789,4.7664274498371,5.141705092789885,5.233346087455175,4.840721746886991,1.1637818871721248,1.3512421850495113,1.846677989524592
SpisGene12106,1.3136909489988384,2.46853023287936,1.4209248914730899,0.9336975461173671,1.9304491677326705,0.8741205588211794,1.0083458960397398,1.902940301887333,0.6101255938034165
SpisGene12101,1.2710628760622065,2.5299176459407193,1.6646475052175786,0.7261185248487114,1.5811441285496854,1.7162099086855815,1.4403453350986786,2.1594670198163874,1.9401997676995377
SpisGene12100,8.799227610948213,9.0273549140438,9.10190697380828,9.501102032541048,8.337285115898208,9.189512084934185,9.873434942693876,11.214410536816645,10.900606468287888
SpisGene12103,3.797130394142417,4.231895950293735,4.2146462452883755,2.418643373598336,4.113094077181119,3.473636397825491,3.3976651720429722,3.9272505450011206,3.646580372111452
SpisGene12102,0,1.5482413782644282,1.6045430658770292,0,0,0,0,0,0
SpisGene12109,2.2605903930229894,2.9034248698811194,2.901040540097964,1.0682634581745711,1.1122448363051634,0.864947181354256,0.6064388448254898,0.516699875304138,1.1819220201988183
SpisGene12108,3.244612989631064,3.1733734079331852,3.6505271355550737,3.101085441436461,3.5959626581236916,3.475132208402863,1.9661831101026304,0.9890182290029104,2.2762807850757967
SpisGene13850,11.036985918267822,10.768516852000566,10.679601370970948,11.422412451214054,10.52128513757824,10.885298706377565,12.486658779633265,12.724206968711563,12.175833778892196
SpisGene13851,2.9253914131755026,2.3028520748374595,3.0659529918567987,2.744806871335162,3.973265600812089,3.7173065446258775,1.3245495249415387,1.4079181763602446,2.6087395818326273
SpisGene13852,4.367330206455302,4.816518079418482,4.554296009910983,1.8248336977731514,2.369027180424115,2.667721462647504,1.7096992433184126,0.6429860404275376,0.9745613224851507
SpisGene13853,2.707318855041658,3.4142973712692553,3.0139584708519336,0,1.1432674595540449,1.3070861825978897,0.3649123961789456,1.1796490852793948,0.34685612192295795
SpisGene13854,4.060418491464916,5.114605722313786,4.519076994511319,3.6157455988104927,3.7312931161826337,3.198182364419978,3.5317990656067964,2.7097694654276574,2.215522171612371
SpisGene13855,1.9316224616429123,2.2824602051637375,2.240677353795735,1.0861957476940451,2.3003192740589897,1.9638946880260337,0.7502730080952487,0.8952278740874406,0.2568520738378879
SpisGene13856,5.518803894029277,5.412033105592153,5.590116482348296,2.8982499446537937,3.5801015438092154,4.609252142815887,3.8644846461927567,2.528782235001069,3.353830356904128
SpisGene13857,0,2.5714152777681196,2.9397509382321476,0,0,0,0,0,0
SpisGene13858,3.1947787226385356,3.2618715289029305,3.65500128119763,1.7642269821341674,2.7552877565933582,3.031827843773472,1.0987822844169741,0,0
SpisGene13859,4.396146290897794,4.984325394031631,4.9571625621408515,2.800636155862911,3.1821084540467486,4.105761506710543,2.3961001263250874,3.374627667040542,3.1159492753835263
SpisGene25433,2.514264054815685,2.8716461102085775,4.03673339375963,0,0,1.7085947791440015,2.7286592942647485,0,0
SpisGene25432,0,0,0,0,0,0,0,0,0
SpisGene25431,0,0,0,0,0,0,0,0,0
SpisGene25430,0,0,0,0,0,0,0,0,0
SpisGene25437,0,0,0,0,0,0,0,0,0
SpisGene25436,0,0,0,0,0,0,0,0,0
SpisGene25435,0,0,0,0,0,0,0,0,0
SpisGene25434,0,0,0,0,0,0,0,0,0
SpisGene25439,4.065181120514519,4.138999393103578,4.5642840370689495,2.96894415480041,4.110696842615779,2.9667889237464475,0,0,2.307399704847432
SpisGene25438,0,0,0,0,0,0,0,0,0
SpisGene5788,3.706272543237785,4.7147876731291865,4.810341906757717,0,1.3532687202463725,4.998155188771489,0,0,2.0648394255616207
SpisGene5789,4.866329529821633,5.729468335898978,5.660395290924708,0.3300419618362935,0.9402649808555711,2.3879319937508297,0,0.24082219469002356,0.20926302463448848
SpisGene5786,2.7241179073591972,3.4934509963782596,3.282497487287437,1.6937468099194761,1.3645497253135876,3.0787984817269627,2.219519392778112,1.86097623906536,1.714956650227576
SpisGene5787,3.9220053747410297,3.7185811522650085,4.299116040444795,1.4860477396675384,0.806934223739911,2.705492691058089,2.5613834118974967,1.3876236363198649,1.9364151664265303
SpisGene5784,0,0,0,0.5729745427995305,1.9290887637749567,0,0,0,0
SpisGene5785,3.3694813442421245,3.7459264714727234,3.892003618580553,6.817917118842316,8.90148788949738,6.835729541069799,0.90845585855646,0.6584008507238358,0.8889975575356165
SpisGene5782,0,0.3852605628247396,0,0,0,0,0,0,0.13993548040321907
SpisGene5783,0.6540719816556065,0.4570115117015423,0.8851292863376955,0,0.3142281991261819,0,0,0,0
SpisGene5780,0,0,0,0,0,0,0,0,0
SpisGene5781,0,0,0,0,0,0,0,0,0
SpisGene6848,3.4613091711221116,3.7557377829038994,3.531884960386827,3.8497343739482184,2.930015696906387,2.972583192764905,2.255983287722174,2.342204644189687,2.911761883589268
SpisGene6849,7.5946137207160636,8.202670227913867,8.113525300799788,6.198913116498557,6.788599095571137,6.601253867207409,6.06917076563409,6.1258127875874075,6.027665911372808
SpisGene6844,0,1.6611150478540142,2.3584259498880993,0,0,1.3520164189425945,0,0,1.6594118774304922
SpisGene6845,5.0067991768928595,5.607906704792179,5.421405332885658,6.56556909990405,6.364008683225204,6.395961486910095,5.103232034103065,5.02189538220431,5.107904374424267
SpisGene6846,6.589218487443377,6.535812468637613,6.887838665913207,7.72013104506745,8.514778404403748,8.278722097931182,4.984603905022576,7.079957707502807,5.680026072907276
SpisGene6847,5.613579168768538,5.864439139979443,5.7173902657580085,5.820103483643483,5.46437879525481,6.507856335385529,5.583124120432004,6.116286535361007,5.857764440722032
SpisGene6840,3.2743069118503,2.7351950498174062,2.536189405971886,1.9943492548776305,0,3.124159677955393,0,2.0689056978996168,0.9571378671860742
SpisGene6841,2.894703060919943,3.187833872648967,3.787954799312172,2.9912609466482523,2.9943272552452513,3.4149657518217955,1.045693417367615,1.241669496550028,0.7806839037343378
SpisGene6842,4.390831738998453,4.325366111638196,4.068753061718504,3.494971108530985,4.730272567290969,4.92342124878054,3.4313650590577534,3.2839755192002795,3.6689386773493458
SpisGene6843,4.1262754411602325,4.774399639625438,3.769820299414028,0,0,3.4402317043457193,1.313178893067356,0,3.089503300678835
SpisGene23879,3.227484687291767,3.0995541854708253,3.3740188755066685,1.1441118207151995,0,1.8945524015422601,1.660633222887031,0,1.0354747917041465
SpisGene23878,2.785109329079681,3.6453166256639804,3.5126644859632843,0,1.615180491627742,3.5777243039871562,0,0,0
SpisGene23871,0.9644339368039817,0,0,0,0,0,0,0,0
SpisGene23870,0,0,0,0,0,0,0,0,0
SpisGene23873,0,0,0,0,0,0.47280134293314946,0,0,0
SpisGene23872,0,0,0.5334714645349674,0,0,0,0,0,0
SpisGene23875,0,0,0,0,0,0,0,0,0
SpisGene23874,1.6118347509369864,2.375956812450198,0,0,0,0,0,0,0
SpisGene23877,7.710584176669359,7.802539300348461,7.901777648576296,8.240604229614647,7.380854988501124,7.901674712422009,7.669620026348873,7.0067196051690335,7.442850821005077
